Time,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100,101,102,103,104,105,106,107,108,109,110,111,112,113,114,115,116,117,118,119,120,121,122,123,124,125,126,127,128,129,130,131,132,133,134,135,136,137,138,139,140,141,142,143,144,145,146,147,148,149,150,151,152,153,154,155,156,157,158,159,160,161,162,163,164,165,166,167,168,169,170,171,172,173,174,175,176,177,178,179,180,181,182,183,184,185,186,187,188,189,190,191,192,193,194,195,196,197,198,199
200,-0.000596017,-0.00270456,-0.00351023,-0.00275251,-0.000856813,0.00129087,0.0027514,0.0029375,0.00184416,1.64903e-05,-0.00171572,-0.00261038,-0.002327,-0.00105121,0.000613286,0.0019266,0.00233844,0.00171569,0.000378963,-0.00105803,-0.00196771,-0.00198039,-0.00113203,0.000170064,0.00134031,0.00187635,0.00157293,0.000597911,-0.000596449,-0.00148165,-0.00168536,-0.00114661,-0.000129595,0.000904006,0.00150343,0.00142427,0.000726823,-0.000261748,-0.00109968,-0.00142712,-0.00111971,-0.000334247,0.000569636,0.0011933,0.00127416,0.000795429,-1.49494e-05,-0.00079192,-0.00119712,-0.00106562,-0.000472204,0.000308953,0.000930375,0.0011253,0.000821677,0.00016759,-0.000540148,-0.00099022,-0.000993298,-0.00056119,0.000104245,0.000704896,0.000979568,0.000817186,0.000301142,-0.000332645,-0.000803221,-0.000908813,-0.00061301,-5.62331e-05,0.000510491,0.000838412,0.000789966,0.000396135,-0.000161479,-0.000634102,-0.000816529,-0.000635975,-0.000180672,0.000342806,0.000703036,0.000745845,0.000460059,-2.10214e-05,-0.000481547,-0.000719768,-0.000636236,-0.000275068,0.000198733,0.000574468,0.000689277,0.000498558,9.29084e-05,-0.000344669,-0.000621164,-0.000618556,-0.000344015,7.59432e-05,0.000453598,0.000623803,0.000516071,-0.0016146,0.00262475,-0.00346322,0.00399184,-0.00401149,0.00327965,-0.00156588,-0.00124313,0.00499182,-0.0090928,0.0124374,-0.0135123,0.010858,-0.00389815,-0.0060977,0.0155217,-0.0192442,0.0132379,0.00174053,-0.017976,0.0235436,-0.0110238,-0.0129119,0.0276901,-0.0155978,-0.0155293,0.0314771,-0.00803531,-0.0293165,0.0264151,0.0194889,-0.03639,-0.0120786,0.0415246,0.012862,-0.0437771,-0.025277,0.0376138,0.0478252,-0.00779405,-0.058413,-0.0502119,0.00447973,0.0602295,0.0863486,0.0814264,0.0602163,0.0372818,0.0199928,0.00948295,0.00403564,0.0015571,0.000549083,0.000178089,5.34033e-05,1.48701e-05,3.85895e-06,9.3628e-07,2.12969e-07,4.55249e-08,9.16501e-09,1.74099e-09,3.12594e-10,5.31321e-11,8.5611e-12,1.30933e-12,1.90292e-13,2.63087e-14,3.46343e-15,4.34537e-16,5.20013e-17,5.94011e-18,6.48136e-19,6.75934e-20,6.74159e-21,6.43387e-22,5.87824e-23,5.14377e-24,4.31191e-25,3.35511e-26,2.41356e-27,1.668e-28,1.10768e-29,7.06967e-31,4.33726e-32,2.55813e-33,1.45067e-34,7.91024e-36,4.14774e-37,2.09145e-38,1.01415e-39,4.72904e-41,2.1205e-42,9.14266e-44,3.78997e-45,1.51036e-46,5.78553e-48,2.12732e-49,0
210,-0.00171572,-0.00261038,-0.002327,-0.00105121,0.000613286,0.0019266,0.00233844,0.00171569,0.000378963,-0.00105803,-0.00196771,-0.00198039,-0.00113203,0.000170064,0.00134031,0.00187635,0.00157293,0.000597911,-0.000596449,-0.00148165,-0.00168536,-0.00114661,-0.000129595,0.000904006,0.00150343,0.00142427,0.000726823,-0.000261748,-0.00109968,-0.00142712,-0.00111971,-0.000334247,0.000569636,0.0011933,0.00127416,0.000795429,-1.49494e-05,-0.00079192,-0.00119712,-0.00106562,-0.000472204,0.000308953,0.000930375,0.0011253,0.000821677,0.00016759,-0.000540148,-0.00099022,-0.000993298,-0.00056119,0.000104245,0.000704896,0.000979568,0.000817186,0.000301142,-0.000332645,-0.000803221,-0.000908813,-0.00061301,-5.62331e-05,0.000510491,0.000838412,0.000789966,0.000396135,-0.000161479,-0.000634102,-0.000816529,-0.000635975,-0.000180672,0.000342806,0.000703036,0.000745845,0.000460059,-2.10214e-05,-0.000481547,-0.000719768,-0.000636236,-0.000275068,0.000198733,0.000574468,0.000689277,0.000498558,9.29084e-05,-0.000344669,-0.000621164,-0.000618556,-0.000344015,7.59432e-05,0.000453598,0.000623803,0.000516071,0.000183569,-0.00022283,-0.000522875,-0.000586767,-0.000391191,-2.74055e-05,0.000341188,0.00055233,0.000516229,0.000253619,-0.000967813,0.00153942,-0.00186374,0.0018127,-0.00124215,1.90947e-05,0.00192535,-0.00451673,0.00744468,-0.0100916,0.0115435,-0.0107595,0.00695569,-0.000172828,-0.00817313,0.0151504,-0.0170551,0.01125,0.00143965,-0.0153355,0.0215699,-0.0136225,-0.0058378,0.0230198,-0.0215842,-0.00114402,0.0253408,-0.0234576,-0.00730942,0.0317702,-0.014198,-0.0264028,0.0288044,0.0175171,-0.0364994,-0.0127335,0.0404737,0.0163243,-0.0408853,-0.0304808,0.0306692,0.0507434,0.0034959,-0.0516669,-0.056193,-0.0100792,0.047018,0.080872,0.0836263,0.0664045,0.0438147,0.0249659,0.0125699,0.00567832,0.00232693,0.000872263,0.000301067,9.61931e-05,2.85766e-05,7.92287e-06,2.05661e-06,5.01216e-07,1.14964e-07,2.48712e-08,5.08469e-09,9.84044e-10,1.8056e-10,3.14553e-11,5.20943e-12,8.21137e-13,1.23321e-13,1.76635e-14,2.41506e-15,3.15465e-16,3.93986e-17,4.70786e-18,5.38595e-19,5.90282e-20,6.19899e-21,6.03746e-22,5.42216e-23,4.68246e-24,3.88963e-25,3.10894e-26,2.39172e-27,1.77139e-28,1.26335e-29,8.67824e-31,5.74272e-32,3.66145e-33,2.24956e-34,1.332e-35,7.60175e-37,4.18177e-38,2.21752e-39,1.13358e-40,5.58622e-42,2.64845e-43,0
220,-0.00196771,-0.00198039,-0.00113203,0.000170064,0.00134031,0.00187635,0.00157293,0.000597911,-0.000596449,-0.00148165,-0.00168536,-0.00114661,-0.000129595,0.000904006,0.00150343,0.00142427,0.000726823,-0.000261748,-0.00109968,-0.00142712,-0.00111971,-0.000334247,0.000569636,0.0011933,0.00127416,0.000795429,-1.49494e-05,-0.00079192,-0.00119712,-0.00106562,-0.000472204,0.000308953,0.000930375,0.0011253,0.000821677,0.00016759,-0.000540148,-0.00099022,-0.000993298,-0.00056119,0.000104245,0.000704896,0.000979568,0.000817186,0.000301142,-0.000332645,-0.000803221,-0.000908813,-0.00061301,-5.62331e-05,0.000510491,0.000838412,0.000789966,0.000396135,-0.000161479,-0.000634102,-0.000816529,-0.000635975,-0.000180672,0.000342806,0.000703036,0.000745845,0.000460059,-2.10214e-05,-0.000481547,-0.000719768,-0.000636236,-0.000275068,0.000198733,0.000574468,0.000689277,0.000498558,9.29084e-05,-0.000344669,-0.000621164,-0.000618556,-0.000344015,7.59432e-05,0.000453598,0.000623803,0.000516071,0.000183569,-0.00022283,-0.000522875,-0.000586767,-0.000391191,-2.74055e-05,0.000341188,0.00055233,0.000516229,0.000253619,-0.000115526,-0.000426694,-0.000544056,-0.000419661,-0.000112854,0.000237872,0.0004773,0.000502099,0.000305326,-2.23021e-05,-0.000207748,0.000288872,-0.000123192,-0.000385358,0.001317,-0.00270855,0.00451171,-0.00654254,0.0084373,-0.00964284,0.00948086,-0.00732445,0.00289778,0.00335693,-0.0100031,0.0146791,-0.0147691,0.00872593,0.0023742,-0.0140457,0.0196115,-0.0139192,-0.00191202,0.0184374,-0.0224217,0.00763094,0.0159676,-0.0262954,0.00956032,0.0199274,-0.0279445,9.66241e-05,0.0305758,-0.018657,-0.0238253,0.0301887,0.0164542,-0.0362008,-0.014158,0.0390299,0.020117,-0.0372518,-0.0351738,0.0229503,0.0519385,0.014204,-0.0431584,-0.0594229,-0.0232035,0.0330355,0.0733331,0.0839126,0.0716275,0.0503008,0.0303805,0.0161864,0.00773393,0.00335281,0.00133035,0.000486443,0.00016481,5.19743e-05,1.53144e-05,4.22991e-06,1.09825e-06,2.68712e-07,6.20912e-08,1.3576e-08,2.81363e-09,5.53599e-10,1.03555e-10,1.84398e-11,3.12941e-12,5.06705e-13,7.8355e-14,1.15823e-14,1.63795e-15,2.21782e-16,2.87584e-17,3.45373e-18,3.81101e-19,4.04431e-20,4.12958e-21,4.05893e-22,3.84182e-23,3.50301e-24,3.07804e-25,2.60719e-26,2.12943e-27,1.67749e-28,1.27488e-29,9.34954e-31,6.61768e-32,4.52163e-33,2.98284e-34,1.90007e-35,1.16886e-36,6.92291e-38,0
230,-0.00168536,-0.00114661,-0.000129595,0.000904006,0.00150343,0.00142427,0.000726823,-0.000261748,-0.00109968,-0.00142712,-0.00111971,-0.000334247,0.000569636,0.0011933,0.00127416,0.000795429,-1.49494e-05,-0.00079192,-0.00119712,-0.00106562,-0.000472204,0.000308953,0.000930375,0.0011253,0.000821677,0.00016759,-0.000540148,-0.00099022,-0.000993298,-0.00056119,0.000104245,0.000704896,0.000979568,0.000817186,0.000301142,-0.000332645,-0.000803221,-0.000908813,-0.00061301,-5.62331e-05,0.000510491,0.000838412,0.000789966,0.000396135,-0.000161479,-0.000634102,-0.000816529,-0.000635975,-0.000180672,0.000342806,0.000703036,0.000745845,0.000460059,-2.10214e-05,-0.000481547,-0.000719768,-0.000636236,-0.000275068,0.000198733,0.000574468,0.000689277,0.000498558,9.29084e-05,-0.000344669,-0.000621164,-0.000618556,-0.000344015,7.59432e-05,0.000453598,0.000623803,0.000516071,0.000183569,-0.00022283,-0.000522875,-0.000586767,-0.000391191,-2.74055e-05,0.000341188,0.00055233,0.000516229,0.000253619,-0.000115526,-0.000426694,-0.000544056,-0.000419661,-0.000112854,0.000237872,0.0004773,0.000502099,0.000305326,-2.23021e-05,-0.000334133,-0.000493141,-0.000432067,-0.000181763,0.000144156,0.000400798,0.000476345,0.000340698,5.72943e-05,-0.000246454,0.000474214,-0.000821145,0.00135897,-0.00214155,0.00318939,-0.0044672,0.0058567,-0.00713201,0.00795102,-0.00788272,0.00649239,-0.00349824,-0.00101323,0.00637289,-0.0112343,0.0137564,-0.0121899,0.00582914,0.00400319,-0.0136007,0.0178864,-0.0130356,-0.0002472,0.0151215,-0.0212452,0.0119556,0.00822752,-0.0234163,0.0180534,0.00621154,-0.0261985,0.0177918,0.0133879,-0.0298945,0.00622292,0.0287393,-0.0217528,-0.0218051,0.0308698,0.0161945,-0.0355576,-0.016176,0.0371295,0.0240333,-0.0328612,-0.0391247,0.0146659,0.0513521,0.0239512,-0.0332926,-0.0599366,-0.0345003,0.0187771,0.0639815,0.0822082,0.0756354,0.0565066,0.0361121,0.0203098,0.010234,0.00467814,0.00195781,0.000755479,0.000270325,9.0112e-05,2.80931e-05,8.21821e-06,2.26233e-06,5.8752e-07,1.44255e-07,3.35528e-08,7.40593e-09,1.5537e-09,3.10249e-10,5.9044e-11,1.0722e-11,1.85988e-12,3.08481e-13,4.89307e-14,7.17587e-15,9.62541e-16,1.24108e-16,1.53914e-17,1.83697e-18,2.11103e-19,2.33707e-20,2.49361e-21,2.56535e-22,2.54563e-23,2.43744e-24,2.25274e-25,2.01029e-26,1.73263e-27,1.44268e-28,1.1608e-29,9.02743e-31,6.78698e-32,4.91048e-33,0
240,-0.00111971,-0.000334247,0.000569636,0.0011933,0.00127416,0.000795429,-1.49494e-05,-0.00079192,-0.00119712,-0.00106562,-0.000472204,0.000308953,0.000930375,0.0011253,0.000821677,0.00016759,-0.000540148,-0.00099022,-0.000993298,-0.00056119,0.000104245,0.000704896,0.000979568,0.000817186,0.000301142,-0.000332645,-0.000803221,-0.000908813,-0.00061301,-5.62331e-05,0.000510491,0.000838412,0.000789966,0.000396135,-0.000161479,-0.000634102,-0.000816529,-0.000635975,-0.000180672,0.000342806,0.000703036,0.000745845,0.000460059,-2.10214e-05,-0.000481547,-0.000719768,-0.000636236,-0.000275068,0.000198733,0.000574468,0.000689277,0.000498558,9.29084e-05,-0.000344669,-0.000621164,-0.000618556,-0.000344015,7.59432e-05,0.000453598,0.000623803,0.000516071,0.000183569,-0.00022283,-0.000522875,-0.000586767,-0.000391191,-2.74055e-05,0.000341188,0.00055233,0.000516229,0.000253619,-0.000115526,-0.000426694,-0.000544056,-0.000419661,-0.000112854,0.000237872,0.0004773,0.000502099,0.000305326,-2.23021e-05,-0.000334133,-0.000493141,-0.000432067,-0.000181763,0.000144156,0.000400798,0.000476345,0.000340698,5.72943e-05,-0.000246454,-0.000436379,-0.000430755,-0.000235393,6.0409e-05,0.000324614,0.000441326,0.00036157,0.000123752,-0.000164709,-0.000375843,0.000935169,-0.0015637,0.00229785,-0.00314943,0.00409231,-0.0050475,0.00587004,-0.00634447,0.00619898,-0.00515014,0.00298735,0.000304265,-0.00440534,0.0085612,-0.0116018,0.0121732,-0.00922729,0.00269238,0.00594046,-0.0135535,0.0162942,-0.0114933,-7.91665e-05,0.0131296,-0.019592,0.01355,0.00310626,-0.0191856,0.0207981,-0.00376167,-0.0186373,0.024005,-0.00350859,-0.0229833,0.0233655,0.00692115,-0.0301741,0.0110219,0.0267914,-0.0238066,-0.0204105,0.0310383,0.0166181,-0.0345789,-0.0186257,0.0347151,0.0278759,-0.0277417,-0.0421334,0.00606386,0.0490007,0.0323985,-0.0225122,-0.0578638,-0.0436539,0.00473815,0.0531337,0.0785114,0.078215,0.0621913,0.0420078,0.0248917,0.013196,0.00634296,0.00279138,0.00113304,0.000426698,0.000149805,4.9226e-05,1.51913e-05,4.41558e-06,1.21193e-06,3.14794e-07,7.75349e-08,1.81408e-08,4.03827e-09,8.56519e-10,1.73314e-10,3.34602e-11,5.96045e-12,9.65682e-13,1.50215e-13,2.24521e-14,3.22684e-15,4.46237e-16,5.94144e-17,7.6209e-18,9.422e-19,1.12336e-19,1.29223e-20,1.4348e-21,1.53834e-22,1.59326e-23,1.5946e-24,1.54272e-25,1.44321e-26,1.30582e-27,1.13527e-28,0
250,-0.000472204,0.000308953,0.000930375,0.0011253,0.000821677,0.00016759,-0.000540148,-0.00099022,-0.000993298,-0.00056119,0.000104245,0.000704896,0.000979568,0.000817186,0.000301142,-0.000332645,-0.000803221,-0.000908813,-0.00061301,-5.62331e-05,0.000510491,0.000838412,0.000789966,0.000396135,-0.000161479,-0.000634102,-0.000816529,-0.000635975,-0.000180672,0.000342806,0.000703036,0.000745845,0.000460059,-2.10214e-05,-0.000481547,-0.000719768,-0.000636236,-0.000275068,0.000198733,0.000574468,0.000689277,0.000498558,9.29084e-05,-0.000344669,-0.000621164,-0.000618556,-0.000344015,7.59432e-05,0.000453598,0.000623803,0.000516071,0.000183569,-0.00022283,-0.000522875,-0.000586767,-0.000391191,-2.74055e-05,0.000341188,0.00055233,0.000516229,0.000253619,-0.000115526,-0.000426694,-0.000544056,-0.000419661,-0.000112854,0.000237872,0.0004773,0.000502099,0.000305326,-2.23021e-05,-0.000334133,-0.000493141,-0.000432067,-0.000181763,0.000144156,0.000400798,0.000476345,0.000340698,5.72943e-05,-0.000246454,-0.000436379,-0.000430755,-0.000235393,6.0409e-05,0.000324614,0.000441326,0.00036157,0.000123752,-0.000164709,-0.000375843,-0.00041785,-0.000274956,-1.31337e-05,0.00025029,0.00039916,0.000369661,0.000177618,-8.97452e-05,-0.000313363,-0.000395312,0.00110326,-0.00182622,0.00256566,-0.00329934,0.00397214,-0.00448886,0.00471248,-0.00447292,0.0035927,-0.00193472,-0.000527075,0.00362311,-0.00691426,0.00967055,-0.0109563,0.00986665,-0.00591548,-0.000515029,0.00786776,-0.0135345,0.014648,-0.00950862,-0.000879912,0.0121778,-0.0180419,0.0136325,0.000236337,-0.0154894,0.0206538,-0.00960221,-0.0108876,0.0233131,-0.0139683,-0.0108504,0.0258456,-0.0117471,-0.0181681,0.0266733,0.00114254,-0.0294878,0.014632,0.0250357,-0.0250755,-0.0196294,0.0308039,0.0176044,-0.0332456,-0.021354,0.031746,0.0314564,-0.0219647,-0.0440375,-0.00258184,0.0449733,0.0392609,-0.0112801,-0.0534225,-0.0504352,-0.00860435,0.0411601,0.072896,0.0791994,0.0671176,0.0478915,0.0298564,0.01662,0.00838124,0.00386858,0.00164719,0.000650943,0.000239938,8.28304e-05,2.68733e-05,8.21825e-06,2.37511e-06,6.50152e-07,1.68904e-07,4.17161e-08,9.79525e-09,2.11712e-09,4.13278e-10,7.73053e-11,1.38703e-11,2.38935e-12,3.95514e-13,6.2962e-14,9.64601e-15,1.4232e-15,2.02352e-16,2.77415e-17,3.66918e-18,4.68436e-19,5.77539e-20,6.87948e-21,7.92058e-22,8.8177e-23,9.49445e-24,9.79663e-25,0
260,0.000104245,0.000704896,0.000979568,0.000817186,0.000301142,-0.000332645,-0.000803221,-0.000908813,-0.00061301,-5.62331e-05,0.000510491,0.000838412,0.000789966,0.000396135,-0.000161479,-0.000634102,-0.000816529,-0.000635975,-0.000180672,0.000342806,0.000703036,0.000745845,0.000460059,-2.10214e-05,-0.000481547,-0.000719768,-0.000636236,-0.000275068,0.000198733,0.000574468,0.000689277,0.000498558,9.29084e-05,-0.000344669,-0.000621164,-0.000618556,-0.000344015,7.59432e-05,0.000453598,0.000623803,0.000516071,0.000183569,-0.00022283,-0.000522875,-0.000586767,-0.000391191,-2.74055e-05,0.000341188,0.00055233,0.000516229,0.000253619,-0.000115526,-0.000426694,-0.000544056,-0.000419661,-0.000112854,0.000237872,0.0004773,0.000502099,0.000305326,-2.23021e-05,-0.000334133,-0.000493141,-0.000432067,-0.000181763,0.000144156,0.000400798,0.000476345,0.000340698,5.72943e-05,-0.000246454,-0.000436379,-0.000430755,-0.000235393,6.0409e-05,0.000324614,0.000441326,0.00036157,0.000123752,-0.000164709,-0.000375843,-0.00041785,-0.000274956,-1.31337e-05,0.00025029,0.00039916,0.000369661,0.000177618,-8.97452e-05,-0.000313363,-0.000395312,-0.000301648,-7.63766e-05,0.000179143,0.000351763,0.000366607,0.000219507,-2.22251e-05,-0.000250553,-0.000364961,-0.000316664,0.000982687,-0.00161835,0.00219776,-0.0026773,0.00299116,-0.00305065,0.00275004,-0.00198225,0.000666957,0.00120783,-0.00353518,0.00604118,-0.00826093,0.00956851,-0.00929107,0.00692206,-0.00240888,-0.00357116,0.00949912,-0.0132476,0.0127729,-0.00717395,-0.00229167,0.0119263,-0.0167093,0.0128878,-0.00098917,-0.0128678,0.0194229,-0.0124501,-0.00495465,0.0199248,-0.0186331,-0.000341453,0.0206655,-0.0208604,-0.00230262,0.0246481,-0.018012,-0.0128437,0.0282836,-0.00371002,-0.0283434,0.0172485,0.0236273,-0.0257475,-0.01941,0.0302212,0.0190363,-0.0315269,-0.0242132,0.0282044,0.0345974,-0.0156412,-0.0447177,-0.0109841,0.0394271,0.0443184,-6.19394e-05,-0.0469093,-0.0547086,-0.0208088,0.0284708,0.065509,0.0784763,0.0710611,0.0535693,0.0351021,0.0204864,0.0108179,0.00522587,0.00232854,0.00096315,0.000371723,0.00013443,4.57154e-05,1.46633e-05,4.44708e-06,1.27535e-06,3.35681e-07,7.90933e-08,1.78033e-08,3.83361e-09,7.90676e-10,1.56373e-10,2.96859e-11,5.41467e-12,9.49745e-13,1.60326e-13,2.60668e-14,4.08467e-15,6.17295e-16,9.00233e-17,1.26761e-17,1.72431e-18,2.26699e-19,2.88148e-20,3.49575e-21,0
270,0.000510491,0.000838412,0.000789966,0.000396135,-0.000161479,-0.000634102,-0.000816529,-0.000635975,-0.000180672,0.000342806,0.000703036,0.000745845,0.000460059,-2.10214e-05,-0.000481547,-0.000719768,-0.000636236,-0.000275068,0.000198733,0.000574468,0.000689277,0.000498558,9.29084e-05,-0.000344669,-0.000621164,-0.000618556,-0.000344015,7.59432e-05,0.000453598,0.000623803,0.000516071,0.000183569,-0.00022283,-0.000522875,-0.000586767,-0.000391191,-2.74055e-05,0.000341188,0.00055233,0.000516229,0.000253619,-0.000115526,-0.000426694,-0.000544056,-0.000419661,-0.000112854,0.000237872,0.0004773,0.000502099,0.000305326,-2.23021e-05,-0.000334133,-0.000493141,-0.000432067,-0.000181763,0.000144156,0.000400798,0.000476345,0.000340698,5.72943e-05,-0.000246454,-0.000436379,-0.000430755,-0.000235393,6.0409e-05,0.000324614,0.000441326,0.00036157,0.000123752,-0.000164709,-0.000375843,-0.00041785,-0.000274956,-1.31337e-05,0.00025029,0.00039916,0.000369661,0.000177618,-8.97452e-05,-0.000313363,-0.000395312,-0.000301648,-7.63766e-05,0.000179143,0.000351763,0.000366607,0.000219507,-2.22251e-05,-0.000250553,-0.000364961,-0.000316664,-0.000129361,0.000112285,0.000300875,0.000353976,0.000250114,3.73685e-05,-0.000188836,-0.000328496,-0.000321209,-0.000172261,0.000642196,-0.00105341,0.00136436,-0.00152411,0.00147195,-0.00114126,0.000469226,0.000586041,-0.00202089,0.00375598,-0.00560682,0.00726632,-0.0083156,0.00828159,-0.00675445,0.00356106,0.00103997,-0.00621626,0.0105801,-0.0124729,0.0105511,-0.00455717,-0.00404793,0.0120593,-0.0155126,0.011647,-0.00107478,-0.0112969,0.0179977,-0.0134566,-0.00107332,0.0162038,-0.0197347,0.00673678,0.0135168,-0.022554,0.00947219,0.0148295,-0.0243174,0.00559953,0.0215598,-0.0223631,-0.00768535,0.0287415,-0.00761069,-0.0270783,0.0190618,0.022629,-0.0259504,-0.0196823,0.02931,0.0208002,-0.0293915,-0.0270588,0.0240993,0.0371367,-0.00891781,-0.0441028,-0.0188563,0.0325804,0.0474247,0.0106925,-0.0386865,-0.0564349,-0.0314851,0.0154998,0.0565656,0.0759941,0.0738214,0.0588374,0.0405024,0.024754,0.0136661,0.00689657,0.00320923,0.00138631,0.000558871,0.000211114,7.47779e-05,2.42113e-05,6.93532e-06,1.88901e-06,4.90197e-07,1.21403e-07,2.87396e-08,6.51226e-09,1.41427e-09,2.94697e-10,5.8982e-11,1.13496e-11,2.10157e-12,3.74767e-13,6.44113e-14,1.06771e-14,1.7081e-15,2.6388e-16,3.93761e-17,5.57717e-18,0
280,0.000703036,0.000745845,0.000460059,-2.10214e-05,-0.000481547,-0.000719768,-0.000636236,-0.000275068,0.000198733,0.000574468,0.000689277,0.000498558,9.29084e-05,-0.000344669,-0.000621164,-0.000618556,-0.000344015,7.59432e-05,0.000453598,0.000623803,0.000516071,0.000183569,-0.00022283,-0.000522875,-0.000586767,-0.000391191,-2.74055e-05,0.000341188,0.00055233,0.000516229,0.000253619,-0.000115526,-0.000426694,-0.000544056,-0.000419661,-0.000112854,0.000237872,0.0004773,0.000502099,0.000305326,-2.23021e-05,-0.000334133,-0.000493141,-0.000432067,-0.000181763,0.000144156,0.000400798,0.000476345,0.000340698,5.72943e-05,-0.000246454,-0.000436379,-0.000430755,-0.000235393,6.0409e-05,0.000324614,0.000441326,0.00036157,0.000123752,-0.000164709,-0.000375843,-0.00041785,-0.000274956,-1.31337e-05,0.00025029,0.00039916,0.000369661,0.000177618,-8.97452e-05,-0.000313363,-0.000395312,-0.000301648,-7.63766e-05,0.000179143,0.000351763,0.000366607,0.000219507,-2.22251e-05,-0.000250553,-0.000364961,-0.000316664,-0.000129361,0.000112285,0.000300875,0.000353976,0.000250114,3.73685e-05,-0.000188836,-0.000328496,-0.000321209,-0.000172261,5.06318e-05,0.000248074,0.000333285,0.000270207,8.87232e-05,-0.000129445,-0.000287503,-0.0003165,-0.000205382,-5.08294e-06,0.000191322,-0.000310213,0.00031723,-0.000166563,-0.000186223,0.000778016,-0.00162773,0.0027216,-0.00399544,0.0053174,-0.0064773,0.00719169,-0.00713536,0.00600815,-0.0036387,0.000111279,0.00411977,-0.00818683,0.0109075,-0.0110772,0.0079453,-0.00175243,-0.00591938,0.0122989,-0.014304,0.0100478,-0.000377435,-0.0105686,0.0167225,-0.0134107,0.00111439,0.0131401,-0.0191182,0.0107813,0.00718028,-0.020421,0.0159255,0.00445559,-0.0218804,0.0169775,0.00762836,-0.0249325,0.0121772,0.0175238,-0.0251116,-0.00305278,0.0284928,-0.010636,-0.0259008,0.0202321,0.0220489,-0.0257653,-0.0203686,0.0280691,0.0227847,-0.0268161,-0.0297505,0.0194678,0.0389319,-0.00197006,-0.0421728,-0.0259249,0.0247029,0.048512,0.0205657,-0.0291678,-0.0556705,-0.0403082,0.00268801,0.0463408,0.0717649,0.075231,0.0634897,0.04591,0.029359,0.016924,0.00890694,0.00431708,0.00193345,0.000786195,0.000278076,9.28164e-05,2.93254e-05,8.79348e-06,2.50821e-06,6.81903e-07,1.77013e-07,4.39434e-08,1.04474e-08,2.38178e-09,5.21291e-10,1.0965e-10,2.21872e-11,4.32273e-12,8.11579e-13,1.46942e-13,2.56595e-14,4.22136e-15,0
290,0.000689277,0.000498558,9.29084e-05,-0.000344669,-0.000621164,-0.000618556,-0.000344015,7.59432e-05,0.000453598,0.000623803,0.000516071,0.000183569,-0.00022283,-0.000522875,-0.000586767,-0.000391191,-2.74055e-05,0.000341188,0.00055233,0.000516229,0.000253619,-0.000115526,-0.000426694,-0.000544056,-0.000419661,-0.000112854,0.000237872,0.0004773,0.000502099,0.000305326,-2.23021e-05,-0.000334133,-0.000493141,-0.000432067,-0.000181763,0.000144156,0.000400798,0.000476345,0.000340698,5.72943e-05,-0.000246454,-0.000436379,-0.000430755,-0.000235393,6.0409e-05,0.000324614,0.000441326,0.00036157,0.000123752,-0.000164709,-0.000375843,-0.00041785,-0.000274956,-1.31337e-05,0.00025029,0.00039916,0.000369661,0.000177618,-8.97452e-05,-0.000313363,-0.000395312,-0.000301648,-7.63766e-05,0.000179143,0.000351763,0.000366607,0.000219507,-2.22251e-05,-0.000250553,-0.000364961,-0.000316664,-0.000129361,0.000112285,0.000300875,0.000353976,0.000250114,3.73685e-05,-0.000188836,-0.000328496,-0.000321209,-0.000172261,5.06318e-05,0.000248074,0.000333285,0.000270207,8.87232e-05,-0.000129445,-0.000287503,-0.0003165,-0.000205382,-5.08294e-06,0.000194783,0.000305992,0.000280626,0.000131689,-7.34391e-05,-0.000243458,-0.000303761,-0.000229146,-5.43044e-05,0.000142272,-0.000249256,0.000414583,-0.000675035,0.00106244,-0.0015994,0.00229275,-0.00312474,0.00404281,-0.00494989,0.00569888,-0.00609636,0.00592159,-0.00496658,0.00309897,-0.000342361,-0.00304329,0.00651269,-0.00925986,0.0103575,-0.00902772,0.00500844,0.00109915,-0.0076869,0.0124037,-0.0129323,0.00814136,0.0008542,-0.0104393,0.0156591,-0.0127638,0.0020461,0.0109956,-0.017903,0.0127167,0.00250886,-0.0170403,0.0184157,-0.00350783,-0.0158752,0.0210655,-0.00474507,-0.0179643,0.0217167,0.00037244,-0.0235219,0.0172454,0.0132103,-0.0266396,0.00090253,0.0278704,-0.0128999,-0.024929,0.0208833,0.0218635,-0.0252391,-0.0213878,0.0264872,0.0248799,-0.0237897,-0.0321527,0.0143754,0.0398654,0.00500469,-0.0389602,-0.0319424,0.0161044,0.0475929,0.0291881,-0.0188006,-0.0525635,-0.0470296,-0.00953402,0.0351586,0.0658634,0.0751562,0.0673081,0.0511159,0.0341139,0.0203593,0.010859,0.00489593,0.00205426,0.000806704,0.00029785,0.000103787,3.42389e-05,1.07228e-05,3.19533e-06,9.07897e-07,2.46407e-07,6.3983e-08,1.59183e-08,3.79941e-09,8.71032e-10,1.92008e-10,4.07365e-11,8.31655e-12,1.58367e-12,0
