Time,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100,101,102,103,104,105,106,107,108,109,110,111,112,113,114,115,116,117,118,119,120,121,122,123,124,125,126,127,128,129,130,131,132,133,134,135,136,137,138,139,140,141,142,143,144,145,146,147,148,149,150,151,152,153,154,155,156,157,158,159,160,161,162,163,164,165,166,167,168,169,170,171,172,173,174,175,176,177,178,179,180,181,182,183,184,185,186,187,188,189,190,191,192,193,194,195,196,197,198,199
100,-1.47648e-17,1.49035e-17,-1.47648e-17,1.49035e-17,-1.47648e-17,1.49035e-17,-1.47648e-17,1.49035e-17,-1.47648e-17,1.49035e-17,-1.47648e-17,1.49035e-17,-1.47648e-17,1.49035e-17,-1.47648e-17,1.49035e-17,-1.47648e-17,1.49035e-17,-1.47648e-17,1.49035e-17,-1.47648e-17,1.49035e-17,-1.47648e-17,1.49035e-17,-1.47648e-17,1.49035e-17,-1.47648e-17,1.49035e-17,-1.47648e-17,1.49035e-17,-1.47648e-17,1.49035e-17,-1.47648e-17,1.49035e-17,-1.47648e-17,1.49035e-17,-1.47648e-17,1.49035e-17,-1.47648e-17,1.49035e-17,-1.47648e-17,1.49035e-17,-1.47648e-17,1.49035e-17,-1.47648e-17,1.49035e-17,-1.47648e-17,1.49035e-17,-1.47648e-17,1.49035e-17,-1.47648e-17,1.49035e-17,-2.36999e-16,-1.23448e-11,-1.00029e-07,-0.000109675,-0.0162562,-0.323368,-0.813598,-0.0754687,0.230093,0.149659,0.0591352,-0.00701623,-0.042163,-0.0482032,-0.0336601,-0.0102611,0.0109286,0.0225856,0.0225621,0.0134471,0.000665143,-0.0100385,-0.0147783,-0.0126651,-0.00565106,0.00267039,0.00871383,0.0103155,0.00740153,0.00174588,-0.00397442,-0.00737262,-0.00729128,-0.00413982,0.000441106,0.00438323,0.00608924,0.00505035,0.00195627,-0.00170138,-0.00432372,-0.00488426,-0.00331256,-0.000446496,0.00239269,0.00399577,0.00376882,0.00193999,-0.000596017,0.000715132,-0.00491163,0.0148917,-0.0285866,0.0357755,-0.0190132,-0.0268837,0.0602619,-0.0100811,-0.0793551,0.00682816,0.109003,0.118589,0.0731522,0.0314646,0.0102498,0.00264565,0.000556848,9.74898e-05,1.44044e-05,1.8159e-06,1.96965e-07,1.85016e-08,1.51258e-09,1.08033e-10,6.75921e-12,3.71121e-13,1.78983e-14,7.58253e-16,2.81961e-17,9.18791e-19,2.61672e-20,6.48932e-22,1.39435e-23,2.57891e-25,4.07105e-27,5.42499e-29,6.01519e-31,5.44388e-33,3.91686e-35,2.1579e-37,8.60104e-40,2.25873e-42,3.2714e-45,1.68882e-48,1.60823e-52,2.18583e-57,4.05136e-63,1.01732e-69,3.4577e-77,1.59051e-85,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
110,-1.47648e-17,1.49035e-17,-1.47648e-17,1.49035e-17,-1.47648e-17,1.49035e-17,-1.47648e-17,1.49035e-17,-1.47648e-17,1.49035e-17,-1.47648e-17,1.49035e-17,-1.47648e-17,1.49035e-17,-1.47648e-17,1.49035e-17,-1.47648e-17,1.49035e-17,-1.47648e-17,1.49035e-17,-1.47648e-17,1.49035e-17,-1.47648e-17,1.49035e-17,-1.47648e-17,1.49035e-17,-1.47648e-17,1.49035e-17,-1.47648e-17,1.49035e-17,-1.47648e-17,1.49035e-17,-1.47648e-17,1.49035e-17,-1.47648e-17,1.49035e-17,-1.47648e-17,1.49035e-17,-1.47648e-17,1.49035e-17,-1.47648e-17,1.49035e-17,-2.36999e-16,-1.23448e-11,-1.00029e-07,-0.000109675,-0.0162562,-0.323368,-0.813598,-0.0754687,0.230093,0.149659,0.0591352,-0.00701623,-0.042163,-0.0482032,-0.0336601,-0.0102611,0.0109286,0.0225856,0.0225621,0.0134471,0.000665143,-0.0100385,-0.0147783,-0.0126651,-0.00565106,0.00267039,0.00871383,0.0103155,0.00740153,0.00174588,-0.00397442,-0.00737262,-0.00729128,-0.00413982,0.000441106,0.00438323,0.00608924,0.00505035,0.00195627,-0.00170138,-0.00432372,-0.00488426,-0.00331256,-0.000446496,0.00239269,0.00399577,0.00376882,0.00193999,-0.000596017,-0.00270456,-0.00351023,-0.00275251,-0.000856813,0.00129087,0.0027514,0.0029375,0.00184416,1.64903e-05,-0.00171572,0.00409004,-0.0084182,0.0150588,-0.0222571,0.0248494,-0.0150931,-0.0106961,0.0396747,-0.0386893,-0.012637,0.0612924,-0.0109284,-0.0775253,-0.00896303,0.0904643,0.116984,0.0839039,0.0423639,0.0164328,0.0051276,0.00132457,0.000288912,5.39818e-05,8.7354e-06,1.2348e-06,1.53517e-07,1.68791e-08,1.64856e-09,1.43542e-10,1.11742e-11,7.79435e-13,4.87981e-14,2.7453e-15,1.38878e-16,6.31878e-18,2.5851e-19,9.50286e-21,3.13497e-22,9.26509e-24,2.44727e-25,5.75988e-27,1.20334e-28,2.22098e-30,3.60023e-32,5.08838e-34,6.21357e-36,6.48088e-38,5.68942e-40,4.12356e-42,2.40399e-44,1.0867e-46,3.6057e-49,8.03123e-52,1.01622e-54,4.91735e-58,4.6224e-62,6.27075e-67,1.16197e-72,2.91766e-79,9.91658e-87,4.56154e-95,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
120,-1.47648e-17,1.49035e-17,-1.47648e-17,1.49035e-17,-1.47648e-17,1.49035e-17,-1.47648e-17,1.49035e-17,-1.47648e-17,1.49035e-17,-1.47648e-17,1.49035e-17,-1.47648e-17,1.49035e-17,-1.47648e-17,1.49035e-17,-1.47648e-17,1.49035e-17,-1.47648e-17,1.49035e-17,-1.47648e-17,1.49035e-17,-1.47648e-17,1.49035e-17,-1.47648e-17,1.49035e-17,-1.47648e-17,1.49035e-17,-1.47648e-17,1.49035e-17,-1.47648e-17,1.49035e-17,-2.36999e-16,-1.23448e-11,-1.00029e-07,-0.000109675,-0.0162562,-0.323368,-0.813598,-0.0754687,0.230093,0.149659,0.0591352,-0.00701623,-0.042163,-0.0482032,-0.0336601,-0.0102611,0.0109286,0.0225856,0.0225621,0.0134471,0.000665143,-0.0100385,-0.0147783,-0.0126651,-0.00565106,0.00267039,0.00871383,0.0103155,0.00740153,0.00174588,-0.00397442,-0.00737262,-0.00729128,-0.00413982,0.000441106,0.00438323,0.00608924,0.00505035,0.00195627,-0.00170138,-0.00432372,-0.00488426,-0.00331256,-0.000446496,0.00239269,0.00399577,0.00376882,0.00193999,-0.000596017,-0.00270456,-0.00351023,-0.00275251,-0.000856813,0.00129087,0.0027514,0.0029375,0.00184416,1.64903e-05,-0.00171572,-0.00261038,-0.002327,-0.00105121,0.000613286,0.0019266,0.00233844,0.00171569,0.000378963,-0.00105803,-0.00196771,0.00519558,-0.00909695,0.0134652,-0.0168877,0.0164367,-0.0084562,-0.00840281,0.0281117,-0.0347645,0.0121741,0.0310274,-0.0468757,-0.00406676,0.0606923,-0.00730948,-0.0750152,-0.0237074,0.0715746,0.112138,0.0920495,0.0531104,0.0237101,0.00859464,0.00260501,0.000673466,0.000150667,2.94904e-05,5.09383e-06,7.81833e-07,1.07237e-07,1.32056e-08,1.46569e-09,1.47097e-10,1.33847e-11,1.1067e-12,8.33031e-14,5.71653e-15,3.58044e-16,2.04846e-17,1.07111e-18,5.1199e-20,2.23712e-21,8.93257e-23,3.25726e-24,1.08371e-25,3.28554e-27,9.06222e-29,2.26943e-30,5.14728e-32,1.0542e-33,1.94262e-35,3.20701e-37,4.71859e-39,6.14904e-41,7.04347e-43,7.02584e-45,6.03246e-47,4.39312e-49,2.66205e-51,1.30818e-53,5.02956e-56,1.43443e-58,2.78482e-61,3.14155e-64,1.43151e-67,1.32857e-71,1.79897e-76,3.33262e-82,8.3678e-89,2.84405e-96,1.30824e-104,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
130,-1.47648e-17,1.49035e-17,-1.47648e-17,1.49035e-17,-1.47648e-17,1.49035e-17,-1.47648e-17,1.49035e-17,-1.47648e-17,1.49035e-17,-1.47648e-17,1.49035e-17,-1.47648e-17,1.49035e-17,-1.47648e-17,1.49035e-17,-1.47648e-17,1.49035e-17,-1.47648e-17,1.49035e-17,-1.47648e-17,1.49035e-17,-2.36999e-16,-1.23448e-11,-1.00029e-07,-0.000109675,-0.0162562,-0.323368,-0.813598,-0.0754687,0.230093,0.149659,0.0591352,-0.00701623,-0.042163,-0.0482032,-0.0336601,-0.0102611,0.0109286,0.0225856,0.0225621,0.0134471,0.000665143,-0.0100385,-0.0147783,-0.0126651,-0.00565106,0.00267039,0.00871383,0.0103155,0.00740153,0.00174588,-0.00397442,-0.00737262,-0.00729128,-0.00413982,0.000441106,0.00438323,0.00608924,0.00505035,0.00195627,-0.00170138,-0.00432372,-0.00488426,-0.00331256,-0.000446496,0.00239269,0.00399577,0.00376882,0.00193999,-0.000596017,-0.00270456,-0.00351023,-0.00275251,-0.000856813,0.00129087,0.0027514,0.0029375,0.00184416,1.64903e-05,-0.00171572,-0.00261038,-0.002327,-0.00105121,0.000613286,0.0019266,0.00233844,0.00171569,0.000378963,-0.00105803,-0.00196771,-0.00198039,-0.00113203,0.000170064,0.00134031,0.00187635,0.00157293,0.000597911,-0.000596449,-0.00148165,-0.00168536,0.00479315,-0.00783831,0.0103932,-0.01139,0.0091509,-0.0020316,-0.00997497,0.022989,-0.0282814,0.0162232,0.0128612,-0.0381171,0.0275093,0.0213356,-0.0496577,-0.000232062,0.0598597,-0.00119866,-0.0712615,-0.0367412,0.0525409,0.104356,0.0974336,0.06321,0.0317862,0.0130489,0.00450884,0.00133828,0.000346231,7.89431e-05,1.6001e-05,2.90324e-06,4.74244e-07,7.00751e-08,9.40382e-09,1.14999e-09,1.28525e-10,1.31599e-11,1.23709e-12,1.06957e-13,8.51779e-15,6.25608e-16,4.24208e-17,2.65771e-18,1.5394e-19,8.24692e-21,4.08721e-22,1.87403e-23,7.94833e-25,3.11733e-26,1.12997e-27,3.78281e-29,1.16845e-30,3.32613e-32,8.71323e-34,2.09692e-35,4.62658e-37,9.33625e-39,1.71829e-40,2.87475e-42,4.35513e-44,5.94732e-46,7.28147e-48,7.94153e-50,7.65629e-52,6.46355e-54,4.72284e-56,2.94332e-58,1.53508e-60,6.53262e-63,2.18985e-65,5.48998e-68,9.47254e-71,9.67086e-74,4.16656e-77,3.81855e-81,5.16092e-86,9.55825e-92,2.39987e-98,7.99673e-106,3.53558e-114,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
140,-1.47648e-17,1.49035e-17,-1.47648e-17,1.49035e-17,-1.47648e-17,1.49035e-17,-1.47648e-17,1.49035e-17,-1.47648e-17,1.49035e-17,-1.47648e-17,1.49035e-17,-2.36999e-16,-1.23448e-11,-1.00029e-07,-0.000109675,-0.0162562,-0.323368,-0.813598,-0.0754687,0.230093,0.149659,0.0591352,-0.00701623,-0.042163,-0.0482032,-0.0336601,-0.0102611,0.0109286,0.0225856,0.0225621,0.0134471,0.000665143,-0.0100385,-0.0147783,-0.0126651,-0.00565106,0.00267039,0.00871383,0.0103155,0.00740153,0.00174588,-0.00397442,-0.00737262,-0.00729128,-0.00413982,0.000441106,0.00438323,0.00608924,0.00505035,0.00195627,-0.00170138,-0.00432372,-0.00488426,-0.00331256,-0.000446496,0.00239269,0.00399577,0.00376882,0.00193999,-0.000596017,-0.00270456,-0.00351023,-0.00275251,-0.000856813,0.00129087,0.0027514,0.0029375,0.00184416,1.64903e-05,-0.00171572,-0.00261038,-0.002327,-0.00105121,0.000613286,0.0019266,0.00233844,0.00171569,0.000378963,-0.00105803,-0.00196771,-0.00198039,-0.00113203,0.000170064,0.00134031,0.00187635,0.00157293,0.000597911,-0.000596449,-0.00148165,-0.00168536,-0.00114661,-0.000129595,0.000904006,0.00150343,0.00142427,0.000726823,-0.000261748,-0.00109968,-0.00142712,-0.00111971,0.00349013,-0.00543758,0.00649419,-0.00591105,0.00279326,0.00342238,-0.0120814,0.0203038,-0.0228082,0.0140874,0.00628533,-0.0279071,0.0312274,-0.00431151,-0.0336092,0.0359513,0.0139988,-0.050277,0.000277391,0.0588735,0.00628756,-0.0659833,-0.0476257,0.0337353,0.0939981,0.0999604,0.0722168,0.0403287,0.0184287,0.00711787,0.00237323,0.000693348,0.000179492,4.15341e-05,8.6511e-06,1.63131e-06,2.79823e-07,4.38393e-08,6.2948e-09,8.30857e-10,1.01068e-10,1.13556e-11,1.18076e-12,1.13813e-13,1.01845e-14,8.47125e-16,6.55667e-17,4.72652e-18,3.17576e-19,1.99007e-20,1.1636e-21,6.35039e-23,3.23556e-24,1.53916e-25,6.83566e-27,2.83377e-28,1.09622e-29,3.95541e-31,1.33041e-32,4.1683e-34,1.21541e-35,3.29466e-37,8.29225e-39,1.93495e-40,4.1789e-42,8.33671e-44,1.5328e-45,2.59062e-47,4.01276e-49,5.67676e-51,7.30516e-53,8.51127e-55,8.92907e-57,8.37987e-59,6.98079e-61,5.11338e-63,3.25536e-65,1.77517e-67,8.13704e-70,2.99548e-72,8.55937e-75,1.84272e-77,2.75697e-80,2.47892e-83,9.74862e-87,8.48371e-91,1.10008e-95,1.95779e-101,4.72457e-108,1.54342e-115,6.82389e-124,0,0,0,0,0,0,0,0
150,-1.47648e-17,1.49035e-17,-2.36999e-16,-1.23448e-11,-1.00029e-07,-0.000109675,-0.0162562,-0.323368,-0.813598,-0.0754687,0.230093,0.149659,0.0591352,-0.00701623,-0.042163,-0.0482032,-0.0336601,-0.0102611,0.0109286,0.0225856,0.0225621,0.0134471,0.000665143,-0.0100385,-0.0147783,-0.0126651,-0.00565106,0.00267039,0.00871383,0.0103155,0.00740153,0.00174588,-0.00397442,-0.00737262,-0.00729128,-0.00413982,0.000441106,0.00438323,0.00608924,0.00505035,0.00195627,-0.00170138,-0.00432372,-0.00488426,-0.00331256,-0.000446496,0.00239269,0.00399577,0.00376882,0.00193999,-0.000596017,-0.00270456,-0.00351023,-0.00275251,-0.000856813,0.00129087,0.0027514,0.0029375,0.00184416,1.64903e-05,-0.00171572,-0.00261038,-0.002327,-0.00105121,0.000613286,0.0019266,0.00233844,0.00171569,0.000378963,-0.00105803,-0.00196771,-0.00198039,-0.00113203,0.000170064,0.00134031,0.00187635,0.00157293,0.000597911,-0.000596449,-0.00148165,-0.00168536,-0.00114661,-0.000129595,0.000904006,0.00150343,0.00142427,0.000726823,-0.000261748,-0.00109968,-0.00142712,-0.00111971,-0.000334247,0.000569636,0.0011933,0.00127416,0.000795429,-1.49494e-05,-0.00079192,-0.00119712,-0.00106562,-0.000472204,0.00181091,-0.00262238,0.00249851,-0.000967927,-0.00235643,0.00745022,-0.0134006,0.0180009,-0.0179224,0.0101265,0.00526843,-0.0219944,0.028056,-0.0134442,-0.0165807,0.0358817,-0.0174203,-0.027113,0.0401242,0.00941151,-0.0500893,-0.00150205,0.057493,0.0144084,-0.0591172,-0.0560597,0.0155994,0.08149,0.0996127,0.07974,0.0489802,0.0246136,0.0104784,0.00386364,0.0012531,0.000361596,9.36604e-05,2.19305e-05,4.66892e-06,9.08136e-07,1.62041e-07,2.66166e-08,4.03689e-09,5.66819e-10,7.38487e-11,8.94575e-12,1.00934e-12,1.06239e-13,1.04461e-14,9.60664e-16,8.27184e-17,6.67493e-18,5.05188e-19,3.58855e-20,2.39383e-21,1.50031e-22,8.83784e-24,4.89448e-25,2.54884e-26,1.24823e-27,5.74855e-29,2.48942e-30,1.01352e-31,3.87826e-33,1.39427e-34,4.7071e-36,1.49141e-37,4.43173e-39,1.23401e-40,3.21675e-42,7.84126e-44,1.78515e-45,3.79014e-47,7.49235e-49,1.37643e-50,2.34503e-52,3.69624e-54,5.37533e-56,7.19003e-58,8.61611e-60,9.21471e-62,8.96163e-64,7.88125e-66,6.2265e-68,4.38454e-70,2.72599e-72,1.4791e-74,6.90286e-77,2.71969e-79,8.82549e-82,2.27967e-84,4.45954e-87,6.10651e-90,5.08714e-93,1.90775e-96,1.64081e-100,2.12383e-105,3.77881e-111,0
160,0.230093,0.149659,0.0591352,-0.00701623,-0.042163,-0.0482032,-0.0336601,-0.0102611,0.0109286,0.0225856,0.0225621,0.0134471,0.000665143,-0.0100385,-0.0147783,-0.0126651,-0.00565106,0.00267039,0.00871383,0.0103155,0.00740153,0.00174588,-0.00397442,-0.00737262,-0.00729128,-0.00413982,0.000441106,0.00438323,0.00608924,0.00505035,0.00195627,-0.00170138,-0.00432372,-0.00488426,-0.00331256,-0.000446496,0.00239269,0.00399577,0.00376882,0.00193999,-0.000596017,-0.00270456,-0.00351023,-0.00275251,-0.000856813,0.00129087,0.0027514,0.0029375,0.00184416,1.64903e-05,-0.00171572,-0.00261038,-0.002327,-0.00105121,0.000613286,0.0019266,0.00233844,0.00171569,0.000378963,-0.00105803,-0.00196771,-0.00198039,-0.00113203,0.000170064,0.00134031,0.00187635,0.00157293,0.000597911,-0.000596449,-0.00148165,-0.00168536,-0.00114661,-0.000129595,0.000904006,0.00150343,0.00142427,0.000726823,-0.000261748,-0.00109968,-0.00142712,-0.00111971,-0.000334247,0.000569636,0.0011933,0.00127416,0.000795429,-1.49494e-05,-0.00079192,-0.00119712,-0.00106562,-0.000472204,0.000308953,0.000930375,0.0011253,0.000821677,0.00016759,-0.000540148,-0.00099022,-0.000993298,-0.00056119,0.000104245,0.00018663,-6.99588e-06,-0.00094163,0.00290321,-0.00594288,0.00974239,-0.0133687,0.0151722,-0.0130842,0.00559472,0.00661062,-0.0191361,0.0242448,-0.0149985,-0.00731865,0.0281802,-0.0266538,-0.00319897,0.0344833,-0.0260229,-0.0212203,0.0419736,0.00717554,-0.0495559,-0.00486104,0.0554497,0.0226014,-0.0507588,-0.0618539,-0.00140937,0.0673091,0.0964609,0.085452,0.0573729,0.0314307,0.0145966,0.00588334,0.00209152,0.000663563,0.000189585,4.91298e-05,1.16156e-05,2.51772e-06,5.02374e-07,9.26038e-08,1.58173e-08,2.51013e-09,3.70959e-10,5.11588e-11,6.59585e-12,7.96307e-13,9.01527e-14,9.58351e-15,9.57672e-16,9.00535e-17,7.97572e-18,6.65847e-19,5.24351e-20,3.89745e-21,2.73578e-22,1.81435e-23,1.13727e-24,6.73973e-26,3.77707e-27,2.00204e-28,1.00378e-29,4.76059e-31,2.13561e-32,9.06095e-34,3.63527e-35,1.3788e-36,4.94228e-38,1.67354e-39,5.35079e-41,1.61445e-42,4.59378e-44,1.23176e-45,3.10967e-47,7.38428e-49,1.60713e-50,3.20126e-52,5.98262e-54,1.0473e-55,1.71427e-57,2.61851e-59,3.72413e-61,4.91924e-63,6.01786e-65,6.79614e-67,7.05943e-69,6.71654e-71,5.82493e-73,4.57893e-75,3.24117e-77,2.04973e-79,1.14724e-81,5.61761e-84,2.37203e-86,0
170,0.0225621,0.0134471,0.000665143,-0.0100385,-0.0147783,-0.0126651,-0.00565106,0.00267039,0.00871383,0.0103155,0.00740153,0.00174588,-0.00397442,-0.00737262,-0.00729128,-0.00413982,0.000441106,0.00438323,0.00608924,0.00505035,0.00195627,-0.00170138,-0.00432372,-0.00488426,-0.00331256,-0.000446496,0.00239269,0.00399577,0.00376882,0.00193999,-0.000596017,-0.00270456,-0.00351023,-0.00275251,-0.000856813,0.00129087,0.0027514,0.0029375,0.00184416,1.64903e-05,-0.00171572,-0.00261038,-0.002327,-0.00105121,0.000613286,0.0019266,0.00233844,0.00171569,0.000378963,-0.00105803,-0.00196771,-0.00198039,-0.00113203,0.000170064,0.00134031,0.00187635,0.00157293,0.000597911,-0.000596449,-0.00148165,-0.00168536,-0.00114661,-0.000129595,0.000904006,0.00150343,0.00142427,0.000726823,-0.000261748,-0.00109968,-0.00142712,-0.00111971,-0.000334247,0.000569636,0.0011933,0.00127416,0.000795429,-1.49494e-05,-0.00079192,-0.00119712,-0.00106562,-0.000472204,0.000308953,0.000930375,0.0011253,0.000821677,0.00016759,-0.000540148,-0.00099022,-0.000993298,-0.00056119,0.000104245,0.000704896,0.000979568,0.000817186,0.000301142,-0.000332645,-0.000803221,-0.000908813,-0.00061301,-5.62331e-05,0.000510491,-0.001072,0.00196329,-0.00335853,0.00532864,-0.00775149,0.0101997,-0.0118565,0.0115618,-0.00812539,0.0010071,0.00873904,-0.0177582,0.020859,-0.0135509,-0.00364028,0.0218766,-0.0266448,0.00909745,0.0202904,-0.0326751,0.00822299,0.0305913,-0.0312217,-0.0167742,0.0426191,0.00679239,-0.0487527,-0.00928982,0.0525318,0.0304027,-0.0411214,-0.0649232,-0.0168531,0.0519738,0.0906642,0.089099,0.0651427,0.0386626,0.019436,0.00848817,0.00327547,0.00113056,0.000352292,9.98346e-05,2.58824e-05,6.16891e-06,1.35736e-06,2.76696e-07,5.24162e-08,9.25222e-09,1.52534e-09,2.35361e-10,3.40528e-11,4.62746e-12,5.91494e-13,7.1212e-14,8.08488e-15,8.66523e-16,8.77599e-17,8.40623e-18,7.62144e-19,6.54499e-20,5.32708e-21,4.11169e-22,3.01102e-23,2.09293e-24,1.38134e-25,8.6594e-27,5.15732e-28,2.91873e-29,1.56986e-30,8.02539e-32,3.89964e-33,1.80107e-34,7.90601e-36,3.29802e-37,1.30721e-38,4.92187e-40,1.75985e-41,5.8155e-43,1.77387e-44,5.13874e-46,1.41299e-47,3.68541e-49,9.11127e-51,2.13336e-52,4.72663e-54,9.89936e-56,1.95772e-57,3.65135e-59,6.41396e-61,1.05955e-62,1.6433e-64,2.38845e-66,3.2466e-68,4.11777e-70,4.86077e-72,5.32436e-74,0
180,0.00740153,0.00174588,-0.00397442,-0.00737262,-0.00729128,-0.00413982,0.000441106,0.00438323,0.00608924,0.00505035,0.00195627,-0.00170138,-0.00432372,-0.00488426,-0.00331256,-0.000446496,0.00239269,0.00399577,0.00376882,0.00193999,-0.000596017,-0.00270456,-0.00351023,-0.00275251,-0.000856813,0.00129087,0.0027514,0.0029375,0.00184416,1.64903e-05,-0.00171572,-0.00261038,-0.002327,-0.00105121,0.000613286,0.0019266,0.00233844,0.00171569,0.000378963,-0.00105803,-0.00196771,-0.00198039,-0.00113203,0.000170064,0.00134031,0.00187635,0.00157293,0.000597911,-0.000596449,-0.00148165,-0.00168536,-0.00114661,-0.000129595,0.000904006,0.00150343,0.00142427,0.000726823,-0.000261748,-0.00109968,-0.00142712,-0.00111971,-0.000334247,0.000569636,0.0011933,0.00127416,0.000795429,-1.49494e-05,-0.00079192,-0.00119712,-0.00106562,-0.000472204,0.000308953,0.000930375,0.0011253,0.000821677,0.00016759,-0.000540148,-0.00099022,-0.000993298,-0.00056119,0.000104245,0.000704896,0.000979568,0.000817186,0.000301142,-0.000332645,-0.000803221,-0.000908813,-0.00061301,-5.62331e-05,0.000510491,0.000838412,0.000789966,0.000396135,-0.000161479,-0.000634102,-0.000816529,-0.000635975,-0.000180672,0.000342806,0.000703036,-0.00179353,0.00304867,-0.00452844,0.00618546,-0.00780926,0.008979,-0.00906314,0.00732623,-0.00320496,-0.00323317,0.0107674,-0.0167661,0.017703,-0.0108532,-0.00310429,0.018136,-0.0241968,0.0136395,0.00984114,-0.0282495,0.0213722,0.00989684,-0.0337231,0.0167203,0.0262487,-0.0341716,-0.0138816,0.0426253,0.00783256,-0.0476032,-0.0143892,0.0486073,0.0374183,-0.0305036,-0.0652832,-0.0303395,0.0360268,0.0824674,0.0905074,0.0719434,0.0460571,0.0249171,0.0117104,0.00486796,0.00181289,0.000610676,0.000187468,5.27647e-05,1.36845e-05,3.284e-06,7.31851e-07,1.51925e-07,2.94577e-08,5.34761e-09,9.10806e-10,1.45819e-10,2.19811e-11,3.12458e-12,4.19404e-13,5.32238e-14,6.39287e-15,7.27519e-16,7.85143e-17,8.04215e-18,7.82426e-19,7.23536e-20,6.36343e-21,5.32574e-22,4.2437e-23,3.2209e-24,2.32944e-25,1.6059e-26,1.05562e-27,6.61806e-29,3.95803e-30,2.25854e-31,1.22979e-32,6.39036e-34,3.16889e-35,1.45719e-36,6.20287e-38,2.52315e-39,9.8061e-41,3.6405e-42,1.29071e-43,4.36894e-45,1.41141e-46,4.35009e-48,1.27856e-49,3.5819e-51,9.55964e-53,2.42911e-54,5.87279e-56,1.34995e-57,2.94797e-59,6.11053e-61,1.20107e-62,2.23565e-64,0
190,0.00195627,-0.00170138,-0.00432372,-0.00488426,-0.00331256,-0.000446496,0.00239269,0.00399577,0.00376882,0.00193999,-0.000596017,-0.00270456,-0.00351023,-0.00275251,-0.000856813,0.00129087,0.0027514,0.0029375,0.00184416,1.64903e-05,-0.00171572,-0.00261038,-0.002327,-0.00105121,0.000613286,0.0019266,0.00233844,0.00171569,0.000378963,-0.00105803,-0.00196771,-0.00198039,-0.00113203,0.000170064,0.00134031,0.00187635,0.00157293,0.000597911,-0.000596449,-0.00148165,-0.00168536,-0.00114661,-0.000129595,0.000904006,0.00150343,0.00142427,0.000726823,-0.000261748,-0.00109968,-0.00142712,-0.00111971,-0.000334247,0.000569636,0.0011933,0.00127416,0.000795429,-1.49494e-05,-0.00079192,-0.00119712,-0.00106562,-0.000472204,0.000308953,0.000930375,0.0011253,0.000821677,0.00016759,-0.000540148,-0.00099022,-0.000993298,-0.00056119,0.000104245,0.000704896,0.000979568,0.000817186,0.000301142,-0.000332645,-0.000803221,-0.000908813,-0.00061301,-5.62331e-05,0.000510491,0.000838412,0.000789966,0.000396135,-0.000161479,-0.000634102,-0.000816529,-0.000635975,-0.000180672,0.000342806,0.000703036,0.000745845,0.000460059,-2.10214e-05,-0.000481547,-0.000719768,-0.000636236,-0.000275068,0.000198733,0.000574468,0.000689277,-0.00194566,0.0032191,-0.00448126,0.0056175,-0.00639972,0.00648069,-0.00543527,0.00287951,0.00131315,-0.00672199,0.0121224,-0.0154755,0.0144369,-0.0075387,-0.00421565,0.0162933,-0.0215811,0.0143325,0.00411756,-0.0223804,0.024465,-0.00407367,-0.0233194,0.0284892,5.90452e-05,-0.0320718,0.0225798,0.0224245,-0.0357161,-0.0123893,0.0422367,0.00995019,-0.0459848,-0.0198198,0.0436255,0.0433157,-0.0192633,-0.0630459,-0.0415416,0.0200167,0.0721929,0.0895902,0.077461,0.0533378,0.0309187,0.0155543,0.00692342,0.00276362,0.000999212,0.000329775,9.99647e-05,2.79737e-05,7.25735e-06,1.75187e-06,3.94711e-07,8.3232e-08,1.64655e-08,3.06237e-09,5.36482e-10,8.86761e-11,1.38508e-11,2.0472e-12,2.86687e-13,3.80812e-14,4.8031e-15,5.75772e-16,6.56561e-17,7.12751e-18,7.37146e-19,7.2679e-20,6.83544e-21,6.13571e-22,5.25922e-23,4.30658e-24,3.37035e-25,2.52179e-26,1.80458e-27,1.23538e-28,8.09176e-30,4.92028e-31,2.76998e-32,1.49529e-33,7.74036e-35,3.84236e-36,1.82909e-37,8.34951e-39,3.65467e-40,1.53377e-41,6.17077e-43,2.37971e-44,8.79492e-46,3.11436e-47,1.05639e-48,3.43141e-50,1.06702e-51,3.17519e-53,9.03822e-55,2.45833e-56,0
