f,s11
10620000000.0,(2.71513404159497-0.00040590253468494685j)
10685000000.0,(2.7151340040884877-0.0004083866492705065j)
10750000000.0,(2.7151339672835855-0.0004108707603762424j)
10815000000.0,(2.7151339311632707-0.0004133548679357928j)
10880000000.0,(2.715133895711073-0.00041583897165117263j)
10945000000.0,(2.7151338609116147-0.00041832307194104005j)
11010000000.0,(2.715133826749666-0.00042080716841648127j)
11075000000.0,(2.7151337932100565-0.0004232912613733514j)
11140000000.0,(2.7151337602787917-0.00042577535057384386j)
11205000000.0,(2.715133727941706-0.00042825943667308035j)
11270000000.0,(2.715133696185233-0.0004307435178448571j)
11335000000.0,(2.715133664996197-0.0004332275958360034j)
11400000000.0,(2.715133634361784-0.0004357116702250209j)
11465000000.0,(2.7151336042696053-0.0004381957405898737j)
11530000000.0,(2.715133574707508-0.00044067980739530396j)
11595000000.0,(2.7151335456637873-0.00044316387040535597j)
11660000000.0,(2.7151335171268944-0.00044564792931431937j)
11725000000.0,(2.7151334890857686-0.00044813198454365157j)
11790000000.0,(2.7151334615297804-0.00045061603600855213j)
11855000000.0,(2.715133434448176-0.0004531000835125167j)
11920000000.0,(2.715133407830735-0.00045558412715887336j)
11985000000.0,(2.715133381667661-0.0004580681668125933j)
12050000000.0,(2.7151333559491695-0.00046055220257775544j)
12115000000.0,(2.7151333306657426-0.00046303623444923043j)
12180000000.0,(2.715133305808245-0.00046552026238433694j)
12245000000.0,(2.7151332813680034-0.00046800428634577896j)
12310000000.0,(2.715133257335972-0.0004704883061538268j)
12375000000.0,(2.7151332337037726-0.0004729723219805394j)
12440000000.0,(2.7151332104631836-0.0004754563338732266j)
12505000000.0,(2.715133187606251-0.00047794034175879785j)
12570000000.0,(2.7151331651249104-0.0004804243454082395j)
12635000000.0,(2.7151331430117533-0.0004829083454809734j)
12700000000.0,(2.7151331212594263-0.00048539234120577735j)
12765000000.0,(2.7151330998602536-0.00048787633302535267j)
12830000000.0,(2.7151330788075567-0.0004903603201579054j)
12895000000.0,(2.7151330580944233-0.0004928443034909592j)
12960000000.0,(2.7151330377137763-0.0004953282827472341j)
13025000000.0,(2.715133017659284-0.0004978122575676019j)
13090000000.0,(2.7151329979247594-0.0005002962287352403j)
13155000000.0,(2.7151329785035907-0.0005027801953718751j)
13220000000.0,(2.7151329593901923-0.0005052641576899305j)
13285000000.0,(2.7151329405782505-0.0005077481162601055j)
13350000000.0,(2.7151329220619216-0.0005102320703452755j)
13415000000.0,(2.7151329038358685-0.0005127160201222937j)
13480000000.0,(2.715132885894344-0.0005151999657588202j)
13545000000.0,(2.715132868232098-0.0005176839071405621j)
13610000000.0,(2.715132850843608-0.0005201678443108556j)
13675000000.0,(2.715132833724051-0.0005226517769286648j)
13740000000.0,(2.7151328168683877-0.0005251357053449833j)
13805000000.0,(2.715132800271621-0.000527619629602225j)
13870000000.0,(2.715132783928881-0.0005301035494316173j)
13935000000.0,(2.7151327678356876-0.0005325874650187059j)
14000000000.0,(2.715132751987316-0.0005350713759780551j)
