f,s11
1000000000.0,(2.715488805709221-3.823377445612639e-05j)
1065000000.0,(2.715446427521083-4.0717497303683635e-05j)
1130000000.0,(2.715411151895672-4.320130177766748e-05j)
1195000000.0,(2.715381475897094-4.568517440628182e-05j)
1260000000.0,(2.7153562740930184-4.8169104574833635e-05j)
1325000000.0,(2.7153346902279276-5.06530836878632e-05j)
1390000000.0,(2.7153160635026254-5.3137104758335215e-05j)
1455000000.0,(2.715299877377949-5.5621162155255655e-05j)
1520000000.0,(2.7152857233676-5.810525104558606e-05j)
1585000000.0,(2.715273275005908-6.058936756674897e-05j)
1650000000.0,(2.715262268849823-6.307350820033817e-05j)
1715000000.0,(2.7152524904234645-6.555767015895464e-05j)
1780000000.0,(2.7152437636882767-6.804185107627827e-05j)
1845000000.0,(2.7152359430633424-7.05260488001552e-05j)
1910000000.0,(2.715228907313918-7.30102616047384e-05j)
1975000000.0,(2.715222554823731-7.549448775360747e-05j)
2040000000.0,(2.71521679990526-7.797872593884574e-05j)
2105000000.0,(2.715211569894599-8.046297506300026e-05j)
2170000000.0,(2.7152068028460983-8.294723384358267e-05j)
2235000000.0,(2.7152024456902355-8.543150153740258e-05j)
2300000000.0,(2.7151984527490027-8.791577716949784e-05j)
2365000000.0,(2.71519478453531-9.040006002750169e-05j)
2430000000.0,(2.7151914067716607-9.288434946014543e-05j)
2495000000.0,(2.7151882895869845-9.536864483593415e-05j)
2560000000.0,(2.7151854068542165-9.785294560969176e-05j)
2625000000.0,(2.7151827356404215-0.00010033725127223617j)
2690000000.0,(2.7151802557497438-0.00010282156137378193j)
2755000000.0,(2.715177949340748-0.00010530587555327063j)
2820000000.0,(2.715175800604169-0.00010779019335922591j)
2885000000.0,(2.7151737954914883-0.00011027451440236725j)
2950000000.0,(2.7151719214845857-0.00011275883864121894j)
3015000000.0,(2.7151701674003865-0.00011524316554937837j)
3080000000.0,(2.715168523223264-0.00011772749489244631j)
3145000000.0,(2.71516697996172-0.00012021182626835988j)
3210000000.0,(2.7151655295253474-0.00012269615982098755j)
3275000000.0,(2.715164164618717-0.00012518049515778412j)
3340000000.0,(2.7151628786493016-0.0001276648319023085j)
3405000000.0,(2.715161665647614-0.0001301491701374267j)
3470000000.0,(2.7151605201981326-0.00013263350955215836j)
3535000000.0,(2.7151594373789103-0.000135117849953409j)
3600000000.0,(2.7151584127076265-0.000137602191290791j)
3665000000.0,(2.715157442096573-0.00014008653342012284j)
3730000000.0,(2.715156521810652-0.00014257087609570188j)
3795000000.0,(2.715155648432234-0.00014505521922742408j)
3860000000.0,(2.715154818828697-0.00014753956282572377j)
3925000000.0,(2.715154030124833-0.00015002390658131091j)
3990000000.0,(2.7151532796775197-0.00015250825058716485j)
4055000000.0,(2.715152565054099-0.00015499259448602503j)
4120000000.0,(2.715151884012018-0.00015747693837140075j)
4185000000.0,(2.7151512344815347-0.00015996128226612884j)
4250000000.0,(2.7151506145500943-0.00016244562573131482j)
4315000000.0,(2.7151500224481167-0.00016492996903776184j)
4380000000.0,(2.7151494565361536-0.00016741431186503746j)
4445000000.0,(2.7151489152937405-0.00016989865418592774j)
4510000000.0,(2.715148397309555-0.0001723829960655424j)
4575000000.0,(2.715147901271408-0.00017486733717622487j)
4640000000.0,(2.715147425958647-0.00017735167770686815j)
4705000000.0,(2.7151469702340405-0.00017983601742209337j)
4770000000.0,(2.7151465330377653-0.0001823203563161318j)
4835000000.0,(2.715146113380463-0.00018480469434778261j)
4900000000.0,(2.7151457103378056-0.00018728903144383754j)
4965000000.0,(2.7151453230459737-0.00018977336750700425j)
5030000000.0,(2.7151449506960574-0.0001922577025867754j)
5095000000.0,(2.715144592531151-0.00019474203644909732j)
5160000000.0,(2.715144247841174-0.00019722636916361092j)
5225000000.0,(2.715143915959941-0.0001997107007774064j)
5290000000.0,(2.7151435962620822-0.00020219503100658357j)
5355000000.0,(2.7151432881602875-0.00020467935994301516j)
5420000000.0,(2.7151429911014584-0.00020716368754156316j)
5485000000.0,(2.715142704565823-0.00020964801388382787j)
5550000000.0,(2.7151424280633214-0.00021213233875158827j)
5615000000.0,(2.7151421611327025-0.0002146166619085271j)
5680000000.0,(2.7151419033383655-0.00021710098366569303j)
5745000000.0,(2.7151416542693636-0.00021958530375139123j)
5810000000.0,(2.715141413537819-0.00022206962232678253j)
5875000000.0,(2.7151411807769588-0.00022455393921327156j)
5940000000.0,(2.7151409556401966-0.0002270382544347512j)
6005000000.0,(2.7151407377995525-0.00022952256786220308j)
6070000000.0,(2.715140526943993-0.00023200687960220933j)
6135000000.0,(2.7151403227797624-0.00023449118951719287j)
6200000000.0,(2.7151401250276974-0.00023697549755791872j)
6265000000.0,(2.7151399334235364-0.0002394598035911149j)
6330000000.0,(2.7151397477160475-0.0002419441080389717j)
6395000000.0,(2.7151395676672045-0.00024442841019675193j)
6460000000.0,(2.7151393930502854-0.00024691271056383266j)
6525000000.0,(2.715139223650523-0.00024939700878993243j)
6590000000.0,(2.715139059263216-0.0002518813050963083j)
6655000000.0,(2.7151388996935286-0.00025436559940802093j)
6720000000.0,(2.715138744756343-0.00025684989138256137j)
6785000000.0,(2.7151385942752215-0.00025933418143098694j)
6850000000.0,(2.715138448082003-0.00026181846906918517j)
6915000000.0,(2.715138306016376-0.0002643027544302778j)
6980000000.0,(2.7151381679256152-0.00026678703788490755j)
7045000000.0,(2.7151380336639983-0.0002692713190850833j)
7110000000.0,(2.715137903092058-0.0002717555977028251j)
7175000000.0,(2.71513777607721-0.00027423987414885325j)
7240000000.0,(2.7151376524921735-0.00027672414825309746j)
7305000000.0,(2.715137532215849-0.0002792084199922171j)
7370000000.0,(2.715137415132124-0.000281692689314703j)
7435000000.0,(2.715137301130139-0.00028417695609388416j)
7500000000.0,(2.715137190103756-0.0002866612204523215j)
7565000000.0,(2.715137081950821-0.0002891454824775154j)
7630000000.0,(2.7151369765746507-0.00029162974185505423j)
7695000000.0,(2.7151368738818054-0.00029411399865540754j)
7760000000.0,(2.715136773782815-0.00029659825287719826j)
7825000000.0,(2.7151366761920253-0.00029908250476957346j)
7890000000.0,(2.715136581027549-0.00030156675402478675j)
7955000000.0,(2.715136488210269-0.0003040510002210182j)
8020000000.0,(2.7151363976648692-0.0003065352438080553j)
8085000000.0,(2.715136309318538-0.0003090194849095119j)
8150000000.0,(2.7151362231017164-0.00031150372325888966j)
8215000000.0,(2.715136138947145-0.00031398795881692007j)
8280000000.0,(2.7151360567908687-0.0003164721916201399j)
8345000000.0,(2.7151359765709144-0.0003189564216074999j)
8410000000.0,(2.7151358982277483-0.0003214406487830607j)
8475000000.0,(2.715135821704035-0.00032392487304703566j)
8540000000.0,(2.7151357469450943-0.0003264090945923491j)
8605000000.0,(2.715135673897595-0.00032889331322343235j)
8670000000.0,(2.7151356025108067-0.00033137752928788896j)
8735000000.0,(2.715135532735608-0.0003338617416003188j)
8800000000.0,(2.7151354645246353-0.000336345951390367j)
8865000000.0,(2.7151353978324027-0.0003388301581926371j)
8930000000.0,(2.7151353326149477-0.00034131436200319777j)
8995000000.0,(2.7151352688299424-0.0003437985626396652j)
9060000000.0,(2.7151352064365435-0.00034628276046988845j)
9125000000.0,(2.7151351453954873-0.0003487669549739784j)
9190000000.0,(2.7151350856684955-0.00035125114644650603j)
9255000000.0,(2.7151350272195347-0.00035373533490534j)
9320000000.0,(2.7151349700126963-0.00035621952030442797j)
9385000000.0,(2.715134914013875-0.00035870370230461863j)
9450000000.0,(2.7151348591900613-0.0003611878808658111j)
9515000000.0,(2.7151348055097326-0.00036367205695538214j)
9580000000.0,(2.7151347529417533-0.0003661562295474688j)
9645000000.0,(2.7151347014563876-0.0003686403988864751j)
9710000000.0,(2.7151346510251635-0.00037112456476326504j)
9775000000.0,(2.715134601619907-0.000373608727515126j)
9840000000.0,(2.7151345532138085-0.0003760928869338394j)
9905000000.0,(2.715134505781075-0.0003785770429658957j)
9970000000.0,(2.7151344592962454-0.0003810611956434702j)
10035000000.0,(2.7151344137352433-0.0003835453451264258j)
10100000000.0,(2.715134369074126-0.0003860294911198862j)
10165000000.0,(2.715134325290349-0.00038851363361377283j)
10230000000.0,(2.7151342823617473-0.00039099777261607054j)
10295000000.0,(2.7151342402669-0.0003934819084281838j)
10360000000.0,(2.715134198985033-0.00039596604077149294j)
10425000000.0,(2.715134158496121-0.00039845016949822064j)
10490000000.0,(2.715134118780593-0.0004009342946915374j)
10555000000.0,(2.7151340798195345-0.0004034184164833655j)
