f,s11
1000000000.0,(0.0011268478060548687+7.69098127245517e-07j)
1065000000.0,(0.0011334854427146545+8.172956615623993e-07j)
1130000000.0,(0.0011390082197878912+8.651540706486452e-07j)
1195000000.0,(0.0011436518548750595+9.126525529604159e-07j)
1260000000.0,(0.0011475928713482757+9.597702886017344e-07j)
1325000000.0,(0.0011509655805897613+1.0064864382695995e-06j)
1390000000.0,(0.0011538736404010058+1.0527801420584392e-06j)
1455000000.0,(0.0011563980826790562+1.0986305189373018e-06j)
1520000000.0,(0.0011586029912705167+1.1440166647731177e-06j)
1585000000.0,(0.0011605395844520039+1.1889176519436001e-06j)
1650000000.0,(0.001162249194524877+1.2333125281339185e-06j)
1715000000.0,(0.0011637654723431706+1.2771803154542395e-06j)
1780000000.0,(0.001165116038915885+1.320500008640868e-06j)
1845000000.0,(0.0011663237370833064+1.363250575181889e-06j)
1910000000.0,(0.00116740759022686+1.4054109533486163e-06j)
1975000000.0,(0.0011683835438433994+1.4469600512855233e-06j)
2040000000.0,(0.0011692650444199391+1.4878767464077245e-06j)
2105000000.0,(0.0011700634951615741+1.5281398838568104e-06j)
2170000000.0,(0.0011707886176295873+1.5677282757213782e-06j)
2235000000.0,(0.0011714487408519476+1.6066207000140363e-06j)
2300000000.0,(0.0011720510340650487+1.6447958993394082e-06j)
2365000000.0,(0.001172601695309499+1.6822325801094127e-06j)
2430000000.0,(0.0011731061051921596+1.7189094118418084e-06j)
2495000000.0,(0.0011735689529821678+1.7548050248084895e-06j)
2560000000.0,(0.0011739943405840983+1.789898010937856e-06j)
2625000000.0,(0.00117438586871858+1.8241669209183966e-06j)
2690000000.0,(0.0011747467087024552+1.857590264437772e-06j)
2755000000.0,(0.0011750796625198932+1.8901465085091403e-06j)
2820000000.0,(0.001175387213311964+1.921814076774135e-06j)
2885000000.0,(0.0011756715679978461+1.9525713480789778e-06j)
2950000000.0,(0.001175934693392286+1.9823966561438732e-06j)
3015000000.0,(0.0011761783469365007+2.0112682874609015e-06j)
3080000000.0,(0.0011764041029349581+2.0391644811479395e-06j)
3145000000.0,(0.0011766133750374674+2.0660634281983204e-06j)
3210000000.0,(0.0011768074355679458+2.0919432689931026e-06j)
3275000000.0,(0.0011769874321939354+2.1167820938288166e-06j)
3340000000.0,(0.0011771544023489828+2.140557941261858e-06j)
3405000000.0,(0.0011773092857459613+2.163248796959365e-06j)
3470000000.0,(0.0011774529352646577+2.1848325928733916e-06j)
