f,s11
10800000000.0,(-0.6583355469819535+0.062298998338679024j)
10820000000.0,(-0.6575128443928276+0.06195410771314315j)
10840000000.0,(-0.6566961937508193+0.06158226209297682j)
10860000000.0,(-0.6558867030056765+0.0611834492588084j)
10880000000.0,(-0.6550854877873652+0.060757712483059424j)
10900000000.0,(-0.6542936679955735+0.06030515088026733j)
10920000000.0,(-0.6535123643986229+0.05982591950605029j)
10940000000.0,(-0.6527426952632867+0.05932022920907101j)
10960000000.0,(-0.651985773036252+0.058788346242426674j)
10980000000.0,(-0.651242701097001+0.05823059164283728j)
11000000000.0,(-0.6505145706006928+0.05764734038782022j)
11020000000.0,(-0.6498024574283043+0.057039020342676355j)
11040000000.0,(-0.6491074192597635+0.05640611101057837j)
11060000000.0,(-0.6484304927841869+0.0557491421003211j)
11080000000.0,(-0.6477726910595986+0.05506869192734938j)
11100000000.0,(-0.6471350010327014+0.05436538566453295j)
11120000000.0,(-0.6465183812274136+0.05363989345978266j)
11140000000.0,(-0.6459237596090147+0.05289292843802606j)
11160000000.0,(-0.6453520316288768+0.05212524460525895j)
11180000000.0,(-0.644804058452911+0.05133763467239719j)
11200000000.0,(-0.6442806653750902+0.05053092781645662j)
11220000000.0,(-0.6437826404156782+0.04970598739621665j)
11240000000.0,(-0.6433107331021893+0.0488637086389864j)
11260000000.0,(-0.6428656534295827+0.048005016314396264j)
11280000000.0,(-0.6424480709947992+0.04713086241032184j)
11300000000.0,(-0.6420586142994893+0.046242223825102666j)
11320000000.0,(-0.6416978702136463+0.045340100089190934j)
11340000000.0,(-0.6413663835918806+0.04442551112824982j)
11360000000.0,(-0.6410646570332182+0.04349949507855534j)
11380000000.0,(-0.6407931507746253+0.04256310616434242j)
11400000000.0,(-0.6405522827078884+0.041617412645501305j)
11420000000.0,(-0.6403424285090841+0.04066349484279042j)
11440000000.0,(-0.6401639218695702+0.03970244324648845j)
11460000000.0,(-0.6400170548172917+0.03873535671319812j)
11480000000.0,(-0.6399020781171533+0.037763340754321716j)
11500000000.0,(-0.6398192017392772+0.036787505918584554j)
11520000000.0,(-0.63976859538416+0.03580896626988984j)
11540000000.0,(-0.6397503890539856+0.034828837960742313j)
11560000000.0,(-0.6397646736597239+0.03384823790051185j)
11580000000.0,(-0.6398115016540443+0.0328682825168887j)
11600000000.0,(-0.6398908876805812+0.03189008660804997j)
11620000000.0,(-0.6400028092305967+0.03091476228228827j)
11640000000.0,(-0.6401472072986958+0.029943417981152225j)
11660000000.0,(-0.6403239870298416+0.028977157581536652j)
11680000000.0,(-0.6405330183505857+0.028017079571598345j)
11700000000.0,(-0.6407741365780718+0.027064276294900696j)
11720000000.0,(-0.6410471430010741+0.026119833256769556j)
11740000000.0,(-0.641351805428011+0.025184828486500378j)
11760000000.0,(-0.6416878586975636+0.024260331948766478j)
11780000000.0,(-0.6420550051482452+0.023347404997350794j)
11800000000.0,(-0.6424529150439288+0.022447099864156224j)
11820000000.0,(-0.6428812269530516+0.0215604591763247j)
11840000000.0,(-0.6433395480798731+0.020688515494233495j)
11860000000.0,(-0.6438274545468347+0.019832290863107227j)
11880000000.0,(-0.6443444916277167+0.018992796371011762j)
11900000000.0,(-0.6448901739319304+0.018171031706056228j)
11920000000.0,(-0.6454639855409017+0.017367984705728663j)
11940000000.0,(-0.6460653800981149+0.016584630891435165j)
11960000000.0,(-0.6466937808549729+0.015821932981480588j)
11980000000.0,(-0.647348580675213+0.015080840375941693j)
12000000000.0,(-0.6480291420011783+0.014362288607119697j)
12020000000.0,(-0.6487347967857826+0.013667198749539249j)
12040000000.0,(-0.6494648463945485+0.012996476783760393j)
12060000000.0,(-0.6502185614826037+0.012351012908610851j)
12080000000.0,(-0.6509951818520152+0.011731680796816087j)
12100000000.0,(-0.651793916295327+0.011139336789405027j)
12120000000.0,(-0.6526139424316221+0.01057481902470746j)
12140000000.0,(-0.6534544065418637+0.010038946498226975j)
12160000000.0,(-0.6543144234107053+0.009532518050178216j)
12180000000.0,(-0.6551930761823274+0.009056311278017965j)
12200000000.0,(-0.656089416238256+0.008611081371875004j)
12220000000.0,(-0.6570024631054311+0.008197559871397885j)
12240000000.0,(-0.6579312044031136+0.007816453343190276j)
12260000000.0,(-0.6588745958374864+0.007468441978692417j)
12280000000.0,(-0.6598315612530306+0.007154178113095381j)
12300000000.0,(-0.6608009927499493+0.006874284666635139j)
12320000000.0,(-0.6617817508770387+0.006629353510418303j)
12340000000.0,(-0.6627726649094955+0.006419943759762059j)
12360000000.0,(-0.663772533221159+0.0062465799989021124j)
12380000000.0,(-0.6647801237606511+0.006109750441815319j)
12400000000.0,(-0.6657941746407534+0.006009905034832567j)
12420000000.0,(-0.666813394850163+0.005947453507656788j)
12440000000.0,(-0.667836465096504+0.005922763380365562j)
12460000000.0,(-0.668862038789089+0.005936157934947078j)
12480000000.0,(-0.6698887431694757+0.005987914160891971j)
12500000000.0,(-0.6709151805973059+0.006078260685331455j)
12520000000.0,(-0.671939929998249+0.006207375699162421j)
12540000000.0,(-0.6729615484801131+0.006375384891532235j)
12560000000.0,(-0.6739785731223072+0.006582359405940547j)
12580000000.0,(-0.6749895229428708+0.006828313832064675j)
12600000000.0,(-0.6759929010461765+0.007113204248192625j)
12620000000.0,(-0.6769871969532365+0.007436926329858026j)
12640000000.0,(-0.6779708891152314+0.007799313540889817j)
12660000000.0,(-0.6789424476094813+0.008200135423610044j)
12680000000.0,(-0.6799003370155939+0.008639096005314689j)
12700000000.0,(-0.6808430194679431+0.009115832338444338j)
12720000000.0,(-0.6817689578789907+0.009629913191984852j)
12740000000.0,(-0.6826766193262471+0.010180837911609422j)
12760000000.0,(-0.6835644785939237+0.010768035465883355j)
12780000000.0,(-0.6844310218585362+0.011390863695479654j)
12800000000.0,(-0.6852747505059343+0.012048608781798581j)
12820000000.0,(-0.6860941850654403+0.012740484950633693j)
12840000000.0,(-0.6868878692450263+0.013465634425576491j)
12860000000.0,(-0.6876543740497765+0.014223127644705758j)
12880000000.0,(-0.6883923019642268+0.015011963752759245j)
12900000000.0,(-0.689100291177689+0.01583107137944241j)
12920000000.0,(-0.6897770198302489+0.01667930971279452j)
12940000000.0,(-0.6904212102558998+0.01755546987462477j)
12960000000.0,(-0.6910316331981965+0.018458276602952923j)
12980000000.0,(-0.691607111972956+0.019386390244164015j)
13000000000.0,(-0.6921465265518676+0.02033840905523426j)
13020000000.0,(-0.6926488175404766+0.02131287181392657j)
13040000000.0,(-0.6931129900238348+0.022308260732314376j)
13060000000.0,(-0.6935381172532211+0.023323004666406074j)
13080000000.0,(-0.6939233441477283+0.024355482612029546j)
13100000000.0,(-0.694267890585163+0.02540402747454373j)
13120000000.0,(-0.6945710544576715+0.026466930097386113j)
13140000000.0,(-0.6948322144687296+0.027542443532000825j)
13160000000.0,(-0.695050832649637+0.028628787529326332j)
13180000000.0,(-0.6952264565754415+0.029724153230817674j)
13200000000.0,(-0.6953587212622133+0.030826708034941815j)
13220000000.0,(-0.6954473507298556+0.03193460061326823j)
13240000000.0,(-0.6954921592170632+0.03304596604868821j)
13260000000.0,(-0.6954930520376718+0.034158931066976705j)
13280000000.0,(-0.6954500260703981+0.03527161933187333j)
13300000000.0,(-0.6953631698768413+0.03638215677311193j)
13320000000.0,(-0.6952326634455563+0.03748867691640969j)
13340000000.0,(-0.6950587775629933+0.03858932618430582j)
13360000000.0,(-0.6948418728150668+0.03968226913696244j)
13380000000.0,(-0.6945823982260532+0.040765693622561036j)
13400000000.0,(-0.6942808895443663+0.04183781580777399j)
13420000000.0,(-0.6939379671875064+0.04289688505993159j)
13440000000.0,(-0.6935543338610565+0.043941188653920694j)
13460000000.0,(-0.6931307718690156+0.044969056278539234j)
13480000000.0,(-0.6926681401349609+0.045978864318941846j)
13500000000.0,(-0.6921673709554805+0.0469690398939425j)
13520000000.0,(-0.6916294665090538+0.04793806462923503j)
13540000000.0,(-0.6910554951449699+0.04888447815003914j)
13560000000.0,(-0.690446587478065+0.04980688127923559j)
13580000000.0,(-0.6898039323158986+0.050703938929676604j)
13600000000.0,(-0.6891287724455983+0.05157438268203054j)
13620000000.0,(-0.688422400307868+0.052417013042189695j)
13640000000.0,(-0.6876861535856866+0.05323070137491529j)
13660000000.0,(-0.6869214107349413+0.0540143915129797j)
13680000000.0,(-0.6861295864837307+0.05476710104356131j)
13700000000.0,(-0.6853121273263071+0.055487922276029715j)
13720000000.0,(-0.6844705070366423+0.05617602289750052j)
13740000000.0,(-0.6836062222254217+0.0568306463246235j)
13760000000.0,(-0.6827207879629131+0.05745111176197138j)
13780000000.0,(-0.6818157334886461+0.058036813979118605j)
13800000000.0,(-0.6808925980272142+0.05858722282001034j)
13820000000.0,(-0.6799529267277703+0.059101882459536265j)
13840000000.0,(-0.6789982667429907+0.05958041042332472j)
13860000000.0,(-0.6780301634614305+0.060022496387658594j)
13880000000.0,(-0.6770501569053126+0.0604279007771037j)
13900000000.0,(-0.6760597783039257+0.06079645317791708j)
13920000000.0,(-0.6750605468509411+0.06112805058559413j)
13940000000.0,(-0.6740539666521458+0.06142265550501142j)
13960000000.0,(-0.6730415238683294+0.061680293921559486j)
13980000000.0,(-0.6720246840563651+0.061901053161425426j)
14000000000.0,(-0.6710048897099333+0.06208507965881061j)
