f,s11
11000000000.0,(-0.6331352193915122+0.04459793153827878j)
11020000000.0,(-0.6332331406802186+0.04381283036854955j)
11040000000.0,(-0.6333505627769843+0.043049277997712465j)
11060000000.0,(-0.6334859466943885+0.04230747523540963j)
11080000000.0,(-0.6336377795992371+0.04158753194572269j)
11100000000.0,(-0.633804579360732+0.0408894703521553j)
11120000000.0,(-0.633984898815388+0.0402132284934171j)
11140000000.0,(-0.6341773297536287+0.03955866380991878j)
11160000000.0,(-0.6343805066340278+0.0389255568426502j)
11180000000.0,(-0.6345931100319323+0.03831361502787578j)
11200000000.0,(-0.6348138698297817+0.037722476572798674j)
11220000000.0,(-0.6350415681567558+0.03715171439902053j)
11240000000.0,(-0.6352750420855445+0.03660084014221213j)
11260000000.0,(-0.6355131860939832+0.03606930819792518j)
11280000000.0,(-0.6357549542991023+0.03555651980486689j)
11300000000.0,(-0.6359993624707845+0.035061827158249535j)
11320000000.0,(-0.6362454898317453+0.034584537546984644j)
11340000000.0,(-0.63649248064997+0.03412391750951194j)
11360000000.0,(-0.6367395456290394+0.033679197003934465j)
11380000000.0,(-0.6369859631010438+0.033249573588867286j)
11400000000.0,(-0.6372310800259401+0.03283421661198765j)
11420000000.0,(-0.6374743128003789+0.03243227140370643j)
11440000000.0,(-0.6377151478781288+0.0320428634736569j)
11460000000.0,(-0.6379531422033443+0.031665102707824695j)
11480000000.0,(-0.6381879234570673+0.031298087564109234j)
11500000000.0,(-0.6384191901164773+0.03094090926394066j)
11520000000.0,(-0.6386467113256319+0.03059265597725331j)
11540000000.0,(-0.6388703265756818+0.030252416997661624j)
11560000000.0,(-0.6390899451918852+0.029919286904103407j)
11580000000.0,(-0.6393055456241696+0.02959236970450276j)
11600000000.0,(-0.6395171745375231+0.029270782956189182j)
11620000000.0,(-0.6397249456981481+0.028953661856892583j)
11640000000.0,(-0.639929038651092+0.028640163299122428j)
11660000000.0,(-0.6401296971849989+0.028329469879668306j)
11680000000.0,(-0.6403272275797158+0.028020793854821247j)
11700000000.0,(-0.6405219966327267+0.027713381030745048j)
11720000000.0,(-0.6407144294608269+0.02740651457723568j)
11740000000.0,(-0.6409050070740366+0.027099518751919505j)
11760000000.0,(-0.6410942637195549+0.026791762520775936j)
11780000000.0,(-0.6412827839945174+0.02648266305975248j)
11800000000.0,(-0.6414711997274863+0.026171689121196984j)
11820000000.0,(-0.6416601866299296+0.02585836424787716j)
11840000000.0,(-0.6418504607204663+0.025542269816535887j)
11860000000.0,(-0.6420427745263247+0.0252230478922403j)
11880000000.0,(-0.6422379130682841+0.02490040387427578j)
11900000000.0,(-0.6424366896373279+0.024574108914018036j)
11920000000.0,(-0.6426399413733092+0.024244002085108254j)
11940000000.0,(-0.6428485246580786+0.023909992286397366j)
11960000000.0,(-0.6430633103377507+0.023572059858508982j)
11980000000.0,(-0.6432851787910319+0.02323025789552575j)
12000000000.0,(-0.6435150148627713+0.022884713234241665j)
12020000000.0,(-0.6437537026841168+0.022535627104638616j)
12040000000.0,(-0.6440021204027839+0.022183275426757715j)
12060000000.0,(-0.6442611348489621+0.021828008740926184j)
12080000000.0,(-0.6445315961642616+0.02147025176037145j)
12100000000.0,(-0.64481433242277+0.021110502537589216j)
12120000000.0,(-0.6451101442747393+0.020749331238408004j)
12140000000.0,(-0.6454197996446134+0.020387378520491172j)
12160000000.0,(-0.6457440285159857+0.02002535351600548j)
12180000000.0,(-0.6460835178366481+0.019664031421325858j)
12200000000.0,(-0.6464389065770914+0.01930425069990495j)
12220000000.0,(-0.6468107809756731+0.01894690990776165j)
12240000000.0,(-0.6471996700031167+0.018592964154397453j)
12260000000.0,(-0.6476060410780736+0.018243421215278555j)
12280000000.0,(-0.6480302960641635+0.017899337315272008j)
12300000000.0,(-0.6484727675771937+0.0175618126055506j)
12320000000.0,(-0.6489337156291825+0.017231986359434518j)
12340000000.0,(-0.6494133246333883+0.01691103191535693j)
12360000000.0,(-0.6499117007917975+0.016600151397600602j)
12380000000.0,(-0.6504288698834991+0.016300570247584283j)
12400000000.0,(-0.6509647754690854+0.016013531600284157j)
12420000000.0,(-0.6515192775227571+0.015740290541773963j)
12440000000.0,(-0.6520921515001765+0.015482108284887143j)
12460000000.0,(-0.6526830878463945+0.01524024630058707j)
12480000000.0,(-0.6532916919444105+0.015015960442789958j)
12500000000.0,(-0.6539174845011763+0.014810495104115773j)
12520000000.0,(-0.6545599023641718+0.014625077439335393j)
12540000000.0,(-0.6552182997581173+0.014460911692180315j)
12560000000.0,(-0.6558919499280068+0.014319173659671247j)
12580000000.0,(-0.6565800471714681+0.014201005326263541j)
12600000000.0,(-0.65728170924056+0.014107509697911708j)
12620000000.0,(-0.6579959800905051+0.014039745863669349j)
12640000000.0,(-0.6587218329505768+0.013998724309716423j)
12660000000.0,(-0.659458173690437+0.013985402507766939j)
12680000000.0,(-0.6602038444536685+0.014000680796735457j)
12700000000.0,(-0.6609576275290703+0.014045398573347804j)
12720000000.0,(-0.6617182494294881+0.01412033080415119j)
12740000000.0,(-0.662484385147559+0.014226184868126868j)
12760000000.0,(-0.6632546625576856+0.014363597735920119j)
12780000000.0,(-0.6640276669338883+0.014533133488574256j)
12800000000.0,(-0.6648019455538275+0.014735281175682052j)
12820000000.0,(-0.6655760123602255+0.014970453010030147j)
12840000000.0,(-0.6663483526521797+0.015238982893187345j)
12860000000.0,(-0.6671174277803125+0.015541125264074945j)
12880000000.0,(-0.6678816798214035+0.015877054260387154j)
12900000000.0,(-0.6686395362100231+0.016246863180819044j)
12920000000.0,(-0.6693894143066725+0.016650564234419844j)
12940000000.0,(-0.6701297258840693+0.017088088562019196j)
12960000000.0,(-0.6708588815153746+0.01755928651359105j)
12980000000.0,(-0.6715752948503756+0.01806392816459938j)
13000000000.0,(-0.6722773867678546+0.018601704053827425j)
13020000000.0,(-0.6729635893945499+0.019172226124900774j)
13040000000.0,(-0.6736323499832528+0.019775028853666717j)
13060000000.0,(-0.674282134644617+0.02040957054378281j)
13080000000.0,(-0.6749114319292288+0.021075234773244137j)
13100000000.0,(-0.6755187562582821+0.021771331975184733j)
13120000000.0,(-0.6761026512029134+0.022497101137020893j)
13140000000.0,(-0.6766616926137885+0.023251711602925315j)
13160000000.0,(-0.6771944916039117+0.024034264965640078j)
13180000000.0,(-0.6776996973888497+0.024843797034784783j)
13200000000.0,(-0.6781759999896135+0.02567927987003293j)
13220000000.0,(-0.6786221328043138+0.02653962386882794j)
13240000000.0,(-0.6790368750554171+0.027423679899637007j)
13260000000.0,(-0.6794190541199563+0.02833024147311355j)
13280000000.0,(-0.6797675477504279+0.029258046944911267j)
13300000000.0,(-0.6800812861943045+0.03020578174525542j)
13320000000.0,(-0.68035925422015+0.031172080631734548j)
13340000000.0,(-0.6806004930582128+0.0321555299630795j)
13360000000.0,(-0.6808041022631452+0.03315466999296743j)
13380000000.0,(-0.6809692415061074+0.034167997184092046j)
13400000000.0,(-0.6810951323030172+0.03519396654387811j)
13420000000.0,(-0.6811810596850889+0.03623099398427929j)
13440000000.0,(-0.6812263738170763+0.037277458709060365j)
13460000000.0,(-0.681230491567808+0.03833170563285017j)
13480000000.0,(-0.6811928980366944+0.03939204783701274j)
13500000000.0,(-0.6811131480388831+0.040456769068057126j)
13520000000.0,(-0.6809908675506907+0.04152412628484664j)
13540000000.0,(-0.6808257551158002+0.042592352261301064j)
13560000000.0,(-0.6806175832115585+0.04365965825159089j)
13580000000.0,(-0.6803661995734848+0.04472423672499169j)
13600000000.0,(-0.6800715284748705+0.04578426417761557j)
13620000000.0,(-0.6797335719570916+0.04683790402813662j)
13640000000.0,(-0.6793524110049942+0.047883309604399946j)
13660000000.0,(-0.6789282066604587+0.048918627227424946j)
13680000000.0,(-0.6784612010660118+0.04994199939879824j)
13700000000.0,(-0.6779517184291448+0.05095156809679406j)
13720000000.0,(-0.6774001658968456+0.051945478185746956j)
13740000000.0,(-0.6768070343287381+0.05292188094226476j)
13760000000.0,(-0.6761728989562039+0.05387893770076974j)
13780000000.0,(-0.675498419913911+0.054814823619641066j)
13800000000.0,(-0.6747843426293428+0.05572773156785995j)
13820000000.0,(-0.6740314980552033+0.05661587613058156j)
13840000000.0,(-0.6732408027289793+0.05747749773044684j)
13860000000.0,(-0.6724132586435266+0.05831086685973083j)
13880000000.0,(-0.6715499529122575+0.0591142884166165j)
13900000000.0,(-0.6706520572124404+0.059886106136973045j)
13920000000.0,(-0.6697208269902211+0.06062470711106616j)
13940000000.0,(-0.6687576004112914+0.06132852637259679j)
13960000000.0,(-0.6677637970416864+0.06199605154542549j)
13980000000.0,(-0.6667409162439308+0.06262582753128393j)
14000000000.0,(-0.6656905352748052+0.06321646121972883j)
