f,s11
6785000000.0,(0.0007843035311314341+0.00015431620589370719j)
6850000000.0,(0.0007843408209660258+0.00015579365371474487j)
6915000000.0,(0.0007843776094411331+0.0001572710761356322j)
6980000000.0,(0.0007844139208220255+0.00015874847292501318j)
7045000000.0,(0.0007844497782758226+0.00016022584385167864j)
7110000000.0,(0.0007844852039320845+0.000161703188684735j)
7175000000.0,(0.0007845202189380684+0.00016318050719360384j)
7240000000.0,(0.0007845548435123197+0.00016465779914831438j)
7305000000.0,(0.0007845890969937107+0.00016613506431889419j)
7370000000.0,(0.0007846229978886326+0.00016761230247592208j)
7435000000.0,(0.0007846565639144553+0.00016908951339002738j)
7500000000.0,(0.0007846898120397669+0.00017056669683278595j)
7565000000.0,(0.0007847227585235294+0.0001720438525753015j)
7630000000.0,(0.0007847554189520101+0.00017352098038985497j)
7695000000.0,(0.0007847878082718496+0.00017499808004860465j)
7760000000.0,(0.0007848199408232389+0.0001764751513239271j)
7825000000.0,(0.0007848518303683083+0.0001779521939893902j)
7890000000.0,(0.0007848834901226453+0.00017942920781803664j)
7955000000.0,(0.0007849149327792879+0.00018090619258396382j)
8020000000.0,(0.0007849461705363559+0.00018238314806100328j)
8085000000.0,(0.0007849772151196824+0.00018386007402390215j)
8150000000.0,(0.0007850080778058132+0.0001853369702479719j)
8215000000.0,(0.0007850387694439056+0.00018681383650821204j)
8280000000.0,(0.0007850693004752543+0.00018829067258076544j)
8345000000.0,(0.0007850996809526378+0.00018976747824190848j)
8410000000.0,(0.0007851299205587801+0.00019124425326819556j)
8475000000.0,(0.0007851600286231963+0.00019272099743697358j)
8540000000.0,(0.0007851900141380108+0.00019419771052575814j)
8605000000.0,(0.0007852198857744502+0.00019567439231278524j)
8670000000.0,(0.000785249651896345+0.00019715104257630575j)
8735000000.0,(0.000785279320574093+0.0001986276610956997j)
8800000000.0,(0.0007853088995986365+0.00020010424765029542j)
8865000000.0,(0.0007853383964928295+0.00020158080201964227j)
8930000000.0,(0.0007853678185232827+0.0002030573239848134j)
8995000000.0,(0.000785397172712813+0.0002045338133265575j)
9060000000.0,(0.0007854264658499159+0.00020601026982614614j)
9125000000.0,(0.0007854557044990866+0.00020748669326604076j)
9190000000.0,(0.0007854848950105069+0.00020896308342796435j)
9255000000.0,(0.0007855140435293481+0.0002104394400957344j)
9320000000.0,(0.000785543156004574+0.00021191576305234236j)
9385000000.0,(0.0007855722381969264+0.00021339205208226428j)
9450000000.0,(0.0007856012956866009+0.00021486830697019314j)
9515000000.0,(0.0007856303338818169+0.00021634452750094021j)
9580000000.0,(0.0007856593580247838+0.00021782071346072054j)
9645000000.0,(0.0007856883731988328+0.00021929686463571614j)
9710000000.0,(0.0007857173843358125+0.0002207729808129261j)
9775000000.0,(0.0007857463962207362+0.00022224906177996772j)
9840000000.0,(0.0007857754134991488+0.00022372510732479315j)
9905000000.0,(0.0007858044406816885+0.00022520111723640221j)
9970000000.0,(0.0007858334821505182+0.00022667709130409577j)
10035000000.0,(0.0007858625421636925+0.00022815302931779354j)
10100000000.0,(0.0007858916248598229+0.00022962893106824j)
10165000000.0,(0.0007859207342641336+0.0002311047963468614j)
10230000000.0,(0.0007859498742914518+0.0002325806249456401j)
10295000000.0,(0.0007859790487514746+0.00023405641665696407j)
10360000000.0,(0.000786008261352188+0.00023553217127435483j)
10425000000.0,(0.0007860375157047883+0.00023700788859153644j)
10490000000.0,(0.0007860668153261933+0.00023848356840363538j)
10555000000.0,(0.0007860961636436056+0.00023995921050583784j)
10620000000.0,(0.0007861255639973015+0.00024143481469443873j)
10685000000.0,(0.0007861550196447301+0.00024291038076585352j)
10750000000.0,(0.000786184533762836+0.00024438590851804233j)
10815000000.0,(0.0007862141094516827+0.0002458613977490802j)
10880000000.0,(0.000786243749736779+0.00024733684825842224j)
10945000000.0,(0.0007862734575726914+0.0002488122598457492j)
11010000000.0,(0.0007863032358447542+0.00025028763231175756j)
11075000000.0,(0.000786333087372666+0.00025176296545778977j)
11140000000.0,(0.0007863630149121542+0.00025323825908604063j)
11205000000.0,(0.0007863930211576532+0.0002547135129997076j)
11270000000.0,(0.0007864231087441213+0.0002561887270026392j)
11335000000.0,(0.0007864532802501455+0.0002576639008997092j)
11400000000.0,(0.0007864835381993287+0.00025913903449617195j)
11465000000.0,(0.0007865138850625355+0.0002606141275986282j)
11530000000.0,(0.0007865443232594404+0.0002620891800143378j)
11595000000.0,(0.0007865748551612236+0.0002635641915515774j)
11660000000.0,(0.000786605483091301+0.0002650391620195655j)
11725000000.0,(0.0007866362093279654+0.00026651409122802457j)
11790000000.0,(0.0007866670361053806+0.0002679889789878271j)
11855000000.0,(0.0007866979656158207+0.00026946382511117156j)
11920000000.0,(0.0007867290000104682+0.0002709386294107541j)
11985000000.0,(0.0007867601414013128+0.0002724133917002998j)
12050000000.0,(0.0007867913918627692+0.00027388811179441885j)
12115000000.0,(0.0007868227534323357+0.00027536278950915556j)
12180000000.0,(0.0007868542281129032+0.0002768374246609361j)
12245000000.0,(0.0007868858178726507+0.00027831201706782997j)
12310000000.0,(0.0007869175246477662+0.00027978656654859376j)
12375000000.0,(0.0007869493503429467+0.00028126107292278363j)
12440000000.0,(0.0007869812968323142+0.0002827355360114472j)
12505000000.0,(0.0007870133659606289+0.0002842099556366736j)
12570000000.0,(0.0007870455595445697+0.0002856843316215379j)
12635000000.0,(0.0007870778793738864+0.0002871586637899405j)
12700000000.0,(0.0007871103272116719+0.00028863295196738864j)
12765000000.0,(0.0007871429047960104+0.000290107195980392j)
12830000000.0,(0.0007871756138404973+0.0002915813956564757j)
12895000000.0,(0.0007872084560357705+0.0002930555508240984j)
12960000000.0,(0.0007872414330491702+0.00029452966131354475j)
13025000000.0,(0.000787274546527101+0.0002960037269556837j)
13090000000.0,(0.0007873077980940418+0.0002974777475830941j)
13155000000.0,(0.0007873411893550918+0.00029895172302899035j)
13220000000.0,(0.0007873747218952925+0.00030042565312857146j)
13285000000.0,(0.0007874083972818113+0.00030189953771773986j)
13350000000.0,(0.0007874422170627832+0.000303373376633869j)
13415000000.0,(0.0007874761827698107+0.00030484716971558893j)
13480000000.0,(0.000787510295917173+0.00030632091680300543j)
13545000000.0,(0.0007875445580034443+0.00030779461773737245j)
13610000000.0,(0.0007875789705121066+0.000309268272361396j)
13675000000.0,(0.000787613534910829+0.00031074188051899j)
13740000000.0,(0.0007876482526538824+0.00031221544205564216j)
13805000000.0,(0.0007876831251815659+0.0003136889568182361j)
13870000000.0,(0.0007877181539207141+0.0003151624246550107j)
13935000000.0,(0.0007877533402856923+0.0003166358454155599j)
14000000000.0,(0.0007877886856788893+0.00031810921895135787j)
