f,s11,ZL,ZL_a
7500000000.0,(-0.7402261719168134-0.13909715856246802j),(1438.2197624325506-924.6329228676356j),10129.740564144304
7565000000.0,(-0.30842393414090136-0.2600768993720925j),(1304.1219153241325-810.2196216219984j),2772.021515331373
7630000000.0,(-0.1913171441471082-0.24896005882298106j),(1223.3391028811043-675.7420745950963j),2010.2041501716694
7695000000.0,(-0.12024316926162772-0.21262075521629467j),(1202.3510204173153-543.731872798113j),1662.4300579505114
7760000000.0,(-0.05319632387401351-0.16790499142948495j),(1238.245150280118-429.1274464501199j),1453.4881045023426
7825000000.0,(0.02608310709908869-0.12753185719282056j),(1335.5419514798418-346.51996884391167j),1310.7117674974577
7890000000.0,(0.12378203118788568-0.10811229109737727j),(1504.8091519026775-334.40920942161426j),1205.478043542579
7955000000.0,(0.22998347942908062-0.13195845764423758j),(1712.0277403626121-486.0016367815569j),1123.9351530142972
8020000000.0,(0.30800403500422985-0.2075936075544942j),(1748.1103498749483-841.9498025741262j),1058.4590477754055
8085000000.0,(0.3235345436717049-0.2972963816534568j),(1484.534447567792-1093.877059559707j),1004.4633671605959
8150000000.0,(0.29793900770342496-0.35068467034717443j),(1227.4298140228475-1092.1392823143376j),959.0027651617513
8215000000.0,(0.27797667725508257-0.3651766489324878j),(1109.4030528583326-1026.452822570592j),920.0883720721079
8280000000.0,(0.28474737743190337-0.369524064253594j),(1069.8908802111587-1010.647067491808j),886.3226264095839
8345000000.0,(0.3119549087678533-0.39226519431214396j),(1022.6736943495749-1071.4550885397477j),856.6911456490669
8410000000.0,(0.33419809646522597-0.44838098323744446j),(885.7648063190138-1155.7679904177955j),830.4376126788185
8475000000.0,(0.31995809632265537-0.5248444859188686j),(680.3974378753153-1147.9359858657529j),806.9851946413759
8540000000.0,(0.26394479887903155-0.583816865323055j),(524.8834863337692-1039.662440920533j),785.8853394798346
8605000000.0,(0.1962880155353627-0.603571756507264j),(453.25497417226813-916.2245796038741j),766.7833512622747
8670000000.0,(0.14506120215464519-0.5967410259160778j),(429.39954303896354-822.7896967866708j),749.3946133883964
8735000000.0,(0.1145239213618489-0.5861058216630333j),(418.5037769707069-762.5151846160708j),733.4877757835104
8800000000.0,(0.09294298490558323-0.5849257112882722j),(400.646241580817-721.9340730555435j),718.8726182731474
8865000000.0,(0.06542121808645418-0.591599070484203j),(372.3088127994158-682.1964026850947j),705.3911276778621
8930000000.0,(0.026271360345493103-0.5931258725560941j),(345.1434308002092-632.3084418736718j),692.9108295785309
8995000000.0,(-0.015693465797327014-0.5784359814355975j),(331.71080485257056-576.919446833105j),681.3197313624987
9060000000.0,(-0.04689491758743374-0.5491428593806378j),(334.0471512789564-526.941344693071j),670.522436037642
9125000000.0,(-0.06066021627036261-0.5156858911865384j),(346.8002746366546-489.7120730295852j),660.4371196124719
9190000000.0,(-0.05877392086993464-0.48886507778076815j),(362.6230131670171-468.01449935358823j),650.9931542099356
