f,s11,ZL,ZL_a
1000000000.0,(-0.08874592659233782+0.2497712305714294j),(283.92088138605374+152.54884781230498j),381.0353518919984
1065000000.0,(-0.12837847843713418+0.07068618701733892j),(291.2967575527705+42.08520206926796j),380.5181794163341
1130000000.0,(-0.1326843524496525+0.015263021992517353j),(290.91896359758545+9.041895286074821j),380.08926216833174
1195000000.0,(-0.1374100923151451-0.024407544345230837j),(287.6722379869736-14.321693176984347j),379.72953451972677
1260000000.0,(-0.1493836986768453-0.07219571602293029j),(278.20364491893355-41.30731861266895j),379.42483035476135
1325000000.0,(-0.20894674216230089-0.16680256833039087j),(236.38170023945136-84.92903276215883j),379.16444212831124
1390000000.0,(-0.5594289111094986+0.102489893778078j),(104.96824143966116+31.80377093602892j),378.94015237073154
1455000000.0,(-0.20077272278379005+0.13007078680477138j),(244.77457972957103+67.54130460017774j),378.7455681638506
1520000000.0,(-0.16653884305482056+0.05535915209888991j),(269.0238601036332+30.73241860094389j),378.57565469710823
1585000000.0,(-0.16613565242023953+0.011954304151771953j),(270.5317835728992+6.652608143958719j),378.42640251286895
1650000000.0,(-0.18031208758818093-0.025964788184135935j),(262.40309618961646-14.094221173223831j),378.2945862995265
1715000000.0,(-0.2232328416854714-0.06662645549168343j),(238.31822572794576-33.57899613263322j),378.1775874913771
1780000000.0,(-0.34496222036805385-0.052952984329491665j),(183.26312445368166-22.100573851412594j),378.07326205946265
1845000000.0,(-0.3169733588391128+0.11855237535407162j),(191.41898889589675+51.25660540431293j),377.97984078086864
1910000000.0,(-0.21902976596186383+0.09979639970059873j),(237.97110181792897+50.41821497559594j),377.8958531654877
1975000000.0,(-0.19845701420045686+0.05718767140950048j),(251.2583689908835+30.01820721693176j),377.8200688291616
2040000000.0,(-0.20558889728890267+0.023094973226984127j),(248.68576607044744+12.000401471426189j),377.75145188038204
2105000000.0,(-0.2341313874277531-0.0042467766254683965j),(234.37642434025437-2.106182287534089j),377.68912511715547
2170000000.0,(-0.2944098813690212-0.007774745815650757j),(205.82846748252098-3.50450004285296j),377.63234169215445
2235000000.0,(-0.34331470438086514+0.07082891824932823j),(183.0233147017107+29.55894026715737j),377.58046251558085
2300000000.0,(-0.28001944184217503+0.13153892277653084j),(206.18905034942858+59.985152609586784j),377.5329381040181
2365000000.0,(-0.23344276901234+0.11007501678341239j),(229.76493057623063+54.19263919700609j),377.4892939020231
2430000000.0,(-0.2270771672944238+0.07909632862111345j),(235.2056098498642+39.49119175509582j),377.4491183367063
2495000000.0,(-0.24411842699008054+0.05547308926831179j),(228.09815486535817+26.998653092198506j),377.41205303835756
2560000000.0,(-0.28148775670924203+0.047993263501036845j),(210.765514699724+22.02667657257046j),377.3777847892455
2625000000.0,(-0.3265387744346743+0.08125413400942161j),(189.44563608604017+34.71754282577191j),377.34603885991015
2690000000.0,(-0.31770296732322817+0.14835970016352487j),(188.20301563985888+63.67164585413999j),377.3165734660605
2755000000.0,(-0.2665997337915716+0.16366280234627625j),(208.67854160248297+75.71541035993016j),377.289175135621
2820000000.0,(-0.24326174170212495+0.1416046597094374j),(221.85750485713015+68.23852540053535j),377.26365481894595
2885000000.0,(-0.24832643371554586+0.11924157771141537j),(221.68830578867855+57.21030626310078j),377.23984460893024
2950000000.0,(-0.2723377727540987+0.10919911486233513j),(211.39861211618387+50.51832161490842j),377.21759496406224
3015000000.0,(-0.30649309697736327+0.12412480299434535j),(195.0566772039567+54.367563711449485j),377.1967723481174
3080000000.0,(-0.3209773717417622+0.17246845278461903j),(184.30937001938932+73.3083941710106j),377.17725721651595
3145000000.0,(-0.28782938799353963+0.2115439446268587j),(193.1799246833072+93.68611620364963j),377.15894229232157
3210000000.0,(-0.2520016142955663+0.20657711744710508j),(209.3534760882239+96.77023408839385j),377.14173108520174
3275000000.0,(-0.2436343157065736+0.18666518583447933j),(216.00136243327367+89.0262848459325j),377.1255366149749
3340000000.0,(-0.25670224781134277+0.17407528469155426j),(211.74972081497617+81.56742976905113j),377.1102803080537
3405000000.0,(-0.2814663086811205+0.17952644419349156j),(200.11364382666093+80.86390929460607j),377.095891040518
3470000000.0,(-0.3009010206876307+0.2111607942301447j),(187.7603684695231+91.6846289622428j),377.08230430595825
3535000000.0,(-0.2874411268520042+0.254283494027933j),(186.70323479430948+111.35118185886421j),377.0694614898259
3600000000.0,(-0.2500582414652293+0.26811939789009964j),(199.67429365899702+123.70058048725627j),377.0573092349891
3665000000.0,(-0.2285353606316915+0.25433458412042304j),(211.54181004762313+121.8509369233765j),377.04579888561705
3730000000.0,(-0.23071207209632538+0.2395853709722286j),(213.3030748662061+114.92236288204403j),377.0348859985279
3795000000.0,(-0.2472419106379148+0.23835374233807838j),(206.24703569231346+111.46591473202207j),377.0245299128055
3860000000.0,(-0.2651292702412677+0.25795673704242067j),(195.20546436496068+116.67427845616659j),377.0146933698713
3925000000.0,(-0.26382995737232373+0.29503118074330964j),(188.77028149507245+132.07587722870065j),377.0053421773629
3990000000.0,(-0.23363900164171963+0.32126637241198447j),(195.37943771560256+149.0591033705058j),376.9964449111377
4055000000.0,(-0.2027744774216919+0.31729351998192507j),(209.0901183667689+154.60818630088934j),376.9879726505361
4120000000.0,(-0.19372484309406862+0.301896879049989j),(216.65392286649697+150.13191614394535j),376.9798987427282
4185000000.0,(-0.20234516916408904+0.2949679947225791j),(214.49180452795025+145.10221808628793j),376.9721985925473
4250000000.0,(-0.21675772803441754+0.30530718316827177j),(205.9562174331991+146.2657559895623j),376.9648494747065
4315000000.0,(-0.2211571408398651+0.33363121870074874j),(197.53804626477276+156.95748978461657j),376.9578303657154
4380000000.0,(-0.20072383606852234+0.36388242691670286j),(198.10808930744753+174.27316346217256j),376.9511217931679
4445000000.0,(-0.16673338320421421+0.37058811433294486j),(209.99415142038353+186.42867978265943j),376.94470570037936
4510000000.0,(-0.1471348044527304+0.35718304607226575j),(222.16077672151806+186.54139606026115j),376.93856532461183
