f,s11,s21,ZL,ZL_a
2700000000.0,(-0.6653038229516328+0.0035197912796652293j),(-0+0j),(75.71430137795853+0.9562913965829835j),376.73176489471365
2785000000.0,(-0.6653355734429226+0.0036247798842267173j),(-0+0j),(75.70553543348302+0.9847776838551275j),376.7316776489208
2870000000.0,(-0.6653681667062763+0.003729262868568795j),(-0+0j),(75.69653943699707+1.0131233966866087j),376.7315980396003
2955000000.0,(-0.6654015899756853+0.003833229851973114j),(-0+0j),(75.68731677473478+1.0413256604860681j),376.731525200864
3040000000.0,(-0.6654358304149782+0.003936670834852542j),(-0+0j),(75.67787087680013+1.0693817074182417j),376.7314583861605
3125000000.0,(-0.6654708751178202+0.0040395762004598644j),(-0+0j),(75.668205213175+1.0972888768546203j),376.73139694906956
3210000000.0,(-0.6655067111102346+0.004141936715999354j),(-0+0j),(75.65832328975225+1.1250446156571041j),376.73134032760726
3295000000.0,(-0.6655433253550821+0.00424374353315366j),(-0+0j),(75.64822864440079+1.152646478298322j),376.7312880313294
3380000000.0,(-0.6655807047580643+0.0043449881880382015j),(-0+0j),(75.6379248430707+1.180092126821702j),376.73123963067457
3465000000.0,(-0.6656188361749031+0.0044456626005984256j),(-0-0j),(75.62741547594464+1.2073793306457334j),376.73119474811455
3550000000.0,(-0.6656577064194249+0.004545759073464578j),(-0-0j),(75.61670415364246+1.2345059662164721j),376.73115305077107
3635000000.0,(-0.6656973022723172+0.004645270290279762j),(-0-0j),(75.60579450348519+1.2614700165127624j),376.73111424422484
3720000000.0,(-0.6657376104903853+0.004744189313518969j),(-0-0j),(75.59469016582445+1.288269570409178j),376.73107806730445
3805000000.0,(-0.6657786178161584+0.004842509581816012j),(-0-0j),(75.58339479044255+1.314902821901436j),376.7310442876806
3890000000.0,(-0.6658203109877195+0.004940224906817988j),(-0-0j),(75.57191203302884+1.3413680691998313j),376.7310126981268
3975000000.0,(-0.6658626767486658+0.005037329469584662j),(-0-0j),(75.56024555173705+1.3676637136957341j),376.730983113333
4060000000.0,(-0.6659057018581059+0.005133817816554083j),(-0-0j),(75.54839900382811+1.3937882588070067j),376.7309553671827
4145000000.0,(-0.6659493731006342+0.005229684855093495j),(-0-0j),(75.53637604240245+1.4197403087078693j),376.73092931041487
4230000000.0,(-0.6659936772962122+0.00532492584865619j),(-0-0j),(75.52418031322614+1.4455185669491022j),376.7309048086133
4315000000.0,(-0.6660386013099171+0.0054195364115650615j),(-0-0j),(75.51181545165313+1.4711218349743218j),376.73088174046904
4400000000.0,(-0.6660841320615072+0.00551351250344459j),(-0-0j),(75.49928507964813+1.4965490105385575j),376.7308599962765
4485000000.0,(-0.6661302565347731+0.005606850423320413j),(-0-0j),(75.48659280291156+1.521799086034727j),376.730839476626
4570000000.0,(-0.6661769617866431+0.005699546803410649j),(-0-0j),(75.47374220810963+1.5468711467342688j),376.7308200912662
4655000000.0,(-0.6662242349560182+0.0057915986026272825j),(-0-0j),(75.46073686021126+1.571764368948141j),376.73080175810975
4740000000.0,(-0.6662720632723137+0.005883003099810927j),(-0-0j),(75.44758029993369+1.5964780181136018j),376.7307844023628
4825000000.0,(-0.6663204340636908+0.005973757886718365j),(-0-0j),(75.434276041298+1.6210114468130765j),376.73076795576105
4910000000.0,(-0.6663693347649637+0.0060638608607856345j),(-0-0j),(75.42082756929561+1.6453640927312616j),376.73075235589744
4995000000.0,(-0.6664187529251695+0.0061533102176855895j),(-0-0j),(75.40723833766637+1.6695354765557608j),376.7307375456292
5080000000.0,(-0.6664686762147909+0.006242104443701014j),(-0-0j),(75.393511766789+1.693525199827196j),376.7307234725541
5165000000.0,(-0.6665190924326257+0.006330242307933028j),(-0-0j),(75.37965124168367+1.7173329427446764j),376.7307100885456
5250000000.0,(-0.6665699895122973+0.006417722854365622j),(-0-0j),(75.36566011012654+1.7409584619318392j),376.7306973493418
5335000000.0,(-0.6666213555283993+0.006504545393803486j),(-0-0j),(75.35154168087638+1.76440158816898j),376.73068521417827
5420000000.0,(-0.6666731787022789+0.0065907094957033925j),(-0-0j),(75.33729922201198+1.7876622240965856j),376.73067364546165
5505000000.0,(-0.66672544740745+0.006676214979916805j),(-0-0j),(75.32293595938003+1.8107403418952275j),376.7306626084787
5590000000.0,(-0.6667781501746428+0.006761061908361967j),(-0-0j),(75.30845507515197+1.8336359809471128j),376.73065207113484
5675000000.0,(-0.6668312756964894+0.006845250576641741j),(-0-0j),(75.29385970648877+1.8563492454838297j),376.73064200372096
5760000000.0,(-0.6668848128318461+0.006928781505625041j),(-0-0j),(75.27915294431207+1.8788803022249307j),376.7306323787039
5845000000.0,(-0.6669387506097607+0.007011655433004862j),(-0-0j),(75.26433783217993+1.9012293780117766j),376.73062317053757
5930000000.0,(-0.6669930782330834+0.007093873304854286j),(-0-0j),(75.24941736526556+1.9233967574415916j),376.73061435549374
6015000000.0,(-0.6670477850817328+0.007175436267187155j),(-0-0j),(75.23439448943681+1.9453827805045174j),376.73060591150886
6100000000.0,(-0.6671028607156169+0.007256345657544964j),(-0-0j),(75.2192721004345+1.967187840229141j),376.73059781804545
6185000000.0,(-0.6671582948772218+0.007336602996618143j),(-0-0j),(75.20405304314721+1.9888123803389008j),376.73059005596804
6270000000.0,(-0.6672140774938689+0.0074162099799171865j),(-0-0j),(75.18874011098015+2.010256892923816j),376.7305826074288
6355000000.0,(-0.6672701986796529+0.00749516846950509j),(-0-0j),(75.1733360453159+2.0315219161304743j),376.730575455766
6440000000.0,(-0.6673266487370688+0.007573480485802104j),(-0-0j),(75.15784353506407+2.0526080318735476j),376.7305685854096
6525000000.0,(-0.6673834181583318+0.007651148199474392j),(-0-0j),(75.14226521629756+2.0735158635719366j),376.7305619817977
6610000000.0,(-0.6674404976264025+0.0077281739234155j),(-0-0j),(75.12660367197276+2.094246073912105j),376.7305556312981
6695000000.0,(-0.6674978780157279+0.007804560104831788j),(-0-0j),(75.11086143173056+2.11479936264147j),376.73054952113864
6780000000.0,(-0.6675555503927033+0.0078803093174391j),(-0-0j),(75.09504097177582+2.13517646439417j),376.7305436393427
6865000000.0,(-0.667613506015866+0.007955424253780012j),(-0-0j),(75.07914471483244+2.1553781465514987j),376.7305379746706
6950000000.0,(-0.6676717363358331+0.008029907717668353j),(-0-0j),(75.0631750301707+2.175405207139016j),376.73053251656563
7035000000.0,(-0.6677302329949901+0.008103762616768276j),(-0-0j),(75.04713423370464+2.195258472762249j),376.73052725510496
7120000000.0,(-0.6677889878269395+0.008176991955315656j),(-0-0j),(75.03102458815626+2.214938796583117j),376.7305221809546
7205000000.0,(-0.6678479928557234+0.008249598826984577j),(-0-0j),(75.0148483032837+2.2344470563378835j),376.73051728532783
7290000000.0,(-0.6679072402948248+0.008321586407907464j),(-0-0j),(74.99860753617062+2.253784152398887j),376.730512559947
7375000000.0,(-0.6679667225459615+0.008392957949851428j),(-0-0j),(74.98230439157403+2.272951005880777j),376.73050799700906
7460000000.0,(-0.6680264321976797+0.008463716773555978j),(-0-0j),(74.96594092232729+2.2919485567926214j),376.73050358915276
7545000000.0,(-0.6680863620237588+0.008533866262235625j),(-0-0j),(74.9495191297963+2.3107777622368837j),376.73049932942905
7630000000.0,(-0.6681465049814358+0.008603409855249803j),(-0-0j),(74.93304096438519+2.329439594655921j),376.73049521127405
7715000000.0,(-0.6682068542094586+0.008672351041945508j),(-0-0j),(74.91650832608966+2.347935040127149j),376.7304912284832
7800000000.0,(-0.66826740302598+0.008740693355670048j),(-0-0j),(74.89992306509455+2.366265096706714j),376.7304873751884
7885000000.0,(-0.668328144926297+0.008808440367962031j),(-0-0j),(74.88328698241368+2.384430772823265j),376.7304836458358
7970000000.0,(-0.668389073580451+0.008875595682916172j),(-0-0j),(74.86660183056867+2.4024330857209795j),376.7304800351666
8055000000.0,(-0.668450182830689+0.008942162931727593j),(-0-0j),(74.84986931430501+2.4202730599530997j),376.7304765381975
8140000000.0,(-0.6685114666888048+0.00900814576741334j),(-0-0j),(74.83309109134242+2.437951725925571j),376.73047315020426
8225000000.0,(-0.6685729193333596+0.009073547859713017j),(-0-0j),(74.81626877315693+2.455470118490851j),376.7304698667055
8310000000.0,(-0.6686345351067945+0.009138372890168197j),(-0-0j),(74.79940392579299+2.4728292755924293j),376.7304666834479
8395000000.0,(-0.6686963085124443+0.00920262454738019j),(-0-0j),(74.78249807070264+2.4900302369590706j),376.73046359639204
8480000000.0,(-0.6687582342114572+0.009266306522446453j),(-0-0j),(74.76555268561039+2.5070740428494425j),376.73046060170043
8565000000.0,(-0.6688203070196284+0.009329422504573314j),(-0-0j),(74.74856920540022+2.523961732846219j),376.7304576957247
8650000000.0,(-0.6688825219041582+0.009391976176865461j),-0j,(74.7315490230246+2.5406943446997463j),376.7304548749948
8735000000.0,(-0.668944873980338+0.009453971212290567j),-0j,(74.71449349043174+2.5572729132206455j),376.730452136209
8820000000.0,(-0.6690073585081724+0.009515411269817906j),-0j,(74.69740391951017+2.573698469221244j),376.7304494762237
8905000000.0,(-0.669069970888945+0.00957629999072604j),-0j,(74.68028158304837+2.589972038504364j),376.7304468920446
8990000000.0,(-0.6691327066617324+0.009636640995085285j),-0j,(74.66312771570813+2.6060946409007877j),376.7304443808183
9075000000.0,(-0.6691955614998756+0.009696437878402861j),-0j,(74.64594351500884+2.6220672893522616j),376.7304419398245
9160000000.0,(-0.6692585312074097+0.009755694208438352j),-0j,(74.62873014232265+2.6378909890420488j),376.73043956646825
9245000000.0,(-0.6693216117154637+0.009814413522179873j),-0j,(74.61148872387746+2.6535667365702253j),376.73043725827387
9330000000.0,(-0.6693847990786315+0.009872599322982612j),-0j,(74.59422035176686+2.669095519174235j),376.7304350128773
9415000000.0,(-0.6694480894713196+0.009930255077865371j),-0j,(74.57692608496588+2.6844783139935373j),376.73043282802115
9500000000.0,(-0.6695114791840806+0.009987384214964203j),-0j,(74.55960695035031+2.6997160873778085j),376.73043070154847
9585000000.0,(-0.6695749646199305+0.010043990121137571j),-0j,(74.54226394371896+2.7148097942373273j),376.73042863139733
9670000000.0,(-0.6696385422906609+0.01010007613972419j),-0j,(74.52489803081754+2.7297603774358072j),376.73042661559646
9755000000.0,(-0.669702208813146+0.01015564556844767j),-0j,(74.50751014836239+2.744568767223952j),376.7304246522594
9840000000.0,(-0.6697659609056522+0.010210701657464807j),-0j,(74.49010120506375+2.7592358807127835j),376.73042273958157
9925000000.0,(-0.6698297953841493+0.010265247607559707j),-0j,(74.47267208264671+2.773762621387443j),376.7304208758349
10010000000.0,(-0.6698937091586321+0.01031928656847246j),-0j,(74.45522363686936+2.7881498786582757j),376.7304190593644
10095000000.0,(-0.669957699229454+0.010372821637366324j),-0j,(74.43775669853673+2.802398527450152j),376.73041728858465
10180000000.0,(-0.6700217626836737+0.010425855857429967j),-0j,(74.42027207451027+2.816509427829145j),376.73041556197586
10265000000.0,(-0.6700858966914236+0.010478392216605955j),-0j,(74.4027705487107+2.8304834246641004j),376.7304138780812
10350000000.0,(-0.6701500985022952+0.010530433646449735j),-0j,(74.38525288311534+2.844321347324175j),376.7304122355032
10435000000.0,(-0.6702143654417537+0.010581983021112039j),0j,(74.36771981874696+2.858024009410423j),376.7304106329013
10520000000.0,(-0.6702786949075744+0.010633043156442236j),0j,(74.35017207665524+2.871592208520676j),376.7304090689884
10605000000.0,(-0.6703430843663141+0.010683616809212005j),0j,(74.33261035888917+2.885026726047534j),376.7304075425295
10690000000.0,(-0.670407531349809+0.0107337066764524j),0j,(74.31503534945966+2.8983283270075417j),376.7304060523378
10775000000.0,(-0.6704720334517108+0.010783315394905546j),0j,(74.29744771529275+2.9114977599018217j),376.73040459727355
10860000000.0,(-0.6705365883240569+0.010832445540585888j),0j,(74.27984810717129+2.9245357566067263j),376.7304031762414
10945000000.0,(-0.6706011936738796+0.010881099628448842j),0j,(74.26223716066617+2.937443032294106j),376.73040178818803
11030000000.0,(-0.6706658472598555+0.010929280112163027j),0j,(74.24461549705518+2.950220285379613j),376.7304004321011
11115000000.0,(-0.6707305468889967+0.010976989383986177j),0j,(74.22698372423024+2.9628681974996867j),376.7303991070063
11200000000.0,(-0.6707952904133851+0.011024229774739276j),0j,(74.20934243759164+2.9753874335151984j),376.73039781196644
11285000000.0,(-0.670860075726954+0.01107100355387608j),0j,(74.19169222092907+2.9877786415411265j),376.7303965460795
11370000000.0,(-0.6709249007623128+0.011117312929649445j),0j,(74.17403364728966+3.000042453002619j),376.7303953084769
11455000000.0,(-0.6709897634876222+0.011163160049367217j),0j,(74.15636727983174+3.012179482715595j),376.7303940983222
11540000000.0,(-0.6710546619035196+0.011208546999737697j),0j,(74.13869367266474+3.0241903289913346j),376.73039291480984
11625000000.0,(-0.6711195940400921+0.011253475807301355j),0j,(74.12101337167422+3.036075573764991j),376.7303917571634
11710000000.0,(-0.6711845579539044+0.011297948438948628j),0j,(74.1033269153325+3.0478357827469607j),376.7303906246345
11795000000.0,(-0.6712495517250758+0.011341966802518056j),0j,(74.08563483549402+3.059471505596316j),376.7303895165019
11880000000.0,(-0.6713145734544164+0.011385532747474227j),0j,(74.067937658175+3.0709832761157507j),376.7303884320697
11965000000.0,(-0.6713796212606121+0.011428648065665355j),0j,(74.0502359043182+3.0823716124679024j),376.73038737066685
12050000000.0,(-0.6714446932774706+0.011471314492153783j),0j,(74.03253009054114+3.093637017411603j),376.730386331646
12135000000.0,(-0.671509787651221+0.011513533706121966j),0j,(74.01482072986836+3.104779978558073j),376.7303853143822
12220000000.0,(-0.6715749025378718+0.0115553073318479j),0j,(73.9971083324479+3.1158009686462673j),376.7303843182721
12305000000.0,(-0.6716400361006274+0.01159663693975286j),0j,(73.97939340625044+3.1267004458371344j),376.7303833427333
12390000000.0,(-0.6717051865073638+0.01163752404751296j),0j,(73.96167645775235+3.137478854025309j),376.73038238720335
12475000000.0,(-0.6717703519281639+0.011677970121238343j),0j,(73.94395799260147+3.14813662316878j),376.7303814511385
12560000000.0,(-0.6718355305329146+0.01171797657671678j),0j,(73.92623851626617+3.158674169635737j),376.73038053401393
12645000000.0,(-0.671900720488962+0.011757544780716877j),0j,(73.90851853466658+3.1690918965672816j),376.73037963532187
12730000000.0,(-0.6719659199588331+0.011796676052353109j),0j,(73.890798554789+3.179390194256688j),376.7303787545717
12815000000.0,(-0.6720311270980174+0.011835371664507741j),0j,(73.87307908528223+3.189569440543748j),376.73037789128904
12900000000.0,(-0.6720963400528119+0.011873632845311228j),0j,(73.85536063703644+3.19963000122434j),376.73037704501496
12985000000.0,(-0.6721615569582313+0.011911460779675387j),0j,(73.83764372374385+3.2095722304744085j),376.73037621530557
13070000000.0,(-0.6722267759359826+0.011948856610881521j),0j,(73.81992886244147+3.2193964712880287j),376.73037540173146
13155000000.0,(-0.6722919950925043+0.011985821442218613j),0j,(73.80221657403561+3.2291030559288325j),376.7303746038769
13240000000.0,(-0.6723572125170721+0.012022356338672971j),0j,(73.78450738380789+3.2386923063949844j),376.7303738213395
13325000000.0,(-0.6724224262799721+0.012058462328665745j),0j,(73.76680182190266+3.2481645348964956j),376.7303730537295
13410000000.0,(-0.6724876344307401+0.01209414040583583j),0j,(73.74910042379581+3.2575200443445764j),376.73037230067007
13495000000.0,(-0.6725528349964687+0.012129391530870842j),0j,(73.73140373074455+3.2667591288534163j),376.73037156179544
13580000000.0,(-0.6726180259801847+0.012164216633379589j),0j,(73.71371229021831+3.2758820742527464j),376.7303708367515
13665000000.0,(-0.6726832053592943+0.012198616613806989j),0j,(73.69602665631024+3.2848891586113886j),376.7303701251955
13750000000.0,(-0.6727483710840984+0.012232592345390253j),0j,(73.67834739012949+3.293780652771444j),376.7303694267947
13835000000.0,(-0.6728135210763799+0.012266144676154523j),0j,(73.66067506017404+3.302556820892641j),376.73036874122704
13920000000.0,(-0.6728786532280601+0.01229927443094418j),0j,(73.6430102426834+3.3112179210057695j),376.7303680681797
14005000000.0,(-0.6729437653999297+0.012331982413491876j),0j,(73.62535352197203+3.319764205575782j),376.73036740735
14090000000.0,(-0.6730088554204503+0.012364269408522224j),0j,(73.6077054907422+3.3281959220736708j),376.73036675844384
14175000000.0,(-0.6730739210846309+0.012396136183886143j),0j,(73.59006675037719+3.3365133135560745j),376.730366121176
14260000000.0,(-0.6731389601529787+0.01242758349272901j),0j,(73.57243791121337+3.3447166192533917j),376.73036549526995
14345000000.0,(-0.6732039703505226+0.012458612075687051j),0j,(73.55481959279248+3.352806075164981j),376.73036488045716
14430000000.0,(-0.6732689493659162+0.012489222663112401j),0j,(73.53721242409283+3.3607819146614046j),376.73036427647696
14515000000.0,(-0.6733338948506138+0.012519415977324276j),0j,(73.51961704373937+3.36864436909315j),376.7303636830765
14600000000.0,(-0.6733988044181249+0.012549192734884381j),0j,(73.5020341001932+3.3763936684052953j),376.73036310001
14685000000.0,(-0.6734636756433472+0.012578553648897497j),0j,(73.4844642519192+3.3840300417582325j),376.73036252703895
14770000000.0,(-0.6735285060619772+0.012607499431331073j),0j,(73.46690816753294+3.391553718152828j),376.7303619639315
14855000000.0,(-0.6735932931700018+0.012636030795353852j),0j,(73.4493665259251+3.3989649270603235j),376.7303614104627
14940000000.0,(-0.6736580344232679+0.012664148457696641j),0j,(73.43184001636502+3.4062638990571763j),376.73036086641383
15025000000.0,(-0.6737227272371347+0.012691853141023106j),0j,(73.41432933858142+3.41345086646215j),376.7303603315722
15110000000.0,(-0.6737873689862075+0.012719145576318943j),0j,(73.39683520282152+3.4205260639776354j),376.7303598057312
15195000000.0,(-0.6738519570041537+0.01274602650529127j),0j,(73.37935832988776+3.4274897293329123j),376.7303592886901
15280000000.0,(-0.6739164885836006+0.012772496682778165j),0j,(73.36189945115179+3.43434210392967j),376.73035878025377
15365000000.0,(-0.6739809609761198+0.012798556879167538j),0j,(73.34445930854605+3.441083433488997j),376.73035828023205
15450000000.0,(-0.6740453713922946+0.012824207882819261j),0j,(73.32703865453246+3.4477139686989893j),376.73035778844036
15535000000.0,(-0.6741097170018722+0.01284945050249454j),0j,(73.30963825204809+3.454233965863059j),376.73035730469917
15620000000.0,(-0.6741739949340019+0.01287428556978427j),0j,(73.29225887442794+3.4606436875477993j),376.7303568288336
15705000000.0,(-0.6742382022775614+0.01289871394153795j),(-0+0j),(73.2749013053042+3.466943403229803j),376.7303563606737
15790000000.0,(-0.6743023360815684+0.012922736502289088j),(-0+0j),(73.25756633848226+3.4731333899410233j),376.73035590005395
15875000000.0,(-0.6743663933556806+0.012946354166676714j),(-0+0j),(73.24025477779345+3.479213932912404j),376.73035544681335
15960000000.0,(-0.6744303710707823+0.012969567881856213j),(-0+0j),(73.22296743692377+3.4851853262138723j),376.7303550007951
16045000000.0,(-0.6744942661596638+0.012992378629903434j),(-0+0j),(73.20570513921925+3.491047873391564j),376.73035456184647
16130000000.0,(-0.6745580755177838+0.013014787430202507j),(-0+0j),(73.18846871746752+3.496801888100412j),376.7303541298189
16215000000.0,(-0.6746217960041265+0.013036795341822222j),(-0+0j),(73.17125901365543+3.5024476947323713j),376.7303537045677
16300000000.0,(-0.6746854244421449+0.013058403465869905j),(-0+0j),(73.15407687870284+3.5079856290383407j),376.7303532859518
16385000000.0,(-0.6747489576207963+0.013079612947826485j),(-0+0j),(73.13692317217254+3.5134160387440434j),376.7303528738339
16470000000.0,(-0.6748123922956664+0.013100424979860154j),(-0+0j),(73.1197987619562+3.5187392841594534j),376.7303524680803
16555000000.0,(-0.6748757251901835+0.013120840803108293j),(-0+0j),(73.10270452393648+3.5239557387791103j),376.7303520685605
16640000000.0,(-0.6749389529969253+0.013140861709934424j),(-0+0j),(73.08564134162488+3.529065789874826j),376.73035167514746
16725000000.0,(-0.675002072379012+0.013160489046150615j),(-0+0j),(73.06861010577641+3.534069839078696j),376.7303512877174
16810000000.0,(-0.6750650799715924+0.013179724213204383j),(-0+0j),(73.05161171397991+3.538968302955513j),376.7303509061497
16895000000.0,(-0.6751279723834199+0.013198568670326802j),(-0+0j),(73.03464707022474+3.5437616135643513j),376.7303505303265
16980000000.0,(-0.6751907461985152+0.013217023936641113j),(-0+0j),(73.01771708444429+3.54845021900881j),376.7303501601331
17065000000.0,(-0.6752533979779214+0.013235091593220618j),(-0+0j),(73.00082267203554+3.553034583972961j),376.73034979545776
17150000000.0,(-0.675315924261544+0.013252773285106465j),(-0+0j),(72.98396475335608+3.55751519024585j),376.73034943619126
17235000000.0,(-0.6753783215700829+0.013270070723264759j),(-0+0j),(72.9671442531971+3.5618925372291397j),376.7303490822271
17320000000.0,(-0.6754405864070475+0.013286985686496491j),(-0+0j),(72.95036210023468+3.566167142431447j),376.73034873346154
17405000000.0,(-0.6755027152608611+0.013303520023284205j),(-0+0j),(72.93361922645771+3.5703395419450894j),376.73034838979333
17490000000.0,(-0.6755647046070463+0.013319675653579076j),(-0-0j),(72.91691656657432+3.5744102909062843j),376.73034805112337
17575000000.0,(-0.6756265509105011+0.013335454570521398j),(-0-0j),(72.90025505739564+3.5783799639369076j),376.7303477173555
17660000000.0,(-0.6756882506278495+0.013350858842093718j),(-0-0j),(72.8836356371988+3.582249155567635j),376.73034738839533
17745000000.0,(-0.6757498002098806+0.01336589061269986j),(-0-0j),(72.86705924506825+3.5860184806407074j),376.7303470641512
17830000000.0,(-0.6758111961040619+0.01338055210467096j),(-0-0j),(72.85052682021708+3.5896885746925657j),376.73034674453316
17915000000.0,(-0.6758724347571332+0.013394845619690262j),(-0-0j),(72.83403930128776+3.5932600943143074j),376.73034642945373
18000000000.0,(-0.6759335126177773+0.013408773540134715j),(-0-0j),(72.81759762563321+3.596733717489339j),376.7303461188274
