f,s11,ZL,ZL_a
1000000000.0,(-0.20514575372916277+0.006634822694943338j),(248.46062149839244+3.441991307992803j),376.7408947925618
1015000000.0,(-0.20586195857768494+0.007227194704634816j),(248.0855815014677+3.7448236300848254j),376.740584342124
1030000000.0,(-0.2065795967849514+0.007836399553625079j),(247.70984853293012+4.055630295080559j),376.74028735676563
1045000000.0,(-0.20729810597252885+0.008462513572250632j),(247.33368991548923+4.3744225811658195j),376.74000306889803
1060000000.0,(-0.20801692974783453+0.00910558197959505j),(246.9573680465749+4.70119658409804j),376.7397307648601
1075000000.0,(-0.20873551954425812+0.009765620509137042j),(246.58113953099038+5.03593418712022j),376.7394697804346
1090000000.0,(-0.209453336255169+0.010442617049368918j),(246.205254429171+5.378604026486362j),376.7392194967944
1105000000.0,(-0.21016985167339133+0.01113653328791549j),(245.82995561354988+5.729162446502746j),376.7389793368297
1120000000.0,(-0.21088454974765886+0.011847306348972006j),(245.4554782256261+6.0875544387928935j),376.7387487618184
1135000000.0,(-0.211596927667438+0.01257485041504928j),(245.08204922646476+6.453714561224825j),376.7385272684027
1150000000.0,(-0.21230649678732844+0.013319058325136452j),(244.7098870335257+6.827567832631773j),376.7383143858387
1165000000.0,(-0.21301278340199786+0.014079803142428012j),(244.3392012369375+7.2090306000916895j),376.73810967349345
1180000000.0,(-0.21371532938236137+0.01485693968569672j),(243.9701923885492+7.598011376104382j),376.73791271856317
1195000000.0,(-0.21441369268335295+0.015650306019318657j),(243.60305185737283+7.994411643551429j),376.73772313398985
1210000000.0,(-0.2151074477333298+0.01645972489773849j),(243.23796174528613+8.398126626794499j),376.7375405565585
1225000000.0,(-0.21579618571474732+0.017285005160935833j),(242.87509485716916+8.809046027711958j),376.73736464515616
1240000000.0,(-0.21647951474536287+0.018125943078129092j),(242.51461471993724+9.22705472586339j),376.7371950791771
1255000000.0,(-0.21715705996881654+0.018982323637580248j),(242.15667564524412+9.652033442320898j),376.73703155706124
1270000000.0,(-0.2178284635629959+0.019853921780932114j),(241.80142283093906+10.083859367018475j),376.7368737949523
1285000000.0,(-0.2184933846741923+0.020740503581010317j),(241.44899249666398+10.52240674973682j),376.736721525465
1300000000.0,(-0.21915149928461675+0.021641827362487612j),(241.09951204927953+10.967547455083169j),376.7365744965514
1315000000.0,(-0.21980250002038976+0.02255764476522215j),(240.75310027412388+11.419151482032905j),376.73643247045715
1330000000.0,(-0.2204460959067371+0.023487701750413408j),(240.40986754837854+11.877087448758788j),376.7362952227598
1345000000.0,(-0.22108201207665518+0.024431739550076225j),(240.0699160731219+12.341223043640934j),376.7361625414816
1360000000.0,(-0.22170998943893153+0.02538949556057362j),(239.73334012091073+12.811425443451961j),376.7360342262701
1375000000.0,(-0.22232978431099332+0.026360704181219323j),(239.40022629599954+13.287561699827005j),376.73591008764214
1390000000.0,(-0.22294116802165104+0.0273450975991365j),(239.07065380456163+13.769499095189417j),376.7357899462833
1405000000.0,(-0.22354392648844829+0.028342406521756854j),(238.74469473251398+14.257105469375016j),376.7356736324
1420000000.0,(-0.2241378597739489+0.029352360858464835j),(238.42241432877591+14.750249518228584j),376.7355609851196
1435000000.0,(-0.22472278162495626+0.030374690353032707j),(238.10387129200356+15.248801065484123j),376.73545185193353
1450000000.0,(-0.22529851899830824+0.0314091251685602j),(237.78911805905372+15.752631309243853j),376.73534608818085
1465000000.0,(-0.2258649115765917+0.03245539642671851j),(237.47820109360916+16.261613044380145j),376.7352435565686
1480000000.0,(-0.22642181127681388+0.03351323670315038j),(237.17116117357824+16.775620862178144j),376.7351441267263
1495000000.0,(-0.22696908175476901+0.03458238048089362j),(236.86803367605185+17.294531328512086j),376.7350476747908
1510000000.0,(-0.227506597907595+0.03566256456374004j),(236.5688488587431+17.81822314183964j),376.7349540830208
1525000000.0,(-0.22803424537673708+0.0367535284514222j),(236.27363213698376+18.346577272255914j),376.734863239437
