f,s11,ZL,ZL_a
1000000000.0,(-0.1650138279377455+0.005598294757950292j),(270.00197898723076+3.1078234036348276j),376.7408947925618
1015000000.0,(-0.16652036768805448+0.0053763492987252935j),(269.1676952180534+2.976912038609905j),376.740584342124
1030000000.0,(-0.1679076303855361+0.004806147047364644j),(268.4030402237555+2.6548792201610842j),376.74028735676563
1045000000.0,(-0.16912986764054827+0.003943964853942598j),(267.73196922540745+2.1740739659738906j),376.74000306889803
1060000000.0,(-0.17016111360659042+0.0028304966771230122j),(267.16737240789666+1.5575435679014917j),376.7397307648601
1075000000.0,(-0.17098031376425432+0.001488178835967156j),(266.7194455656577+0.8177609208084451j),376.7394697804346
1090000000.0,(-0.17155877560891378-7.688315694639852e-05j),(266.4025941583018-0.04220596868674165j),376.7392194967944
1105000000.0,(-0.17184826534061176-0.0018703822086722417j),(266.2419094540758-1.0262591586985315j),376.7389793368297
1120000000.0,(-0.17176715503806433-0.0039018409608591125j),(266.2807622010215-2.1411761336021677j),376.7387487618184
1135000000.0,(-0.17118212823537546-0.006168711481510433j),(266.59109148349575-3.3884694019109993j),376.7385272684027
1150000000.0,(-0.1698852787354817-0.008621767591156893j),(267.2869767244967-4.746308448963731j),376.7383143858387
1165000000.0,(-0.16757704255145142-0.011090351168161972j),(268.5368630154836-6.129210995369051j),376.73810967349345
1180000000.0,(-0.16390159408280253-0.013137327834019054j),(270.5503511660309-7.306148706210967j),376.73791271856317
1195000000.0,(-0.15866840755570805-0.01385702121645148j),(273.46356706238123-7.776041026459135j),376.73772313398985
1210000000.0,(-0.1524527615799604-0.011881466124127668j),(276.99424578421446-6.7397921482046454j),376.7375405565585
1225000000.0,(-0.1472662675659235-0.006296715126007625j),(279.9994838800273-3.6044682606145466j),376.73736464515616
1240000000.0,(-0.14570104186739508+0.001672003339839362j),(280.91498284881595+0.9597587832825627j),376.7371950791771
1255000000.0,(-0.14835655704934447+0.009004002469178192j),(279.3551372685824+5.144269409923983j),376.73703155706124
1270000000.0,(-0.15344820866144346+0.013680249578638925j),(276.40712351790404+7.746488162133305j),376.7368737949523
1285000000.0,(-0.15900393697324425+0.015671786814655503j),(273.24873614962553+8.788955067669846j),376.736721525465
1300000000.0,(-0.16403683505971206+0.015787915381436275j),(270.43759147085314+8.777669796695797j),376.7365744965514
1315000000.0,(-0.16830652605137053+0.014763674568043233j),(268.0879744263163+8.148527363902497j),376.73643247045715
1330000000.0,(-0.17187982055158035+0.01304937088304637j),(266.1446214758346+7.158747312232226j),376.7362952227598
1345000000.0,(-0.17489658423692397+0.010867643533854181j),(264.5184580853271+5.931523442069805j),376.7361625414816
1360000000.0,(-0.17748414644556657+0.00829443321432622j),(263.1321837328816+4.507359369426109j),376.7360342262701
1375000000.0,(-0.17973256437771573+0.0053085247832566195j),(261.93134975807425+2.8738555495702074j),376.73591008764214
1390000000.0,(-0.18168567704388017+0.0018101283971690724j),(260.88707926196827+0.976722731484403j),376.7357899462833
1405000000.0,(-0.18332627907015567-0.0023856837985167336j),(260.00188392206894-1.2837156596897912j),376.7356736324
1420000000.0,(-0.1845357956770062-0.00758055530702604j),(259.3281761040805-4.070553507454422j),376.7355609851196
1435000000.0,(-0.18498811822683875-0.014254456015186793j),(259.0193539998286-7.64762007067041j),376.73545185193353
1450000000.0,(-0.183866341548275-0.023149323574807406j),(259.47051566488244-12.44037002914512j),376.73534608818085
1465000000.0,(-0.17908085201059917-0.035223051565657644j),(261.72706131141507-19.072984391821368j),376.7352435565686
1480000000.0,(-0.16526650094305256-0.050343458509536365j),(268.6678868285616-27.883596314260185j),376.7351441267263
1495000000.0,(-0.13237230201191572-0.059058922234908065j),(286.8506861709513-34.609340215898094j),376.7350476747908
1510000000.0,(-0.09142798635298038-0.03008471760744665j),(313.0932916706458-19.014802836865794j),376.7349540830208
1525000000.0,(-0.09533922504772877+0.02009835686609603j),(310.92071655568657+12.617778061478958j),376.734863239437
1540000000.0,(-0.1230617686999354+0.04104247836140918j),(293.27698888123166+24.485690893348263j),376.7347750374871
1555000000.0,(-0.14452663766572907+0.04356124619042465j),(280.63706268417025+25.019891881691347j),376.73468937573364
1570000000.0,(-0.15853217925638693+0.0407584407068738j),(272.8267976610045+22.852287089691373j),376.73460615756136
1585000000.0,(-0.16808678530603716+0.036809113490315355j),(267.67100019523355+20.306707018512324j),376.73452529090525
1600000000.0,(-0.17516130468056862+0.032777356041219265j),(263.92925054411893+17.869259329100295j),376.7344466879957
1615000000.0,(-0.18085120926696782+0.028864146590983047j),(260.9571670661906+15.58741852395305j),376.7343702651203
1630000000.0,(-0.18579014113673198+0.02502742677933843j),(258.3975616239978+13.405168004879982j),376.7342959424005
1645000000.0,(-0.19038526594389918+0.02114780267683664j),(256.02790735710937+11.241342673345823j),376.7342236435833
1660000000.0,(-0.19494350254313217+0.01706540161507219j),(253.68449102290492+9.003226786900319j),376.7341532958452
1675000000.0,(-0.19975110186948425+0.012572222737275287j),(251.21736213635154+6.580319407207523j),376.734084829609
1690000000.0,(-0.2051458355396372+0.00737660515224131j),(248.45157014385924+3.826712996821458j),376.73401817837146
1705000000.0,(-0.21162072058632292+0.001027685243762588j),(245.13339488594576+0.5274620072337093j),376.73395327854183
1720000000.0,(-0.22003567929679507-0.007247828941976686j),(240.82279520806796-3.6687002624745073j),376.73389006929034
1735000000.0,(-0.23216692687336796-0.018939647879808463j),(234.61976523864953-9.39712107409261j),376.7338284924052
1750000000.0,(-0.2525189968217939-0.03736223614091849j),(224.29319580540493-17.928439747521004j),376.733768492159
1765000000.0,(-0.2967903573011737-0.07138466158948142j),(202.53583939385751-31.887159339859362j),376.73371001518194
1780000000.0,(-0.4686181737893061-0.1409303458446345j),(131.63011862480545-48.78319186706639j),376.73365301034374
1795000000.0,(-0.37128720857754854+0.675718732142065j),(65.37557373658451+217.85476210926936j),376.73359742864164
1810000000.0,(-0.11903337282550619+0.2206594198891514j),(271.38528956301104+127.80094779542952j),376.7335432230947
1825000000.0,(-0.14318345107046018+0.13161732920095942j),(273.7396229087342+74.89045944795845j),376.73349034864515
1840000000.0,(-0.15906699837385296+0.0975377619033989j),(268.7587395426769+54.31943320474612j),376.73343876206394
1855000000.0,(-0.16980462839602+0.07934856585999364j),(264.41295438815473+43.48934990803619j),376.73338842186314
1870000000.0,(-0.1779198825643165+0.06778070052914988j),(260.81431744793497+36.68621901535353j),376.7333392882119
1885000000.0,(-0.18465105269592139+0.05955243967142215j),(257.68754808553155+31.89235233377951j),376.7332913228579
1900000000.0,(-0.1906723082401794+0.05320780339419255j),(254.81319456146588+28.222037693114864j),376.73324448905277
1915000000.0,(-0.1964095227274382+0.04799773627200183j),(252.0278177268197+25.224728551342878j),376.733198751482
1930000000.0,(-0.20218385685690046+0.04349412216872058j),(249.19552711807654+22.64563641700147j),376.7331540761977
1945000000.0,(-0.20829099084549219+0.039434836158677614j),(246.18348371108684+20.330047990598963j),376.7331104305564
1960000000.0,(-0.21506129959101586+0.03565943518727095j),(242.83874867270146+18.183099931010943j),376.7330677831586
1975000000.0,(-0.22292693017731396+0.03209418473835489j),(238.95990935914372+16.158089518874565j),376.7330261037929
1990000000.0,(-0.23252139349502857+0.028788279874465268j),(234.25448954953168+14.270972106786992j),376.73298536338217
2005000000.0,(-0.2448485276431332+0.02605355538421231j),(228.26917349594223+12.662147936627798j),376.7329455339328
