f,s11,ZL,ZL_a
4000000000.0,(-0.08231424102172819+0.3729515001805372j),(245.5400653800763+214.42724216352957j),376.7329587108829
4050000000.0,(-0.08023596591722672+0.36153903063630893j),(250.50829346328283+209.92836562822367j),376.7328937986008
4100000000.0,(-0.07881117253808398+0.35174929374532504j),(254.57481502433717+205.8395615141948j),376.7328312466793
4150000000.0,(-0.07789080329252569+0.34336532132217634j),(257.88699031087083+202.16001247472917j),376.7327709420524
4200000000.0,(-0.07736291017628238+0.3362115210655608j),(260.5637139988486+198.8804320183508j),376.73271277834385
4250000000.0,(-0.07714188330900472+0.3301451296152736j),(262.7013017845981+195.98718642437106j),376.732656655398
4300000000.0,(-0.07716101488889573+0.32504961658186493j),(264.378165142703+193.46486395386773j),376.7326024788482
4350000000.0,(-0.07736726941644934+0.32082957651087934j),(265.6584988396447+191.29785548105397j),376.73255015972006
4400000000.0,(-0.07771753722121416+0.31740675144656155j),(266.59518436194503+189.47130693722025j),376.73249961406566
4450000000.0,(-0.07817589975218871+0.3147169126611517j),(267.23207930095344+187.97167402042726j),376.73245076262646
4500000000.0,(-0.07871159365612795+0.312707396439265j),(267.6058295325176+186.78702673853954j),376.7324035305232
4550000000.0,(-0.0792974624582738+0.31133513874711133j),(267.74731202556114+185.90719835701776j),376.7323578469676
4600000000.0,(-0.07990875112691763+0.31056509074075667j),(267.68279234531127+185.32383931304383j),376.73231364499804
4650000000.0,(-0.08052214293670838+0.3103689244738364j),(267.4348620909076+185.03041473298305j),376.7322708612333
4700000000.0,(-0.08111496785931481+0.31072395830466326j),(267.0232068792009+185.02216998065336j),376.7322294356457
4750000000.0,(-0.08166453223993497+0.31161224623553513j),(266.465244243714+185.29607939346386j),376.7321893113502
4800000000.0,(-0.08214753399177141+0.31301978612689463j),(265.7766622266842+185.85078725998338j),376.732150434409
4850000000.0,(-0.08253953807161923+0.3149358094408344j),(264.97188289249306+186.686546017745j),376.73211275365026
4900000000.0,(-0.08281449500821708+0.3173521206472061j),(264.0644699944488+187.8051538672615j),376.73207622049955
4950000000.0,(-0.08294429172511084+0.32026245825688027j),(263.06749620035225+189.20989202626401j),376.73204078882344
5000000000.0,(-0.08289832953864257+0.323661852100394j),(261.99388232574967+190.90546036977148j),376.73200641478337
5050000000.0,(-0.0826431295478538+0.32754595335237585j),(260.85671870081507+192.89790900499926j),376.7319730567004
5100000000.0,(-0.08214197107303192+0.33191031529918347j),(259.669576917295+195.19456227306648j),376.73194067492864
5150000000.0,(-0.08135457465634732+0.33674960436376755j),(258.44681860752155+197.80393065625813j),376.7319092317373
5200000000.0,(-0.08023684763484926+0.34205672289455913j),(257.20390646013755+200.7356050381229j),376.7318786912009
5250000000.0,(-0.07874071754898786+0.34782182823023083j),(255.95772124987377+204.00012667840994j),376.7318490190965
5300000000.0,(-0.07681408662696468+0.3540312372025421j),(254.72688712847537+207.60882511483797j),376.7318201828078
5350000000.0,(-0.07440094904383644+0.36066621226519807j),(253.53210566659712+211.57361500448837j),376.7317921512356
5400000000.0,(-0.07144172105534809+0.36770163563558406j),(252.39649702467412+215.9067417166416j),376.73176489471365
5450000000.0,(-0.06787384151443099+0.37510459199883006j),(251.34594403419064+220.62046437365734j),376.73173838493034
5500000000.0,(-0.06363270526009614+0.38283289909381824j),(250.40943176171135+225.72666414608642j),376.7317125948551
5550000000.0,(-0.058652992422561674+0.39083364915195296j),(249.6193711927893+231.23636514585152j),376.7316874986695
5600000000.0,(-0.05287045025039928+0.39904185227853584j),(249.01189093151018+237.15915550807935j),376.73166307170237
5650000000.0,(-0.046224167659381615+0.4073793039543685j),(248.62707524819825+243.50249757704108j),376.7316392903696
5700000000.0,(-0.03865935331742504+0.41575382987838516j),(248.50912051456302+250.27091897510476j),376.7316161321169
5750000000.0,(-0.03013058334651452+0.42405908749556953j),(248.7063752984646+257.46508127552954j),376.73159357536605
5800000000.0,(-0.02060542391736892+0.43217511793948293j),(249.27122263853644+265.08073060383634j),376.7315715994652
5850000000.0,(-0.010068259312752084+0.43996983643026005j),(250.25975707718734+273.1075453127041j),376.73155018464115
5900000000.0,(0.0014759262228312546+0.4473016147408261j),(251.73120506291025+281.5279103156058j),376.73152931195506
5950000000.0,(0.013998143039279369+0.4540230392615691j),(253.74703690033166+290.3156657985949j),376.73150896326035
6000000000.0,(0.027442755976839223+0.45998582013873335j),(256.369723442986+299.4348993664086j),376.7314891211636
6050000000.0,(0.04172601871596796+0.46504668625116263j),(259.66110329506205+308.83887389045856j),376.7314697689869
6100000000.0,(0.056736155665853244+0.46907394255706597j),(263.6803483865874+318.4692059930814j),376.73145089073336
6150000000.0,(0.07233526122550288+0.4719542155242934j),(268.4815487329672+328.25542856410834j),376.7314324710534
6200000000.0,(0.08836311711036117+0.47359880037050095j),(274.11098096275543+338.1150801425751j),376.73141449521415
6250000000.0,(0.10464281084808956+0.47394898175679184j),(280.6041776610521+347.9544588836991j),376.73139694906956
6300000000.0,(0.12098780564003378+0.47297974913200475j),(287.9829708298778+357.6701538745843j),376.73137981903255
6350000000.0,(0.13720990655392196+0.47070147315312355j),(296.2527349167261+367.1514181115875j),376.7313630920492
6400000000.0,(0.153127432913519+0.4671593325744319j),(305.40009254565564+376.28337520520637j),376.73134675557327
6450000000.0,(0.16857287178631292+0.4624305440643369j),(315.3913580029928+384.95096043948706j),376.7313307975429
6500000000.0,(0.18339936106134494+0.45661970212868946j),(326.17196996789505+393.04339648656116j),376.73131520635854
6550000000.0,(0.1974855168535657+0.44985273621844557j),(337.66710088722436+400.45891024430404j),376.73129997086147
6600000000.0,(0.21073834344792322+0.44227010480961443j),(349.78352815928537+407.10932797736166j),376.7312850803143
6650000000.0,(0.22309420020265247+0.43401986074655824j),(362.41272308635627+412.9241579381534j),376.73127052438144
6700000000.0,(0.23451800723103577+0.4252511490474887j),(375.43497636388474+417.8537937320856j),376.7312562931119
6750000000.0,(0.24500102118595218+0.4161085640473082j),(388.7242569275491+421.87154896291145j),376.7312423769216
6800000000.0,(0.2545575917800492+0.40672763022121156j),(402.1534163699954+424.9743540732581j),376.73122876657754
6850000000.0,(0.26322132224211237+0.39723151114230754j),(415.59931920084296+427.18209023448037j),376.73121545318264
6900000000.0,(0.2710410172050689+0.38772891641728147j),(428.9475045734314+428.53567816460134j),376.73120242816077
6950000000.0,(0.27807672896075264+0.37831307921401935j),(442.09606070625176+429.09415843218875j),376.7311896832434
7000000000.0,(0.2843961266444406+0.36906161954268746j),(454.9585027386033+428.93107718888587j),376.73117721045605
7050000000.0,(0.2900713279396981+0.36003708619001995j),(467.4655671700133+428.1305201271958j),376.73116500210614
7100000000.0,(0.29517625928736685+0.35128797479584384j),(479.56595095998824+426.7831205392513j),376.73115305077107
7150000000.0,(0.29978455324184444+0.3428500416948154j),(491.22611531794576+424.9823151080211j),376.73114134928676
7200000000.0,(0.3039679514696535+0.33474776444107346j),(502.42933481002126+422.82104791719655j),376.73112989073684
7250000000.0,(0.3077951572703884+0.32699583388530923j),(513.1742004024704+420.38904371293717j),376.73111866844306
7300000000.0,(0.3113310694440375+0.31960059488830184j),(523.4727847378524+417.7706976034955j),376.73110767595466
7350000000.0,(0.31463632649693696+0.3125613807241365j),(533.3486567714922+415.04356792784205j),376.7310969070398
7400000000.0,(0.3177670934784331+0.305871708897218j),(542.8348992481152+412.2774154862534j),376.73108635567627
7450000000.0,(0.32077503062247+0.2995203234061185j),(551.9722439210548+409.5337057334893j),376.7310760160435
7500000000.0,(0.3237073915162398+0.29349208095429635j),(560.8074016832298+406.8654785943585j),376.73106588251414
7550000000.0,(0.3266072074086117+0.2877686870298916j),(569.3916316083152+404.3174898264109j),376.7310559496466
7600000000.0,(0.32951352267389955+0.2823292930218997j),(577.7795661412578+401.92653465936735j),376.7310462121776
7650000000.0,(0.3324616539055805+0.277150968423722j),(586.028289737949+399.7218755037787j),376.7310366650155
7700000000.0,(0.3354834514375154+0.2722090634001751j),(594.196654589343+397.725708244615j),376.73102730323336
7750000000.0,(0.33860754725731107+0.26747747712979925j),(602.3448086102038+395.95361417739406j),376.7310181220624
7800000000.0,(0.3418595773713969+0.262928846820634j),(610.5339063672217+394.4149558508303j),376.73100911688664
7850000000.0,(0.34526236984282094+0.25853467146071546j),(618.8259718239926+393.11318434893985j),376.7310002832363
7900000000.0,(0.3488360921126114+0.2542653834370657j),(627.2838815826834+392.04603267834676j),376.7309916167828
7950000000.0,(0.35259835299996906+0.25009038029816094j),(635.9714377707137+391.2055749956215j),376.730983113333
8000000000.0,(0.3565642561159549+0.2459780282476247j),(644.9535000938731+390.5781346571039j),376.73097476882486
8050000000.0,(0.3607464024703424+0.24189564850148454j),(654.2961462356097+390.144025846347j),376.7309665793215
8100000000.0,(0.36515484094223233+0.2378094974447154j),(664.0668282102544+389.8771142497874j),376.7309585410076
8150000000.0,(0.3697969661530696+0.23368475158486882j),(674.3344890258818+389.7441823959872j),376.7309506501843
8200000000.0,(0.3746773642495506+0.2294855085962714j),(685.169598668547+389.7040854259342j),376.73094290326526
8250000000.0,(0.37979760829060477+0.22517481622760183j),(696.644060597977+389.7066839386742j),376.7309352967725
8300000000.0,(0.3851560064466018+0.2207147414307595j),(708.8309293000005+389.69154308270174j),376.73092782733255
8350000000.0,(0.39074730815848596+0.21606649265041902j),(721.803865718724+389.58639245980095j),376.73092049167235
8400000000.0,(0.39656237584998133+0.2111906086456572j),(735.6362405350844+389.3053512928443j),376.73091328661627
8450000000.0,(0.4025878327884133+0.20604722731194214j),(750.3997755930882+388.74693980128217j),376.7309062090822
8500000000.0,(0.4088057012553598+0.20059644750708464j),(766.1625923022746+387.7919235222537j),376.73089925607854
8550000000.0,(0.4151930492588465+0.19479879559563731j),(782.9865146795178+386.3010756778603j),376.7308924247007
8600000000.0,(0.42172166844768766+0.18861580602561695j),(800.9234576706032+384.11299728357307j),376.7308857121284
8650000000.0,(0.42835781041751936+0.1820107214514045j),(820.0107248430364+381.0422090897788j),376.7308791156227
8700000000.0,(0.43506201283658613+0.17494931246541082j),(840.2650531597978+376.8778261125954j),376.7308726325232
8750000000.0,(0.4417890502343381+0.16740080973453916j),(861.675290128203+371.3832439988751j),376.73086626024497
8800000000.0,(0.4484880462197136+0.15933893224478324j),(884.1936882324135+364.297400589138j),376.7308599962765
8850000000.0,(0.45510278356176254+0.15074298465434924j),(907.7259742989418+355.3383098535142j),376.7308538381771
8900000000.0,(0.4615722451782294+0.14159898495583204j),(932.1206176086567+344.2096684240237j),376.7308477835743
8950000000.0,(0.4678314119269778+0.131900771613556j),(957.158091761985+330.6113579996676j),376.73084183016203
9000000000.0,(0.47381233170294523+0.12165102829488832j),(982.541391374349+314.25454101760823j),376.73083597569763
9050000000.0,(0.47944545863700627+0.11086215578131017j),(1007.8895760043058+294.8816905346296j),376.73083021800045
9100000000.0,(0.4846612416722997+0.09955691632235864j),(1032.736563078137+272.29123465316906j),376.7308245549497
9150000000.0,(0.48939191965038953+0.08776877722264503j),(1056.5376056589168+246.36550400190703j),376.7308189844822
9200000000.0,(0.49357345718513845+0.07554188911333042j),(1078.6856474338542+217.0994203716554j),376.7308135045908
9250000000.0,(0.497147534555279+0.06293065075421296j),(1098.5388344814703+184.62607827589818j),376.73080811332227
9300000000.0,(0.5000634884629795+0.04999883596316872j),(1115.458786072968+149.23443429060634j),376.73080280877593
9350000000.0,(0.5022800915607163+0.036818287847785396j),(1128.856932954557+111.37421168679776j),376.7307975891018
9400000000.0,(0.503767059333631+0.023467218263300105j),(1138.2437929306186+71.64425483482951j),376.73079245249886
9450000000.0,(0.5045061843555543+0.010028182817900813j),(1143.2742132473022+30.763023774094j),376.73078739721365
9500000000.0,(0.5044920197989188-0.0034141701118804275j),(1143.7811482149116-10.476695826835883j),376.7307824215386
9550000000.0,(0.5037320645130463-0.01677545765365653j),(1139.7919209821523-51.26336095970585j),376.73077752381096
9600000000.0,(0.5022464377796311-0.029973899698882665j),(1131.5239831017645-90.82461724467218j),376.730772702411
9650000000.0,(0.50006706892203-0.04293250920392311j),(1119.3611182836942-128.4791912735041j),376.73076795576105
9700000000.0,(0.49723646099784674-0.05558102352959283j),(1103.8146615662615-163.67581121428097j),376.73076328232366
9750000000.0,(0.49380611506853556-0.0678574883804706j),(1085.4765837394175-196.01524376680126j),376.73075868060096
9800000000.0,(0.4898347193548524-0.07970943590680478j),(1064.9717397374384-225.25502399498757j),376.73075414913313
