f,s11,s21,ZL,ZL_a
5930000000.0,(1.2198768190552367-0.0006110925665551293j),0j,(-3803.4465914498674-9.523699088857711j),376.73061435549374
6015000000.0,(1.219877582755758-0.0006197746561842637j),0j,(-3803.4338469386425-9.658937470727437j),376.73060591150886
6100000000.0,(1.2198783572657195-0.0006284534774194328j),(-0+0j),(-3803.420927214726-9.794121987854545j),376.73059781804545
6185000000.0,(1.2198791425574738-0.0006371289860794302j),(-0+0j),(-3803.4078325360597-9.929251914160597j),376.73059005596804
6270000000.0,(1.2198799386040076-0.0006458011380642261j),(-0+0j),(-3803.394563163956-10.06432652499812j),376.7305826074288
6355000000.0,(1.2198807453788751-0.0006544698893604188j),(-0+0j),(-3803.381119363106-10.19934509719718j),376.730575455766
6440000000.0,(1.2198815628561392-0.0006631351960397591j),(-0+0j),(-3803.3675014015516-10.334306909065662j),376.7305685854096
6525000000.0,(1.2198823910103154-0.0006717970142613136j),(-0+0j),(-3803.3537095506936-10.469211240420771j),376.7305619817977
6610000000.0,(1.2198832298163242-0.0006804553002721926j),(-0+0j),(-3803.339744085268-10.604057372599652j),376.7305556312981
6695000000.0,(1.2198840792494445-0.0006891100104080473j),(-0+0j),(-3803.325605283341-10.738844588478324j),376.73054952113864
6780000000.0,(1.219884939285274-0.0006977611010951695j),(-0-0j),(-3803.3112934262967-10.873572172493809j),376.7305436393427
6865000000.0,(1.2198858098996908-0.0007064085288500154j),(-0-0j),(-3803.2968087988293-11.008239410647484j),376.7305379746706
6950000000.0,(1.2198866910688193-0.0007150522502818656j),(-0-0j),(-3803.2821516889344-11.142845590547676j),376.73053251656563
7035000000.0,(1.2198875827689988-0.0007236922220923204j),(-0-0j),(-3803.2673223878896-11.277390001398219j),376.73052725510496
7120000000.0,(1.2198884849767562-0.0007323284010773613j),(-0-0j),(-3803.25232119025-11.41187193404223j),376.7305221809546
7205000000.0,(1.2198893976687768-0.0007409607441279344j),(-0-0j),(-3803.2371483938414-11.546290680963542j),376.73051728532783
7290000000.0,(1.2198903208218839-0.0007495892082309083j),(-0-0j),(-3803.2218042997415-11.680645536310722j),376.730512559947
7375000000.0,(1.2198912544130143-0.0007582137504706025j),(-0-0j),(-3803.206289212269-11.814935795907374j),376.73050799700906
7460000000.0,(1.219892198419199-0.0007668343280281056j),(-0-0j),(-3803.190603438978-11.949160757285664j),376.73050358915276
7545000000.0,(1.2198931528175436-0.0007754508981842086j),(-0-0j),(-3803.1747472906445-12.083319719664804j),376.73049932942905
7630000000.0,(1.2198941175852127-0.0007840634183204755j),(-0-0j),(-3803.1587210812518-12.217411984039494j),376.73049521127405
7715000000.0,(1.2198950926994132-0.0007926718459173308j),(-0-0j),(-3803.1425251279848-12.35143685310482j),376.7304912284832
7800000000.0,(1.2198960781373802-0.0008012761385585912j),(-0-0j),(-3803.1261597512103-12.485393631350783j),376.7304873751884
7885000000.0,(1.2198970738763628-0.0008098762539306148j),(-0-0j),(-3803.1096252744755-12.619281625040317j),376.7304836458358
7970000000.0,(1.2198980798936132-0.0008184721498235738j),(-0-0j),(-3803.0929220244843-12.753100142240763j),376.7304800351666
8055000000.0,(1.2198990961663738-0.0008270637841310038j),(-0-0j),(-3803.0760503310967-12.886848492808644j),376.7304765381975
8140000000.0,(1.219900122671869-0.0008356511148549047j),(-0-0j),(-3803.0590105273095-13.020525988477036j),376.73047315020426
8225000000.0,(1.2199011593872915-0.0008442341001010339j),(-0-0j),(-3803.0418029492444-13.154131942780914j),376.7304698667055
8310000000.0,(1.2199022062897995-0.0008528126980842947j),(-0-0j),(-3803.024427936142-13.287665671144499j),376.7304666834479
8395000000.0,(1.219903263356501-0.0008613868671277827j),(-0-0j),(-3803.006885830343-13.421126490865928j),376.73046359639204
8480000000.0,(1.2199043305644537-0.0008699565656636946j),(-0-0j),(-3802.9891769772735-13.55451372113878j),376.73046060170043
8565000000.0,(1.219905407890652-0.0008785217522356636j),(-0-0j),(-3802.971301725446-13.687826683076459j),376.7304576957247
8650000000.0,(1.2199064953120238-0.0008870823854965203j),(-0-0j),(-3802.953260426429-13.821064699697352j),376.7304548749948
8735000000.0,(1.219907592805424-0.0008956384242131116j),(-0-0j),(-3802.9350534348437-13.95422709598477j),376.730452136209
8820000000.0,(1.2199087003476279-0.0009041898272644904j),-0j,(-3802.9166811083564-14.08731319887788j),376.7304494762237
8905000000.0,(1.2199098179153272-0.0009127365536439767j),-0j,(-3802.898143807656-14.22032233728399j),376.7304468920446
8990000000.0,(1.2199109454851238-0.0009212785624600099j),-0j,(-3802.8794418964403-14.35325384210485j),376.7304443808183
9075000000.0,(1.2199120830335286-0.0009298158129369486j),-0j,(-3802.86057574141-14.48610704625418j),376.7304419398245
9160000000.0,(1.2199132305369536-0.0009383482644139226j),-0j,(-3802.8415457122546-14.618881284637425j),376.73043956646825
9245000000.0,(1.2199143879717103-0.0009468758763507006j),-0j,(-3802.8223521816344-14.751575894245564j),376.73043725827387
9330000000.0,(1.2199155553140058-0.0009553986083225165j),-0j,(-3802.80299552517-14.884190214065576j),376.7304350128773
9415000000.0,(1.21991673253994-0.0009639164200268198j),-0j,(-3802.783476121429-15.016723585203021j),376.73043282802115
9500000000.0,(1.2199179196255026-0.0009724292712783515j),0j,(-3802.76379435191-15.14917535079956j),376.73043070154847
9585000000.0,(1.2199191165465695-0.000980937122014584j),0j,(-3802.7439506010364-15.281544856117751j),376.73042863139733
9670000000.0,(1.2199203232789018-0.0009894399322951614j),0j,(-3802.7239452561257-15.41383144853014j),376.73042661559646
9755000000.0,(1.2199215397981427-0.0009979376623006526j),0j,(-3802.7037787074-15.54603447751365j),376.7304246522594
9840000000.0,(1.219922766079815-0.001006430272336869j),0j,(-3802.6834513479525-15.678153294706673j),376.73042273958157
9925000000.0,(1.2199240020993207-0.0010149177228333096j),0j,(-3802.6629635737413-15.810187253890813j),376.7304208758349
10010000000.0,(1.2199252478319365-0.0010233999743448838j),0j,(-3802.6423157835716-15.942135711017224j),376.7304190593644
10095000000.0,(1.2199265032528162-0.0010318769875529966j),0j,(-3802.62150837909-16.073998024219033j),376.73041728858465
10180000000.0,(1.2199277683369854-0.0010403487232654306j),0j,(-3802.6005417647593-16.20577355383075j),376.73041556197586
10265000000.0,(1.2199290430593432-0.0010488151424167804j),0j,(-3802.5794163478513-16.337461662369417j),376.7304138780812
10350000000.0,(1.2199303273946585-0.0010572762060725672j),0j,(-3802.5581325384314-16.469061714623916j),376.7304122355032
10435000000.0,(1.2199316213175704-0.0010657318754244854j),0j,(-3802.53669074934-16.600573077564828j),376.7304106329013
10520000000.0,(1.2199329248025874-0.0010741821117977966j),0j,(-3802.515091396184-16.73199512046629j),376.7304090689884
10605000000.0,(1.219934237824086-0.0010826268766455005j),0j,(-3802.49333489732-16.86332721482264j),376.7304075425295
10690000000.0,(1.21993556035631-0.001091066131554138j),0j,(-3802.4714216738353-16.994568734429258j),376.7304060523378
10775000000.0,(1.2199368923733696-0.0010994998382420917j),0j,(-3802.449352149541-17.125719055365945j),376.73040459727355
10860000000.0,(1.2199382338492415-0.0011079279585615093j),0j,(-3802.42712675095-17.256777556023206j),376.7304031762414
10945000000.0,(1.2199395847577674-0.0011163504544972561j),0j,(-3802.4047459072667-17.387743617088173j),376.73040178818803
11030000000.0,(1.2199409450726546-0.0011247672881702403j),0j,(-3802.382210050366-17.51861662159713j),376.7304004321011
11115000000.0,(1.2199423147674768-0.001133178421835708j),0j,(-3802.3595196147926-17.649395954914787j),376.7303991070063
11200000000.0,(1.2199436938156691-0.0011415838178876739j),0j,(-3802.336675037726-17.78008100478814j),376.73039781196644
11285000000.0,(1.219945082190534-0.001149983438853185j),0j,(-3802.313676758978-17.91067116129026j),376.7303965460795
11370000000.0,(1.219946479865236-0.001158377247400394j),0j,(-3802.290525220979-18.041165816903j),376.7303953084769
11455000000.0,(1.2199478868128046-0.0011667652063347314j),0j,(-3802.267220868754-18.171564366497822j),376.7303940983222
11540000000.0,(1.2199493030061337-0.0011751472785996701j),(-0+0j),(-3802.2437641499123-18.30186620733145j),376.73039291480984
11625000000.0,(1.2199507284179811-0.0011835234272803037j),(-0+0j),(-3802.2201555146307-18.432070739097455j),376.7303917571634
11710000000.0,(1.2199521630209682-0.0011918936156016286j),(-0+0j),(-3802.196395415643-18.562177363909537j),376.7303906246345
11795000000.0,(1.2199536067875816-0.0012002578069295893j),(-0+0j),(-3802.1724843082147-18.692185486322174j),376.7303895165019
11880000000.0,(1.2199550596901703-0.001208615964772645j),(-0+0j),(-3802.148422650135-18.82209451334198j),376.7303884320697
11965000000.0,(1.2199565217009498-0.0012169680527817357j),(-0+0j),(-3802.124210901702-18.951903854439202j),376.73038737066685
12050000000.0,(1.219957992792-0.0012253140347511942j),(-0+0j),(-3802.0998495256986-19.081612921558058j),376.730386331646
12135000000.0,(1.2199594729352645-0.0012336538746196587j),(-0+0j),(-3802.0753389873844-19.211221129136028j),376.7303853143822
12220000000.0,(1.2199609621025542-0.0012419875364689437j),(-0-0j),(-3802.0506797544813-19.34072789408153j),376.7303843182721
12305000000.0,(1.219962460265544-0.0012503149845291255j),(-0-0j),(-3802.025872297146-19.470132635857553j),376.7303833427333
12390000000.0,(1.2199639673957747-0.0012586361831734185j),(-0-0j),(-3802.000917087969-19.59943477640137j),376.73038238720335
12475000000.0,(1.219965483464655-0.001266951096923154j),(-0-0j),(-3801.975814601947-19.728633740205453j),376.7303814511385
12560000000.0,(1.2199670084434584-0.0012752596904474331j),(-0-0j),(-3801.9505653164756-19.857728954306207j),376.73038053401393
12645000000.0,(1.2199685423033273-0.0012835619285615767j),(-0-0j),(-3801.925169711323-19.986719848269683j),376.73037963532187
12730000000.0,(1.2199700850152706-0.0012918577762303558j),(-0-0j),(-3801.8996282686244-20.115605854237423j),376.7303787545717
12815000000.0,(1.2199716365501658-0.001300147198569764j),(-0-0j),(-3801.8739414728593-20.244386406946052j),376.73037789128904
12900000000.0,(1.2199731968787582-0.0013084301608421028j),(-0-0j),(-3801.8481098108387-20.373060943674012j),376.73037704501496
12985000000.0,(1.219974765971664-0.0013167066284620295j),(-0-0j),(-3801.822133771683-20.501628904318785j),376.73037621530557
13070000000.0,(1.219976343799367-0.0013249765669953166j),(-0-0j),(-3801.7960138468156-20.630089731375605j),376.73037540173146
13155000000.0,(1.219977930332223-0.0013332399421590523j),(-0-0j),(-3801.7697505299366-20.758442869952678j),376.7303746038769
13240000000.0,(1.2199795255404573-0.0013414967198225737j),(-0-0j),(-3801.7433443170107-20.886687767788093j),376.7303738213395
13325000000.0,(1.219981129394168-0.0013497468660069083j),(-0-0j),(-3801.7167957062547-21.014823875225076j),376.7303730537295
13410000000.0,(1.2199827418633247-0.0013579903468893435j),(-0-0j),(-3801.69010519811-21.142850645297685j),376.73037230067007
13495000000.0,(1.2199843629177685-0.0013662271287978123j),(-0-0j),(-3801.6632732952376-21.270767533643134j),376.73037156179544
13580000000.0,(1.219985992527216-0.0013744571782167783j),(-0-0j),(-3801.6363005024955-21.39857399858718j),376.7303708367515
13665000000.0,(1.2199876306612571-0.0013826804617852403j),(-0-0j),(-3801.6091873269233-21.526269501119334j),376.7303701251955
13750000000.0,(1.2199892772893555-0.0013908969462981776j),(-0-0j),(-3801.581934277726-21.65385350491448j),376.7303694267947
13835000000.0,(1.2199909323808509-0.0013991065987055602j),(-0-0j),(-3801.5545418662546-21.781325476315885j),376.73036874122704
13920000000.0,(1.2199925959049596-0.0014073093861152173j),(-0-0j),(-3801.527010605996-21.90868488438425j),376.7303680681797
14005000000.0,(1.2199942678307745-0.0014155052757917868j),(-0-0j),(-3801.4993410125453-22.035931200879126j),376.73036740735
14090000000.0,(1.2199959481272662-0.0014236942351581589j),(-0-0j),(-3801.471533603602-22.163063900273873j),376.73036675844384
14175000000.0,(1.2199976367632823-0.0014318762317942898j),(-0-0j),(-3801.443588898943-22.290082459766687j),376.730366121176
14260000000.0,(1.2199993337075516-0.0014400512334401653j),-0j,(-3801.4155074204077-22.416986359284625j),376.73036549526995
14345000000.0,(1.2200010389286822-0.0014482192079945232j),-0j,(-3801.387289691889-22.54377508149347j),376.73036488045716
14430000000.0,(1.2200027523951615-0.0014563801235155203j),-0j,(-3801.3589362393022-22.670448111810373j),376.73036427647696
14515000000.0,(1.2200044740753595-0.0014645339482222597j),-0j,(-3801.330447590582-22.797004938405422j),376.7303636830765
14600000000.0,(1.2200062039375283-0.0014726806504948282j),-0j,(-3801.301824275656-22.923445052223595j),376.73036310001
14685000000.0,(1.2200079419498033-0.001480820198872431j),-0j,(-3801.2730668264326-23.0497679469442j),376.73036252703895
14770000000.0,(1.2200096880802025-0.001488952562058164j),-0j,(-3801.244175776781-23.175973119063176j),376.7303619639315
14855000000.0,(1.2200114422966297-0.0014970777089157762j),-0j,(-3801.2151516625163-23.302060067836745j),376.7303614104627
14940000000.0,(1.2200132045668741-0.0015051956084749236j),0j,(-3801.1859950213825-23.428028295367568j),376.73036086641383
15025000000.0,(1.220014974858611-0.0015133062299230655j),0j,(-3801.1567063930347-23.553877306478235j),376.7303603315722
15110000000.0,(1.2200167531394024-0.0015214095426149354j),0j,(-3801.127286319017-23.679606608853934j),376.7303598057312
15195000000.0,(1.2200185393766994-0.0015295055160669876j),0j,(-3801.097735342759-23.805215712967556j),376.7303592886901
15280000000.0,(1.2200203335378406-0.0015375941199636657j),0j,(-3801.0680540095404-23.930704132166856j),376.73035878025377
15365000000.0,(1.2200221355900551-0.0015456753241493003j),0j,(-3801.0382428664902-24.056071382546563j),376.73035828023205
15450000000.0,(1.2200239455004627-0.0015537490986362809j),0j,(-3801.008302462558-24.18131698309223j),376.73035778844036
15535000000.0,(1.2200257632360743-0.0015618154136028547j),0j,(-3800.9782333485045-24.30644045562902j),376.73035730469917
15620000000.0,(1.2200275887637937-0.0015698742393909157j),0j,(-3800.9480360768775-24.431441324790974j),376.7303568288336
15705000000.0,(1.2200294220504169-0.0015779255465097602j),0j,(-3800.917711201998-24.556319118094567j),376.7303563606737
15790000000.0,(1.2200312630626349-0.0015859693056379759j),0j,(-3800.8872592799494-24.68107336593893j),376.73035590005395
15875000000.0,(1.2200331117670336-0.0015940054876183104j),0j,(-3800.856680868545-24.80570360155319j),376.73035544681335
15960000000.0,(1.220034968130094-0.0016020340634624436j),0j,(-3800.8259765273265-24.930209361063252j),376.7303550007951
16045000000.0,(1.2200368321181947-0.0016100550043478688j),0j,(-3800.7951468175356-25.054590183435067j),376.73035456184647
16130000000.0,(1.220038703697612-0.0016180682816218277j),0j,(-3800.764192302099-25.178845610544155j),376.7303541298189
16215000000.0,(1.22004058283452-0.0016260738668025224j),0j,(-3800.7331135456234-25.302975187192576j),376.7303537045677
16300000000.0,(1.2200424694949938-0.0016340717315722442j),0j,(-3800.7019111143513-25.426978461001458j),376.7303532859518
16385000000.0,(1.2200443636450067-0.0016420618477857632j),0j,(-3800.6705855761743-25.550854982541345j),376.7303528738339
16470000000.0,(1.2200462652504356-0.001650044187466606j),0j,(-3800.6391375005937-25.674604305275995j),376.7303524680803
16555000000.0,(1.2200481742770584-0.0016580187228084178j),0j,(-3800.6075674587123-25.798225985580448j),376.7303520685605
16640000000.0,(1.2200500906905565-0.0016659854261747275j),0j,(-3800.5758760232175-25.921719582742117j),376.73035167514746
16725000000.0,(1.2200520144565152-0.0016739442701000527j),0j,(-3800.5440637683596-26.0450846589702j),376.7303512877174
16810000000.0,(1.2200539455404256-0.001681895227289336j),0j,(-3800.5121312699384-26.168320779395856j),376.7303509061497
16895000000.0,(1.2200558839076836-0.0016898382706196254j),0j,(-3800.4800791052835-26.29142751209586j),376.7303505303265
16980000000.0,(1.2200578295235927-0.0016977733731369027j),(-0+0j),(-3800.4479078532404-26.414404428039216j),376.7303501601331
17065000000.0,(1.2200597823533648-0.0017057005080609248j),(-0+0j),(-3800.415618094144-26.537251101158326j),376.73034979545776
17150000000.0,(1.2200617423621194-0.001713619648785406j),(-0+0j),(-3800.3832104098133-26.65996710836932j),376.73034943619126
17235000000.0,(1.2200637095148865-0.0017215307688715014j),(-0+0j),(-3800.3506853835283-26.78255202945231j),376.7303490822271
17320000000.0,(1.2200656837766062-0.001729433842056328j),(-0+0j),(-3800.318043600008-26.905005447193158j),376.73034873346154
17405000000.0,(1.2200676651121312-0.0017373288422480539j),(-0+0j),(-3800.285285645404-27.027326947302363j),376.73034838979333
17490000000.0,(1.2200696534862263-0.0017452157435305096j),(-0+0j),(-3800.252412107276-27.14951611848986j),376.73034805112337
17575000000.0,(1.220071648863569-0.0017530945201589298j),(-0-0j),(-3800.219423574568-27.271572552400517j),376.7303477173555
17660000000.0,(1.2200736512087524-0.0017609651465604979j),(-0-0j),(-3800.1863206376092-27.393495843615295j),376.73034738839533
17745000000.0,(1.2200756604862848-0.001768827597338657j),(-0-0j),(-3800.153103888076-27.515285589725348j),376.7303470641512
17830000000.0,(1.2200776766605896-0.0017766818472709988j),(-0-0j),(-3800.1197739189934-27.63694139129241j),376.73034674453316
17915000000.0,(1.22007969969601-0.001784527871305516j),(-0-0j),(-3800.0863313246987-27.7584628517979j),376.73034642945373
18000000000.0,(1.2200817295568045-0.0017923656445701665j),(-0-0j),(-3800.052776700849-27.87984957778286j),376.7303461188274
