f,s11,s21,ZL,ZL_a
1000000000.0,(-0.6317792358299872+0.003089004376917072j),0j,(85.01218608119476+0.8741116791748292j),376.7408947925618
1085000000.0,(-0.6318326652877942+0.003345243575346385j),0j,(84.99642218839107+0.9465544457736772j),376.73930177214294
1170000000.0,(-0.6318905704802292+0.0035999650091841752j),0j,(84.97944770753944+1.0185528621767033j),376.73804317953983
1255000000.0,(-0.6319528246141206+0.0038530623988340344j),0j,(84.96127958248957+1.0900758743915633j),376.73703155706124
1340000000.0,(-0.6320193187382878+0.0041044321030528534j),0j,(84.94193580956743+1.1610932333262403j),376.73620627379245
1425000000.0,(-0.6320899544706146+0.004353973272612181j),0j,(84.92143539224064+1.2315755377205886j),376.7355242242365
1510000000.0,(-0.6321646395688889+0.004601587991208185j),0j,(84.89979829381964+1.3014942741454767j),376.7349540830208
1595000000.0,(-0.6322432851695441+0.004847181404528397j),0j,(84.8770453884078+1.3708218539762778j),376.7344726426866
1680000000.0,(-0.6323258040389761+0.005090661837946813j),0j,(84.85319841031682+1.4395316472648112j),376.73406241406195
1765000000.0,(-0.6324121094585176+0.005331940903088695j),(-0+0j),(84.828279902167+1.5075980134499547j),376.73371001518194
1850000000.0,(-0.632502114516701+0.0055709335933984j),(-0+0j),(84.80231316189217+1.5749963288653088j),376.73340506593524
1935000000.0,(-0.6325957316695859+0.005807558368797257j),(-0+0j),(84.77532218886915+1.6417030110180924j),376.73313941482144
2020000000.0,(-0.6326928724812034+0.006041737229505886j),(-0+0j),(84.74733162938995+1.7076955396302114j),376.7329065884869
2105000000.0,(-0.6327934474872241+0.0062733957791215765j),(-0+0j),(84.71836672169113+1.772952474448372j),376.73270139359414
2190000000.0,(-0.6328973661441856+0.006502463277060323j),(-0+0j),(84.6884532407514+1.8374534698453404j),376.73251962468436
2275000000.0,(-0.6330045368388313+0.006728872680508063j),(-0+0j),(84.65761744306239+1.9011792862494583j),376.7323578469676
2360000000.0,(-0.6331148669400112+0.0069525606760539385j),(-0+0j),(84.62588601157117+1.9641117984529375j),376.732213232857
