f,s11,ZL,ZL_a
1000000000.0,(-0.2048865455183178+0.006276899321087843j),(248.59710404540186+3.2577205505003906j),376.7408947925618
1015000000.0,(-0.20561104364133176+0.006920609136405713j),(248.2174775449031+3.587467530077213j),376.740584342124
1030000000.0,(-0.2063327412656369+0.007579103848485577j),(247.83932312930946+3.924086255467266j),376.74028735676563
1045000000.0,(-0.2070514509775575+0.008252272547358027j),(247.4627092201595+4.267499038618183j),376.74000306889803
1060000000.0,(-0.20776698239791036+0.008940009184905265j),(247.0877051903311+4.617631619770426j),376.7397307648601
1075000000.0,(-0.20847914224264302+0.009642211430512164j),(246.7143813343075+4.974412581469591j),376.7394697804346
1090000000.0,(-0.2091877344659055+0.010358779608372127j),(246.3428087990465+5.337772808210797j),376.7392194967944
1105000000.0,(-0.20989256047358476+0.011089615718207957j),(245.97305948183666+5.707644991963359j),376.7389793368297
1120000000.0,(-0.210593419396106+0.011834622540109956j),(245.60520590104795+6.083963183302611j),376.7387487618184
1135000000.0,(-0.21129010841011278+0.012593702823262446j),(245.239321045173+6.466662387423156j),376.7385272684027
1150000000.0,(-0.21198242309943754+0.013366758557536454j),(244.87547820508354+6.855678203936864j),376.7383143858387
1165000000.0,(-0.21267015784652768+0.014153690326234427j),(244.5137507939683+7.250946509039353j),376.73810967349345
1180000000.0,(-0.2133531062463014+0.014954396737690381j),(244.15421215895253+7.652403178371355j),376.73791271856317
1195000000.0,(-0.2140310615351185+0.015768773932933407j),(243.796935387986+8.059983848691694j),376.73772313398985
1210000000.0,(-0.21470381702828556+0.016596715166231266j),(243.44199311517045+8.473623716320454j),376.7375405565585
1225000000.0,(-0.21537116656023336+0.017438110454999035j),(243.08945732730007+8.89325737018877j),376.73736464515616
1240000000.0,(-0.21603290492211819+0.018292846295318698j),(242.7393991740426+9.3188186572529j),376.7371950791771
1255000000.0,(-0.21668882829229097+0.019160805439127754j),(242.39188878382427+9.750240577978769j),376.73703155706124
1270000000.0,(-0.21733873465562156+0.020041866729012967j),(242.046995087181+10.187455209586435j),376.7368737949523
1285000000.0,(-0.21798242420828057+0.020935904986477922j),(241.70478564902274+10.630393654748811j),376.736721525465
1300000000.0,(-0.21861969974505552+0.0218427909495213j),(241.36532651100626+11.078986013466153j),376.7365744965514
1315000000.0,(-0.21925036702681266+0.022762391255398955j),(241.02868204494462+11.533161375892108j),376.73643247045715
1330000000.0,(-0.21987423512614654+0.023694568464464244j),(240.69491481796027+11.992847833935926j),376.7362952227598
1345000000.0,(-0.2204911167496775+0.024639181121108855j),(240.36408546988702+12.457972509563j),376.7361625414816
1360000000.0,(-0.22110082853585086+0.0255960838478943j),(240.03625260323417+12.928461597782002j),376.7360342262701
1375000000.0,(-0.2217031913274259+0.02656512746913403j),(239.71147268586734+13.404240422421463j),376.73591008764214
1390000000.0,(-0.2222980304181716+0.027546159160297488j),(239.38979996640936+13.885233502880464j),376.7357899462833
1405000000.0,(-0.22288517577354217+0.02853902261982651j),(239.07128640224843+14.37136463017354j),376.7356736324
1420000000.0,(-0.22346446222539262+0.02954355826006881j),(238.7559815999125+14.862556950665734j),376.7355609851196
1435000000.0,(-0.224035729640974+0.030559603414265054j),(238.44393276749628+15.358733056032245j),376.73545185193353
1450000000.0,(-0.22459882306667417+0.031586992556698675j),(238.13518467872962+15.859815078076663j),376.73534608818085
1465000000.0,(-0.22515359284711398+0.03262555753330435j),(237.82977964822246+16.365724787150434j),376.7352435565686
1480000000.0,(-0.22569989472036622+0.03367512780023435j),(237.52775751736067+16.876383693030025j),376.7351441267263
1495000000.0,(-0.2262375898901658+0.03473553066807284j),(237.22915565029288+17.39171314721119j),376.7350476747908
1510000000.0,(-0.2267665450760999+0.0358065915495694j),(236.93400893940972+17.911634445679237j),376.7349540830208
1525000000.0,(-0.2272866325428156+0.03688813420896468j),(236.64234981970358+18.436068931319483j),376.734863239437
1540000000.0,(-0.22779773010937934+0.0379799810111438j),(236.3542082913721+18.964938095216343j),376.7347750374871
1555000000.0,(-0.22829972113992644+0.03908195316903894j),(236.06961195003765+19.498163676185605j),376.73468937573364
1570000000.0,(-0.22879249451679973+0.0401938709878673j),(235.7885860239425+20.035667757965314j),376.73460615756136
1585000000.0,(-0.22927594459738132+0.04131555410494892j),(235.51115341749048+20.5773728635703j),376.73452529090525
1600000000.0,(-0.22974997115582305+0.04244682172399482j),(235.23733476051902+21.12320204638504j),376.7344466879957
1615000000.0,(-0.23021447931087913+0.04358749284291994j),(234.96714846269901+21.673078977649045j),376.7343702651203
1630000000.0,(-0.2306693794410341+0.044737386474334104j),(234.70061077247644+22.22692803003351j),376.7342959424005
1645000000.0,(-0.2311145870880904+0.04589632185802878j),(234.43773583999402+22.7846743570859j),376.7342236435833
1660000000.0,(-0.23155002285035547+0.04706411866486396j),(234.17853578345546+23.34624396835646j),376.7341532958452
1675000000.0,(-0.23197561226653632+0.048240597191587124j),(233.92302075841553+23.91156380007875j),376.734084829609
1690000000.0,(-0.2323912856914024+0.049425578546203754j),(233.67119902951373+24.480561781313632j),376.73401817837146
1705000000.0,(-0.23279697816424696+0.05061888482362342j),(233.4230770441885+25.053166895510937j),376.73395327854183
1720000000.0,(-0.23319262927112278+0.05182033927136832j),(233.17865950794447+25.62930923746939j),376.73389006929034
1735000000.0,(-0.23357818300178423+0.05302976644523417j),(232.9379494607687+26.20892006571807j),376.7338284924052
1750000000.0,(-0.23395358760222038+0.05424699235483645j),(232.70094835432343+26.791931850357685j),376.733768492159
1765000000.0,(-0.23431879542361184+0.055471844599051266j),(232.4676561295669+27.378278316432407j),376.73371001518194
1780000000.0,(-0.23467376276849367+0.05670415249141268j),(232.2380712944879+27.967894482920542j),376.73365301034374
1795000000.0,(-0.23501844973485872+0.05794374717557104j),(232.0121910016582+28.56071669744819j),376.73359742864164
1810000000.0,(-0.23535282005888628+0.05919046173096047j),(231.79001112534+29.156682666845033j),376.7335432230947
1825000000.0,(-0.2356768409569272+0.06044413126887222j),(231.5715263379069+29.75573148367933j),376.73349034864515
1840000000.0,(-0.23599048296733646+0.0617045930191392j),(231.35673018536113+30.357803648907275j),376.73343876206394
1855000000.0,(-0.23629371979269148+0.06297168640769342j),(231.14561516175453+30.962841090794818j),376.73338842186314
1870000000.0,(-0.23658652814289186+0.06424525312524737j),(230.93817278233965+31.570787180258836j),376.7333392882119
1885000000.0,(-0.23686888757959218+0.06552513718740029j),(230.73439365530135+32.18158674279445j),376.7332913228579
1900000000.0,(-0.23714078036238073+0.0668111849864639j),(230.53426755193402+32.795186067147306j),376.73324448905277
1915000000.0,(-0.23740219129707366+0.06810324533532267j),(230.33778347515226+33.411532910895005j),376.733198751482
1930000000.0,(-0.2376531075864556+0.06940116950364715j),(230.1449297262371+34.03057650310085j),376.7331540761977
1945000000.0,(-0.23789351868376846+0.07070481124679431j),(229.95569396973596+34.652267544204j),376.7331104305564
1960000000.0,(-0.23812341614920904+0.07201402682771677j),(229.77006329644874+35.276558203303956j),376.7330677831586
1975000000.0,(-0.23834279350966844+0.07332867503221811j),(229.58802428444795+35.903402112999274j),376.7330261037929
1990000000.0,(-0.23855164612191743+0.07464861717788254j),(229.40956305808868+36.53275436193358j),376.73298536338217
2005000000.0,(-0.23874997103940573+0.07597371711700807j),(229.23466534498246+37.164571485200405j),376.7329455339328
2020000000.0,(-0.23893776688283644+0.0773038412338645j),(229.06331653090956+37.798811452750904j),376.7329065884869
2035000000.0,(-0.2391150337146265+0.07863885843659876j),(228.89550171266407+38.43543365594804j),376.73286850107627
2050000000.0,(-0.23928177291736497+0.0799786401440942j),(228.73120574882734+39.074398892400296j),376.7328312466793
2065000000.0,(-0.23943798707635167+0.08132306026809463j),(228.57041330847332+39.715669349208056j),376.7327948011801
2080000000.0,(-0.23958367986627432+0.08267199519088483j),(228.4131089178209+40.359208584745915j),376.732759141329
2095000000.0,(-0.23971885594207618+0.08402532373881855j),(228.25927700484868+41.004981509101654j),376.73272424470554
2110000000.0,(-0.23984352083404506+0.08538292715197102j),(228.10890194189585+41.652954363284564j),376.73269008968373
2125000000.0,(-0.23995768084713973+0.08674468905018576j),(227.9619680862757+42.30309469731146j),376.732656655398
2140000000.0,(-0.2400613429645587+0.08811049539577573j),(227.81845981893477+42.95537134727363j),376.73262392171137
2155000000.0,(-0.24015451475554905+0.08948023445312671j),(227.67836158118936+43.60975441147983j),376.73259186918534
