f,s11,s21,ZL,ZL_a
2785000000.0,(-0.7655306743290399+0.0011079530108888765j),(-0+0j),(50.031260842192964+0.2678136888313805j),376.7316776489208
2870000000.0,(-0.76553878067575+0.0011404617424833848j),(-0+0j),(50.029280812788876+0.2756690823485919j),376.7315980396003
2955000000.0,(-0.7655471059153615+0.0011728594581238896j),(-0-0j),(50.02724853825374+0.2834974283270538j),376.731525200864
3040000000.0,(-0.7655556472617931+0.0012051438194207525j),(-0-0j),(50.02516459805136+0.2912981572594067j),376.7314583861605
3125000000.0,(-0.7655644019513551+0.0012373125584042145j),(-0-0j),(50.02302957960077+0.2990707168285211j),376.73139694906956
3210000000.0,(-0.7655733672366427+0.0012693634779475708j),(-0-0j),(50.02084407766111+0.3068145720085445j),376.73134032760726
3295000000.0,(-0.7655825403819598+0.0013012944520893813j),(-0-0j),(50.018608693718534+0.31452920514148724j),376.7312880313294
3380000000.0,(-0.7655919186599666+0.0013331034262551048j),(-0-0j),(50.016324035375234+0.322214115989501j),376.73123963067457
3465000000.0,(-0.7656014993493+0.0013647884173809402j),(-0-0j),(50.01399071574295+0.32986882176346294j),376.73119474811455
3550000000.0,(-0.765611279732985+0.0013963475139409677j),(-0-0j),(50.01160935284068+0.3374928571280476j),376.73115305077107
3635000000.0,(-0.7656212570974761+0.00142777887588019j),(-0-0j),(50.009180568998495+0.3450857741840054j),376.73111424422484
3720000000.0,(-0.7656314287322107+0.0014590807344548717j),(-0-0j),(50.00670499026773+0.35264714242788986j),376.73107806730445
3805000000.0,(-0.7656417919295748+0.0014902513919831971j),(-0-0j),(50.00418324583888+0.3601765486900607j),376.7310442876806
3890000000.0,(-0.7656523439852008+0.0015212892215087901j),(-0-0j),(50.0016159674678+0.36767359705128994j),376.7310126981268
3975000000.0,(-0.7656630821985317+0.001552192666377754j),(-0-0j),(49.999003788911+0.37513790873873337j),376.730983113333
4060000000.0,(-0.7656740038735999+0.0015829602397355355j),(-0-0j),(49.99634734537097+0.3825691220019258j),376.7309553671827
4145000000.0,(-0.7656851063199734+0.001613590523942051j),(-0-0j),(49.99364727295221+0.38996689196933504j),376.73092931041487
4230000000.0,(-0.7656963868538377+0.0016440821699121985j),(-0-0j),(49.9909042081283+0.3973308904863006j),376.7309048086133
4315000000.0,(-0.765707842799175+0.0016744338963798845j),(-0-0j),(49.988118787221296+0.4046608059350137j),376.73088174046904
4400000000.0,(-0.7657194714890252+0.0017046444890940653j),(-0-0j),(49.98529164589349+0.4119563430372282j),376.7308599962765
4485000000.0,(-0.7657312702667985+0.0017347127999452721j),(-0-0j),(49.982423418652196+0.4192172226405743j),376.730839476626
4570000000.0,(-0.7657432364876271+0.00176463774602809j),(-0-0j),(49.97951473836826+0.42644318148911675j),376.7308200912662
4655000000.0,(-0.7657553675197366+0.0017944183086419125j),(-0-0j),(49.97656623580869+0.4336339719789232j),376.73080175810975
4740000000.0,(-0.7657676607458281+0.0018240535322339136j),(-0-0j),(49.973578539183485+0.4407893618996244j),376.7307844023628
4825000000.0,(-0.7657801135644576+0.0018535425232864564j),(-0-0j),(49.9705522737077+0.44790913416236255j),376.73076795576105
4910000000.0,(-0.7657927233914027+0.001882884449152822j),(-0-0j),(49.96748806117833+0.454993086515349j),376.73075235589744
4995000000.0,(-0.7658054876610116+0.0019120785368450068j),(-0-0j),(49.96438651956687+0.4620410312475501j),376.7307375456292
5080000000.0,(-0.7658184038275233+0.0019411240717750486j),(-0-0j),(49.96124826262755+0.4690527948814117j),376.7307234725541
5165000000.0,(-0.765831469366357+0.0019700203964546055j),(-0-0j),(49.958073899521544+0.47602821785510674j),376.7307100885456
5250000000.0,(-0.7658446817753654+0.0019987669091567576j),(-0-0j),(49.954864034457124+0.48296715419585184j),376.7306973493418
5335000000.0,(-0.7658580385760435+0.0020273630625396058j),(-0-0j),(49.95161926634624+0.48986947118391j),376.73068521417827
5420000000.0,(-0.7658715373146946+0.002055808362240022j),(-0-0j),(49.94834018847735+0.49673504900929855j),376.73067364546165
5505000000.0,(-0.7658851755635491+0.002084102365435505j),(-0-0j),(49.9450273882046+0.5035637804208455j),376.7306626084787
5590000000.0,(-0.7658989509218302+0.0021122446793810632j),(-0-0j),(49.94168144665345+0.5103555703691844j),376.73065207113484
5675000000.0,(-0.7659128610167707+0.002140234959922106j),(-0-0j),(49.93830293844279+0.5171103356439196j),376.73064200372096
5760000000.0,(-0.7659269035045736+0.0021680729099861607j),(-0-0j),(49.93489243142329+0.5238280045057763j),376.7306323787039
5845000000.0,(-0.7659410760713171+0.0021957582780580513j),(-0-0j),(49.93145048643223+0.5305085163146582j),376.73062317053757
5930000000.0,(-0.7659553764338062+0.0022232908566390524j),(-0-0j),(49.927977657064424+0.5371518211539418j),376.73061435549374
6015000000.0,(-0.7659698023403643+0.0022506704806947637j),(-0-0j),(49.92447448945922+0.5437578794520235j),376.73060591150886
6100000000.0,(-0.7659843515715695+0.002277897026092609j),(-0-0j),(49.92094152210359+0.5503266616014388j),376.73059781804545
6185000000.0,(-0.7659990219409336+0.0023049704080331697j),(-0-0j),(49.91737928565088+0.5568581475764631j),376.73059005596804
6270000000.0,(-0.7660138112955223+0.002331890579476601j),(-0-0j),(49.91378830275514+0.5633523265496762j),376.7305826074288
6355000000.0,(-0.7660287175165187+0.00235865752956698j),(-0-0j),(49.910169087921+0.5698091965079325j),376.730575455766
6440000000.0,(-0.7660437385197308+0.0023852712820571827j),(-0-0j),(49.906522147368385+0.5762287638687069j),376.7305685854096
6525000000.0,(-0.7660588722560416+0.0024117318937356374j),(-0-0j),(49.90284797891236+0.5826110430967867j),376.7305619817977
6610000000.0,(-0.7660741167118031+0.0024380394528592856j),(-0-0j),(49.899147071857584+0.5889560563225456j),376.7305556312981
6695000000.0,(-0.7660894699091765+0.0024641940775909934j),(-0-0j),(49.89541990690691+0.5952638329615082j),376.73054952113864
6780000000.0,(-0.7661049299064161+0.002490195914447484j),(-0-0j),(49.8916669560843+0.6015344093363459j),376.7305436393427
6865000000.0,(-0.7661204947981024+0.002516045136756894j),(-0-0j),(49.88788868267124+0.6077678283014365j),376.7305379746706
6950000000.0,(-0.766136162715321+0.0025417419431292177j),(-0-0j),(49.88408554115667+0.6139641388703827j),376.73053251656563
7035000000.0,(-0.7661519318257901+0.0025672865559399024j),(-0-0j),(49.88025797720004+0.6201233958471726j),376.73052725510496
7120000000.0,(-0.7661678003339396+0.0025926792198304248j),(-0-0j),(49.876406427607044+0.6262456594610951j),376.7305221809546
7205000000.0,(-0.7661837664809397+0.0026179202002246486j),(-0-0j),(49.872531320317805+0.6323309950059036j),376.73051728532783
7290000000.0,(-0.7661998285446812+0.0026430097818648047j),(-0-0j),(49.868633074407064+0.6383794724834878j),376.730512559947
7375000000.0,(-0.7662159848397125+0.0026679482673668j),-0j,(49.86471210009614+0.644391166252709j),376.73050799700906
7460000000.0,(-0.7662322337171275+0.002692735975797127j),-0j,(49.86076879877623+0.6503661546831518j),376.73050358915276
7545000000.0,(-0.7662485735644122+0.0027173732412717417j),-0j,(49.85680356304256+0.656304519814541j),376.73049932942905
7630000000.0,(-0.7662650028052489+0.002741860411579139j),-0j,(49.85281677673938+0.6622063470218806j),376.73049521127405
7715000000.0,(-0.7662815198992777+0.0027661978468269863j),-0j,(49.84880881501501+0.6680717246866825j),376.7304912284832
7800000000.0,(-0.7662981233418203+0.0027903859181148136j),-0j,(49.84478004438683+0.6739007438741998j),376.7304873751884
7885000000.0,(-0.7663148116635637+0.002814425006232855j),-0j,(49.84073082281592+0.6796934980174818j),376.7304836458358
7970000000.0,(-0.7663315834302086+0.0028383155003887514j),-0j,(49.83666149979071+0.6854500826079046j),376.7304800351666
8055000000.0,(-0.7663484372420807+0.0028620577969600543j),-0j,(49.83257241641947+0.6911705948922652j),376.7304765381975
8140000000.0,(-0.7663653717337102+0.0028856522982780306j),-0j,(49.828463905531336+0.6968551335773583j),376.73047315020426
8225000000.0,(-0.7663823855733765+0.002909099411437905j),-0j,(49.824336291785286+0.7025037985412629j),376.7304698667055
8310000000.0,(-0.7663994774626214+0.002932399547141116j),-0j,(49.820189891787074+0.7081166905522032j),376.7304666834479
8395000000.0,(-0.7664166461357345+0.002955553118565598j),-0j,(49.81602501421332+0.7136939109944361j),376.73046359639204
8480000000.0,(-0.7664338903592082+0.0029785605402681734j),-0j,(49.811841959942804+0.7192355616019557j),376.73046060170043
8565000000.0,(-0.7664512089311659+0.003001422227116761j),-0j,(49.807641022194574+0.7247417441994917j),376.7304576957247
8650000000.0,(-0.7664686006807634+0.003024138593254944j),-0j,(49.80342248667222+0.7302125604513938j),376.7304548749948
8735000000.0,(-0.7664860644675675+0.0030467100510964706j),-0j,(49.79918663171441+0.7356481116178286j),376.730452136209
8820000000.0,(-0.7665035991809095+0.003069137010352969j),-0j,(49.79493372845117+0.7410484983191861j),376.7304494762237
8905000000.0,(-0.7665212037392153+0.0030914198770929406j),0j,(49.790664040965574+0.7464138203079972j),376.7304468920446
8990000000.0,(-0.7665388770893192+0.0031135590528321407j),0j,(49.786377826460544+0.7517441762486192j),376.7304443808183
9075000000.0,(-0.766556618205752+0.0031355549336573034j),0j,(49.78207533543067+0.7570396635050051j),376.7304419398245
9160000000.0,(-0.7665744260900138+0.0031574079093809634j),0j,(49.777756811838366+0.7623003779361059j),376.73043956646825
9245000000.0,(-0.7665922997698292+0.0031791183627291595j),0j,(49.77342249329461+0.7675264136992653j),376.73043725827387
9330000000.0,(-0.7666102382983854+0.0032006866685609487j),0j,(49.769072611243324+0.7727178630614071j),376.7304350128773
9415000000.0,(-0.7666282407535535+0.003222113193120188j),0j,(49.76470739114995+0.7778748162180744j),376.73043282802115
9500000000.0,(-0.7666463062370987+0.003243398293319811j),0j,(49.7603270526931+0.7829973611204061j),376.73043070154847
9585000000.0,(-0.7666644338738747+0.0032645423160573292j),0j,(49.755931809959684+0.7880855833097556j),376.73042863139733
9670000000.0,(-0.7666826228110055+0.0032855455975627163j),0j,(49.75152187164303+0.7931395657601025j),376.73042661559646
9755000000.0,(-0.7667008722170576+0.0033064084627788524j),0j,(49.74709744124364+0.7981593887285199j),376.7304246522594
9840000000.0,(-0.7667191812812011+0.0033271312247718328j),0j,(49.74265871727259+0.803145129612939j),376.73042273958157
9925000000.0,(-0.7667375492123605+0.0033477141841745627j),0j,(49.73820589345716+0.8080968628178516j),376.7304208758349
10010000000.0,(-0.7667559752383575+0.0033681576286606215j),0j,(49.733739158948595+0.813014659627546j),376.7304190593644
10095000000.0,(-0.7667744586050453+0.00338846183244976j),0j,(49.72925869853178+0.8178985880869846j),376.73041728858465
10180000000.0,(-0.7667929985754377+0.00340862705584393j),0j,(49.72476469283654+0.8227487128902042j),376.73041556197586
10265000000.0,(-0.7668115944288292+0.0034286535447950587j),0j,(49.72025731855031+0.8275650952761936j),376.7304138780812
10350000000.0,(-0.7668302454599124+0.0034485415305021716j),0j,(49.71573674863242+0.8323477929322411j),376.7304122355032
10435000000.0,(-0.7668489509778881+0.0034682912290388275j),0j,(49.71120315252919+0.8370968599045115j),376.7304106329013
10520000000.0,(-0.7668677103055747+0.0034879028410124157j),0j,(49.70665669638996+0.8418123465162246j),376.7304090689884
10605000000.0,(-0.7668865227785108+0.0035073765512513956j),0j,(49.70209754328413+0.8464942992928277j),376.7304075425295
10690000000.0,(-0.7669053877440583+0.0035267125285226054j),0j,(49.69752585341848+0.8511427608945844j),376.7304060523378
10775000000.0,(-0.7669243045605009+0.0035459109252788173j),0j,(49.692941784355135+0.8557577700560912j),376.73040459727355
10860000000.0,(-0.766943272596144+0.003564971877435418j),0j,(49.68834549122964+0.860339361533183j),376.7304031762414
10945000000.0,(-0.7669622912284114+0.0035838955041745746j),0j,(49.68373712696928+0.8648875660566874j),376.73040178818803
11030000000.0,(-0.7669813598429448+0.003602681907779896j),0j,(49.67911684251118+0.869402410293075j),376.7304004321011
11115000000.0,(-0.7670004778327012+0.0036213311734987308j),0j,(49.6744847870204+0.8738839168122426j),376.7303991070063
11200000000.0,(-0.767019644597053+0.003639843369433084j),0j,(49.669841108107626+0.8783321040620653j),376.73039781196644
11285000000.0,(-0.7670388595408898+0.003658218546458651j),0j,(49.66518595204634+0.8827469863497922j),376.7303965460795
11370000000.0,(-0.7670581220737224+0.0036764567381710957j),0j,(49.66051946398941+0.887128573830111j),376.7303953084769
11455000000.0,(-0.7670774316087888+0.0036945579608606786j),0j,(49.65584178818493+0.8914768724999952j),376.7303940983222
11540000000.0,(-0.767096787562165+0.0037125222135139958j),0j,(49.651153068191284+0.8957918842001492j),376.73039291480984
11625000000.0,(-0.7671161893518798+0.003730349477843319j),0j,(49.64645344709098+0.900073606623189j),376.7303917571634
11710000000.0,(-0.7671356363970312+0.003748039718342233j),0j,(49.64174306770357+0.9043220333281562j),376.7303906246345
11795000000.0,(-0.7671551281169123+0.003765592882368826j),0j,(49.63702207279723+0.908537153761673j),376.7303895165019
11880000000.0,(-0.7671746639301397+0.0037830089002554336j),0j,(49.632290605298785+0.9127189532855808j),376.7303884320697
11965000000.0,(-0.7671942432537879+0.0038002876854438873j),0j,(49.62754880850257+0.9168674132107171j),376.73038737066685
12050000000.0,(-0.7672138655025319+0.0038174291346488106j),0j,(49.62279682627731+0.9209825108374713j),376.730386331646
12135000000.0,(-0.7672335300877959+0.0038344331280451647j),0j,(49.61803480327137+0.9250642195022354j),376.7303853143822
12220000000.0,(-0.7672532364169088+0.003851299529483317j),0j,(49.61326288511626+0.9291125086304519j),376.7303843182721
12305000000.0,(-0.76727298389227+0.0038680281867282305j),0j,(49.60848121862777+0.9331273437955654j),376.7303833427333
12390000000.0,(-0.767292771910521+0.0038846189317258656j),0j,(49.60368995200544+0.9371086867844308j),376.73038238720335
12475000000.0,(-0.7673125998617285+0.0039010715808938555j),0j,(49.59888923502925+0.9410564956686955j),376.7303814511385
12560000000.0,(-0.7673324671285756+0.003917385935437649j),0j,(49.594079219254404+0.9449707248823063j),376.73038053401393
12645000000.0,(-0.7673523730855636+0.003933561781692345j),0j,(49.58926005820322+0.9488513253050687j),376.73037963532187
12730000000.0,(-0.7673723170982253+0.003949598891488953j),0j,(49.58443190755469+0.9526982443523717j),376.7303787545717
12815000000.0,(-0.7673922985223486+0.003965497022544738j),0j,(49.57959492533094+0.9565114260703783j),376.73037789128904
12900000000.0,(-0.7674123167032112+0.003981255918879532j),0j,(49.574749272081085+0.9602908112378241j),376.73037704501496
12985000000.0,(-0.7674323709748297+0.003996875311256207j),0j,(49.56989511106182+0.9640363374732112j),376.73037621530557
13070000000.0,(-0.7674524606592199+0.00401235491764384j),0j,(49.565032608414974+0.9677479393479856j),376.73037540173146
13155000000.0,(-0.767472585065671+0.0040276944437069775j),0j,(49.56016193334172+0.9714255485054913j),376.7303746038769
13240000000.0,(-0.7674927434900337+0.0040428935833180055j),0j,(49.55528325827326+0.9750690937857284j),376.7303738213395
13325000000.0,(-0.767512935214024+0.0040579520190927075j),0j,(49.550396759038016+0.978678501355712j),376.7303730537295
13410000000.0,(-0.767533159504541+0.004072869422950398j),(-0+0j),(49.54550261502489+0.9822536948456676j),376.73037230067007
13495000000.0,(-0.7675534156130007+0.004087645456696384j),(-0+0j),(49.54060100934298+0.9857945954904426j),376.73037156179544
13580000000.0,(-0.7675737027746863+0.004102279772628259j),(-0+0j),(49.53569212897687+0.9893011222769234j),376.7303708367515
13665000000.0,(-0.7675940202081172+0.00411677201416489j),(-0+0j),(49.53077616493797+0.9927731920966887j),376.7303701251955
13750000000.0,(-0.767614367114433+0.004131121816497735j),(-0+0j),(49.525853312411385+0.9962107199040764j),376.7303694267947
13835000000.0,(-0.7676347426767988+0.004145328807265302j),(-0+0j),(49.52092377089835+0.9996136188796597j),376.73036874122704
13920000000.0,(-0.7676551460598267+0.00415939260724891j),(-0+0j),(49.51598774435383+1.0029818005991435j),376.7303680681797
14005000000.0,(-0.7676755764090202+0.004173312831091403j),(-0+0j),(49.51104544131964+1.006315175207394j),376.73036740735
14090000000.0,(-0.7676960328502364+0.0041870890880360894j),(-0+0j),(49.506097075052026+1.0096136515974958j),376.73036675844384
14175000000.0,(-0.7677165144891719+0.004200720982688328j),(-0+0j),(49.50114286364458+1.012877137595142j),376.730366121176
14260000000.0,(-0.7677370204108681+0.004214208115797196j),(-0+0j),(49.49618303014546+1.0161055401478978j),376.73036549526995
14345000000.0,(-0.767757549679241+0.004227550085057927j),(-0+0j),(49.4912178026692+1.0192987655193542j),376.73036488045716
14430000000.0,(-0.7677781013366346+0.004240746485934447j),(-0+0j),(49.48624741450272+1.02245671948801j),376.73036427647696
14515000000.0,(-0.7677986744033968+0.0042537969125027945j),(-0+0j),(49.48127210420584+1.025579307551277j),376.7303636830765
14600000000.0,(-0.7678192678774819+0.0042667009583117164j),(-0+0j),(49.4762921157049+1.0286664351334307j),376.73036310001
14685000000.0,(-0.7678398807340783+0.004279458217264652j),(-0+0j),(49.471307698381075+1.0317180077987231j),376.73036252703895
14770000000.0,(-0.7678605119252627+0.004292068284518611j),(-0+0j),(49.46631910715154+1.0347339314684694j),376.7303619639315
14855000000.0,(-0.7678811603796818+0.004304530757400496j),(-0-0j),(49.461326602544304+1.0377141126422906j),376.7303614104627
14940000000.0,(-0.7679018250022618+0.004316845236342675j),(-0-0j),(49.456330450766075+1.0406584586238887j),376.73036086641383
15025000000.0,(-0.7679225046739463+0.004329011325834349j),(-0-0j),(49.45133092376336+1.0435668777505858j),376.7303603315722
15110000000.0,(-0.7679431982514672+0.004341028635387757j),(-0-0j),(49.44632829927594+1.0464392796263409j),376.7303598057312
15195000000.0,(-0.7679639045671408+0.004352896780522231j),(-0-0j),(49.441322860883346+1.0492755753589917j),376.7303592886901
15280000000.0,(-0.7679846224286998+0.004364615383761589j),(-0-0j),(49.43631489804351+1.0520756778006544j),376.73035878025377
15365000000.0,(-0.7680053506191554+0.004376184075645152j),(-0-0j),(49.43130470612355+1.0548395017912406j),376.73035828023205
15450000000.0,(-0.768026087896693+0.004387602495754279j),(-0-0j),(49.426292586422896+1.0575669644057226j),376.73035778844036
15535000000.0,(-0.7680468329946014+0.004398870293748014j),(-0-0j),(49.42127884618786+1.0602579852034806j),376.73035730469917
15620000000.0,(-0.7680675846212367+0.0044099871304135235j),(-0-0j),(49.41626379861814+1.062912486481038j),376.7303568288336
15705000000.0,(-0.7680883414600216+0.004420952678725388j),(-0-0j),(49.411247762864576+1.0655303935269325j),376.7303563606737
15790000000.0,(-0.768109102169481+0.004431766624914199j),(-0-0j),(49.4062310640183+1.068111634878729j),376.73035590005395
15875000000.0,(-0.7681298653833146+0.004442428669546548j),(-0-0j),(49.401214033090895+1.0706561425825991j),376.73035544681335
15960000000.0,(-0.7681506297105065+0.00445293852860962j),(-0-0j),(49.39619700698546+1.0731638524539469j),376.7303550007951
16045000000.0,(-0.7681713937354739+0.004463295934602997j),(-0-0j),(49.39118032845849+1.075634704339771j),376.73035456184647
16130000000.0,(-0.768192156018255+0.004473500637638754j),(-0-0j),(49.38616434607232+1.078068642382669j),376.7303541298189
16215000000.0,(-0.7682129150947354+0.004483552406541673j),(-0-0j),(49.38114941413785+1.0804656152851242j),376.7303537045677
16300000000.0,(-0.7682336694769174+0.0044934510299543375j),(-0-0j),(49.376135892647625+1.0828255765745178j),376.7303532859518
16385000000.0,(-0.7682544176532279+0.004503196317446187j),(-0-0j),(49.371124147199026+1.0851484848690944j),376.7303528738339
16470000000.0,(-0.7682751580888693+0.004512788100618481j),(-0-0j),(49.36611454890744+1.08743430414306j),376.7303524680803
16555000000.0,(-0.7682958892262126+0.004522226234211066j),(-0-0j),(49.361107474309094+1.0896830039916245j),376.7303520685605
16640000000.0,(-0.7683166094852328+0.004531510597207682j),(-0-0j),(49.356103305253924+1.0918945598958028j),376.73035167514746
16725000000.0,(-0.7683373172639885+0.004540641093933446j),(-0-0j),(49.35110242878773+1.0940689534853214j),376.7303512877174
16810000000.0,(-0.7683580109391441+0.004549617655151369j),(-0-0j),(49.34610523702387+1.0962061728008372j),376.7303509061497
16895000000.0,(-0.7683786888665363+0.004558440239149155j),(-0-0j),(49.34111212700475+1.0983062125540595j),376.7303505303265
16980000000.0,(-0.7683993493817858+0.004567108832817119j),(-0-0j),(49.33612350055195+1.1003690743853831j),376.7303501601331
17065000000.0,(-0.7684199908009539+0.004575623452717969j),(-0-0j),(49.33113976410627+1.1023947671196117j),376.73034979545776
17150000000.0,(-0.7684406114212418+0.004583984146142529j),(-0-0j),(49.32616132855675+1.1043833070180604j),376.73034943619126
17235000000.0,(-0.768461209521739+0.0045921909921516745j),(-0-0j),(49.32118860905853+1.106334718027212j),376.7303490822271
17320000000.0,(-0.7684817833642126+0.0046002441026045966j),(-0-0j),(49.316222024840556+1.108249032024186j),376.73034873346154
17405000000.0,(-0.7685023311939453+0.004608143623167291j),(-0-0j),(49.311261999001864+1.110126289057037j),376.73034838979333
17490000000.0,(-0.7685228512406164+0.004615889734303172j),(-0-0j),(49.30630895829724+1.1119665375808383j),376.73034805112337
17575000000.0,(-0.7685433417192297+0.004623482652241816j),(-0-0j),(49.30136333291223+1.113769834688353j),376.7303477173555
17660000000.0,(-0.7685638008310847+0.004630922629925457j),(-0-0j),(49.29642555622713+1.1155362463351681j),376.73034738839533
17745000000.0,(-0.7685842267647944+0.004638209957928796j),(-0-0j),(49.29149606457039+1.1172658475584172j),376.7303470641512
17830000000.0,(-0.7686046176973452+0.004645344965353581j),(-0-0j),(49.28657529696154+1.1189587226892246j),376.73034674453316
17915000000.0,(-0.7686249717952025+0.0046523280206919254j),(-0-0j),(49.281663694843516+1.1206149655575797j),376.73034642945373
18000000000.0,(-0.768645287215459+0.00465915953266134j),(-0-0j),(49.27676170180478+1.1222346796902931j),376.7303461188274
