f,s11,ZL,ZL_a
4000000000.0,(-0.18662249852952645+0.2451447784132751j),(232.24302457060733+125.80857236867278j),376.7329587108829
4020000000.0,(-0.185387632707964+0.24700807505606037j),(232.4441353148097+126.93877574411587j),376.7329324551972
4040000000.0,(-0.18413410286259388+0.24886786087910776j),(232.6511592769151+128.07342391297888j),376.7329065884869
4060000000.0,(-0.18286182042765148+0.25072399568417575j),(232.86416541152926+129.21256280312082j),376.73288110310614
4080000000.0,(-0.1815706962382366+0.25257632997097224j),(233.08322588181895+130.3562354814946j),376.73285599159607
4100000000.0,(-0.18026064129166092+0.25442470521806493j),(233.3084157436842+131.50448215109907j),376.7328312466793
4120000000.0,(-0.17893156745277658+0.2562689541962641j),(233.5398126480831+132.65734016621553j),376.73280686125497
4140000000.0,(-0.17758338810442353+0.2581089013092819j),(233.77749656155655+133.8148440638406j),376.7327828283927
4160000000.0,(-0.17621601874447426+0.25994436295687035j),(234.02154950483472+134.97702560934167j),376.732759141329
4180000000.0,(-0.17482937753098043+0.2617751479160281j),(234.27205530937053+136.14391385452717j),376.7327357934612
4200000000.0,(-0.17342338577724178+0.26360105773617926j),(234.52909939150098+137.31553520639736j),376.73271277834385
4220000000.0,(-0.17199796839864614+0.2654218871447243j),(234.79276854386796+138.4919135050506j),376.73269008968373
4240000000.0,(-0.17055305431327017+0.2672374244595382j),(235.06315074368428+139.67307010926112j),376.7326677213358
4260000000.0,(-0.16908857679831846+0.26904745200541813j),(235.34033497734188+140.85902398840298j),376.7326456672988
4280000000.0,(-0.16760447380447785+0.2708517465317518j),(235.62441108085176+142.04979181950546j),376.73262392171137
4300000000.0,(-0.16610068823034707+0.2726500796289321j),(235.91546959554316+143.2453880883041j),376.7326024788482
4320000000.0,(-0.16457716815909013+0.2744422181413886j),(236.21360163842593+144.44582519329245j),376.7325813331163
4340000000.0,(-0.16303386705948347+0.2762279245752367j),(236.5188987866089+145.65111355181608j),376.7325604790511
4360000000.0,(-0.161470743953461+0.2780069574989111j),(236.83145297515125+146.86126170741005j),376.73253991131304
4380000000.0,(-0.15988776355230605+0.2797790719352512j),(237.15135640770592+148.0762764375966j),376.73251962468436
4400000000.0,(-0.1582848963635413+0.2815440197437828j),(237.47870147932662+149.29616286148593j),376.73249961406566
4420000000.0,(-0.15666211877056083+0.2833015499920823j),(237.81358071079873+150.52092454656656j),376.73247987447223
4440000000.0,(-0.15501941308696818+0.2850514093153108j),(238.15608669387174+151.7505636141621j),376.732460401032
4460000000.0,(-0.15335676758755204+0.28679334226313513j),(238.5063120467704+152.98508084307164j),376.73244118898134
4480000000.0,(-0.15167417651775614+0.28852709163341833j),(238.8643493793754+154.22447577098487j),376.73242223366304
4500000000.0,(-0.14997164008341515+0.29025239879218506j),(239.23029126749037+155.46874679331532j),376.7324035305232
4520000000.0,(-0.14824916442250602+0.2919690039794855j),(239.60423023560503+156.71789125913259j),376.732385075108
4540000000.0,(-0.14650676156052855+0.29367664660089143j),(239.9862587476128+157.9719055639357j),376.73236686306217
4560000000.0,(-0.14474444935112027+0.29537506550447135j),(240.37646920492608+159.23078523904113j),376.7323488901251
4580000000.0,(-0.14296225140338392+0.29706399924314963j),(240.77495395148625+160.49452503739687j),376.73233115212935
4600000000.0,(-0.1411601969973694+0.2987431863224588j),(241.1818052851607+161.7631190156695j),376.73231364499804
4620000000.0,(-0.13933832098904486+0.3004123654337715j),(241.5971154750555+163.03656061249282j),376.7322963647419
4640000000.0,(-0.13749666370606173+0.3020712756731279j),(242.02097678428495+164.3148427227675j),376.73227930745776
4660000000.0,(-0.13563527083549112+0.3037196567458638j),(242.45348149777305+165.59795776795838j),376.7322624693259
4680000000.0,(-0.1337541933046948+0.3053572491572844j),(242.89472195466448+166.88589776233496j),376.7322458466082
4700000000.0,(-0.13185348715637582+0.3069837943896586j),(243.34479058496876+168.17865437513248j),376.7322294356457
4720000000.0,(-0.12993321341882028+0.3085990350658631j),(243.80377995006145+169.47621898862226j),376.732213232857
4740000000.0,(-0.12799343797227256+0.3102027151000277j),(244.2717827866933+170.77858275209752j),376.73219723473596
4760000000.0,(-0.12603423141228526+0.31179457983556363j),(244.74889205419262+172.08573663180056j),376.7321814378499
4780000000.0,(-0.12405566891089088+0.3133743761709704j),(245.23520098454094+173.3976714568118j),376.7321658388379
4800000000.0,(-0.12205783007632262+0.31494185267385866j),(245.73080313503937+174.71437796095543j),376.732150434409
4820000000.0,(-0.12004079881198355+0.3164967596836044j),(246.23579244330062+176.0358468207608j),376.7321352213402
4840000000.0,(-0.11800466317531545+0.31803884940309546j),(246.75026328430786+177.36206868954127j),376.732120196475
4860000000.0,(-0.11594951523714277+0.3195678759800196j),(247.27431052931294+178.6930342276543j),376.73210535672195
4880000000.0,(-0.11387545094204468+0.32108359557815924j),(247.80802960634944+180.02873412900828j),376.7320906990523
4900000000.0,(-0.11178256997024097+0.32258576643914955j),(248.35151656216632+181.36915914388814j),376.73207622049955
4920000000.0,(-0.1096709756014551+0.3240741489351701j),(248.90486812538305+182.71430009816953j),376.732061918157
4940000000.0,(-0.10754077458113873+0.3255485056130316j),(249.4681817707071+184.06414790900584j),376.7320477891768
4960000000.0,(-0.10539207698945076+0.32700860123012054j),(250.0415557840406+185.41869359705606j),376.73203383076856
4980000000.0,(-0.10322499611331336+0.328454202782654j),(250.62508932833228+186.77792829533234j),376.7320200401974
5000000000.0,(-0.10103964832183343+0.3298850795266995j),(251.21888251004398+188.1418432547471j),376.73200641478337
5020000000.0,(-0.0988361529453604+0.3313010029924052j),(251.8230364460982+189.51042984643428j),376.7319929518997
5040000000.0,(-0.09661463215841254+0.33270174699187194j),(252.43765333119637+190.88367956091477j),376.73197964897173
5060000000.0,(-0.09437521086667032+0.33408708762110373j),(253.06283650540072+192.26158400418697j),376.73196650347546
5080000000.0,(-0.09211801659820716+0.3354568032564495j),(253.69869052188656+193.64413489080928j),376.7319535129364
5100000000.0,(-0.08984317939912255+0.3368106745459464j),(254.34532121477122+195.03132403403995j),376.73194067492864
5120000000.0,(-0.08755083173368394+0.33814848439597134j),(255.00283576694346+196.42314333310952j),376.7319279870736
5140000000.0,(-0.08524110838908985+0.33947001795358034j),(255.67134277782006+197.81958475768124j),376.7319154470387
5160000000.0,(-0.08291414638494042+0.34077506258492457j),(256.3509523309571+199.22064032956567j),376.73190305253667
5180000000.0,(-0.08057008488746688+0.34206340785009753j),(257.0417760614632+200.62630210174154j),376.7318908013241
