f,s11
11020000000.0,(-0.6269912914138422+0.04071064054829089j)
11040000000.0,(-0.6273638388375952+0.03847322655380832j)
11060000000.0,(-0.6278552943205763+0.03628213200912059j)
11080000000.0,(-0.6284621582844354+0.03414421830944298j)
11100000000.0,(-0.6291805207402688+0.03206612658178053j)
11120000000.0,(-0.6300060713979787+0.030054253247148898j)
11140000000.0,(-0.630934111157636+0.028114725517149032j)
11160000000.0,(-0.6319595650893528+0.026253376890811073j)
11180000000.0,(-0.6330769970074426+0.024475722737610298j)
11200000000.0,(-0.6342806257407836+0.022786936073428132j)
11220000000.0,(-0.6355643431946787+0.021191823656933985j)
11240000000.0,(-0.6369217342895476+0.01969480255470759j)
11260000000.0,(-0.6383460988486078+0.018299877343479945j)
11280000000.0,(-0.6398304754902636+0.01701061813694705j)
11300000000.0,(-0.6413676675611826+0.01583013964211208j)
11320000000.0,(-0.642950271123224+0.014761081465552123j)
11340000000.0,(-0.6445707049814512+0.013805589902947734j)
11360000000.0,(-0.6462212427119274+0.012965301454993174j)
11380000000.0,(-0.6478940466170537+0.012241328319035204j)
11400000000.0,(-0.6495812035031951+0.011634246108138712j)
11420000000.0,(-0.6512747621411523+0.011144084046904788j)
11440000000.0,(-0.6529667722347339+0.01077031788646861j)
11460000000.0,(-0.654649324687463+0.010511865769042044j)
11480000000.0,(-0.6563145929227787+0.010367087255041256j)
11500000000.0,(-0.657954874979654+0.010333785703358406j)
11520000000.0,(-0.65956263607469+0.010409214167499818j)
11540000000.0,(-0.6611305512935381+0.010590084937709252j)
11560000000.0,(-0.6626515480505307+0.010872582821682412j)
11580000000.0,(-0.6641188479358927+0.011252382215101654j)
11600000000.0,(-0.6655260075558628+0.011724667968152698j)
11620000000.0,(-0.6668669579630637+0.01228416000651878j)
11640000000.0,(-0.6681360422729219+0.012925141615756816j)
11660000000.0,(-0.669328051067291+0.01364149124745975j)
11680000000.0,(-0.6704382551991097+0.014426717655948934j)
11700000000.0,(-0.6714624356310757+0.015273998124156252j)
11720000000.0,(-0.672396909968411+0.01617621949243643j)
11740000000.0,(-0.6732385553784821+0.01712602165980701j)
11760000000.0,(-0.6739848276294443+0.018115843189310876j)
11780000000.0,(-0.6746337760245813+0.019137968616041882j)
11800000000.0,(-0.6751840540580216+0.020184577029731657j)
11820000000.0,(-0.6756349256700557+0.02124779148399202j)
11840000000.0,(-0.6759862670351102+0.02231972877202352j)
11860000000.0,(-0.6762385638716009+0.02339254910397935j)
11880000000.0,(-0.6763929043188948+0.02445850522424109j)
11900000000.0,(-0.6764509674816049+0.02550999051793896j)
11920000000.0,(-0.6764150077938849+0.026539585674020833j)
11940000000.0,(-0.676287835405576+0.027540103497425097j)
11960000000.0,(-0.6760727928366913+0.028504631494133716j)
11980000000.0,(-0.6757737281862781+0.029426571889423287j)
12000000000.0,(-0.6753949652150978+0.030299678780943282j)
12020000000.0,(-0.6749412706488571+0.031118092172415752j)
12040000000.0,(-0.6744178190690403+0.031876368680947495j)
12060000000.0,(-0.6738301557719493+0.032569508758829274j)
12080000000.0,(-0.6731841579832547+0.03319298031924497j)
12100000000.0,(-0.6724859948155723+0.03374273870277522j)
12120000000.0,(-0.6717420863502866+0.034215242967561704j)
12140000000.0,(-0.6709590622131602+0.034607468529187564j)
12160000000.0,(-0.6701437199960977+0.03491691621647631j)
12180000000.0,(-0.6693029838560784+0.035141617845465656j)
12200000000.0,(-0.6684438635970652+0.035280138445728866j)
12220000000.0,(-0.6675734145126747+0.03533157530029496j)
12240000000.0,(-0.6666986982370886+0.0352955539828212j)
12260000000.0,(-0.6658267448202724+0.035172221593026284j)
12280000000.0,(-0.6649645162112646+0.03496223740399671j)
12300000000.0,(-0.6641188713013123+0.03466676114282656j)
12320000000.0,(-0.6632965326472307+0.034287439129521036j)
12340000000.0,(-0.6625040549652527+0.03382638849839214j)
12360000000.0,(-0.6617477954573582+0.033286179721790106j)
12380000000.0,(-0.6610338860058685+0.0326698176483418j)
12400000000.0,(-0.6603682072484133+0.03198072125730599j)
12420000000.0,(-0.6597563645243955+0.031222702317791375j)
12440000000.0,(-0.6592036656660515+0.03039994312681397j)
12460000000.0,(-0.6587151005919488+0.02951697348391771j)
12480000000.0,(-0.6582953226488748+0.02857864704303151j)
12500000000.0,(-0.6579486316386965+0.027590117164429044j)
12520000000.0,(-0.6576789584607037+0.02655681237187251j)
12540000000.0,(-0.6574898512964287+0.025484411502493427j)
12560000000.0,(-0.6573844632630456+0.024378818619756867j)
12580000000.0,(-0.6573655414631722+0.023246137743933696j)
12600000000.0,(-0.6574354173625974+0.02209264743926737j)
12620000000.0,(-0.6575959984333949+0.02092477528347504j)
12640000000.0,(-0.6578487610074601+0.019749072233133665j)
12660000000.0,(-0.658194744294651+0.018572186888030032j)
12680000000.0,(-0.658634545530189+0.017400839649216623j)
12700000000.0,(-0.6591683162273498+0.01624179675886448j)
12720000000.0,(-0.6597957595237709+0.015101844205643448j)
12740000000.0,(-0.6605161286223529+0.013987761477033704j)
12760000000.0,(-0.6613282263407076+0.012906295139877027j)
12780000000.0,(-0.662230405796044+0.011864132232474752j)
12800000000.0,(-0.663220572264967+0.010867873455881014j)
12820000000.0,(-0.6642961862697419+0.00992400615840549j)
12840000000.0,(-0.6654542679537812+0.009038877115941665j)
12860000000.0,(-0.666691402819187+0.008218665121147668j)
12880000000.0,(-0.6680037489078632+0.007469353407247873j)
12900000000.0,(-0.6693870455148353+0.006796701946235959j)
12920000000.0,(-0.6708366235273491+0.006206219677375126j)
12940000000.0,(-0.6723474174863989+0.00570313673906025j)
12960000000.0,(-0.673913979467692+0.005292376795643095j)
12980000000.0,(-0.6755304948768847+0.004978529570174195j)
13000000000.0,(-0.6771908002488666+0.004765823713922123j)
13020000000.0,(-0.6788884031327128+0.004658100163627824j)
13040000000.0,(-0.6806165041326211+0.004658786157398028j)
13060000000.0,(-0.6823680211605687+0.004770870099283038j)
13080000000.0,(-0.684135615938504+0.004996877480828906j)
13100000000.0,(-0.6859117227667629+0.005338848084249517j)
13120000000.0,(-0.6876885795509731+0.005798314706279816j)
13140000000.0,(-0.68945826105247+0.006376283653393618j)
13160000000.0,(-0.6912127142971243+0.007073217267495724j)
13180000000.0,(-0.6929437960450491+0.00788901874602027j)
13200000000.0,(-0.694643312189395+0.008823019520810368j)
13220000000.0,(-0.6963030589166314+0.009873969456214738j)
13240000000.0,(-0.697914865424317+0.011040030117729254j)
13260000000.0,(-0.6994706379558081+0.012318771348345265j)
13280000000.0,(-0.7009624048755982+0.013707171370016633j)
13300000000.0,(-0.7023823624747053+0.01520162060259273j)
13320000000.0,(-0.7037229211637409+0.01679792936203678j)
13340000000.0,(-0.7049767516826816+0.018491339564028188j)
13360000000.0,(-0.706136830932026+0.02027654051863547j)
13380000000.0,(-0.7071964870105033+0.022147688856881263j)
13400000000.0,(-0.7081494430308001+0.024098432581704108j)
13420000000.0,(-0.7089898592773929+0.02612193918454088j)
13440000000.0,(-0.7097123732701525+0.028210927715640533j)
13460000000.0,(-0.7103121373041976+0.030357704642266295j)
13480000000.0,(-0.7107848530509582+0.03255420327514399j)
13500000000.0,(-0.7111268028272519+0.03479202649120168j)
13520000000.0,(-0.7113348771687109+0.03706249243086692j)
13540000000.0,(-0.7114065983802362+0.039356682802176385j)
13560000000.0,(-0.7113401397792142+0.04166549338276828j)
13580000000.0,(-0.7111343403959246+0.043979686275465876j)
13600000000.0,(-0.7107887149492955+0.046289943444667546j)
13620000000.0,(-0.7103034589734226+0.04858692103952416j)
13640000000.0,(-0.7096794490306609+0.050861303996883996j)
13660000000.0,(-0.7089182380082089+0.053103860412222044j)
13680000000.0,(-0.7080220455570554+0.055305495170486864j)
13700000000.0,(-0.7069937437922694+0.05745730234100968j)
13720000000.0,(-0.7058368384316765+0.05955061586084055j)
13740000000.0,(-0.7045554456041436+0.06157705805869052j)
13760000000.0,(-0.7031542646082484+0.0635285856064043j)
13780000000.0,(-0.7016385469459148+0.06539753252553823j)
13800000000.0,(-0.7000140619930435+0.06717664992249024j)
13820000000.0,(-0.6982870596993774+0.06885914217511513j)
13840000000.0,(-0.6964642307330271+0.07043869934640305j)
13860000000.0,(-0.6945526645000798+0.07190952565466027j)
13880000000.0,(-0.692559805477686+0.07326636388414134j)
13900000000.0,(-0.6904934082991637+0.07450451567382031j)
13920000000.0,(-0.6883614920229567+0.0756198576738966j)
13940000000.0,(-0.6861722940040483+0.07660885360887273j)
13960000000.0,(-0.6839342237671991+0.07746856233175044j)
13980000000.0,(-0.6816558172571575+0.07819664199531001j)
14000000000.0,(-0.6793456918124242+0.07879135050302491j)
