f,s11
10000000000.0,(-0.6794664977412139+0.07173521048693678j)
10020000000.0,(-0.6783151921223957+0.07154687967013758j)
10040000000.0,(-0.6771870206661315+0.07132178868397976j)
10060000000.0,(-0.6760831804422754+0.07106151801040153j)
10080000000.0,(-0.6750047847649058+0.07076768338404572j)
10100000000.0,(-0.6739528622554233+0.07044193280097841j)
10120000000.0,(-0.6729283558586128+0.07008594347796229j)
10140000000.0,(-0.6719321218190926+0.06970141873743917j)
10160000000.0,(-0.6709649286291022+0.06929008479428446j)
10180000000.0,(-0.6700274559619133+0.0688536874217694j)
10200000000.0,(-0.6691202936084454+0.06839398847585909j)
10220000000.0,(-0.6682439404378706+0.06791276225905139j)
10240000000.0,(-0.6673988034059205+0.06741179170741489j)
10260000000.0,(-0.6665851966374695+0.06689286438734134j)
10280000000.0,(-0.6658033406124102+0.06635776829171666j)
10300000000.0,(-0.6650533614861239+0.06580828742881092j)
10320000000.0,(-0.6643352905776585+0.06524619720110389j)
10340000000.0,(-0.6636490640601611+0.06467325957549959j)
10360000000.0,(-0.6629945228891075+0.06409121805091351j)
10380000000.0,(-0.6623714130042654+0.0635017924339694j)
10400000000.0,(-0.6617793858412423+0.06290667343850466j)
10420000000.0,(-0.6612179991876647+0.06230751712961919j)
10440000000.0,(-0.6606867184176765+0.06170593923813424j)
10460000000.0,(-0.6601849181362986+0.06110350937637459j)
10480000000.0,(-0.6597118842624362+0.06050174519112472j)
10500000000.0,(-0.6592668165757776+0.05990210649430435j)
10520000000.0,(-0.6588488317486372+0.0593059894162666j)
10540000000.0,(-0.658456966878912+0.05871472063054215j)
10560000000.0,(-0.6580901835347989+0.058129551702213j)
10580000000.0,(-0.6577473723158545+0.05755165361481328j)
10600000000.0,(-0.6574273579283907+0.056982111532605746j)
10620000000.0,(-0.6571289047662422+0.056421919856229595j)
10640000000.0,(-0.656850722980707+0.05587197762986574j)
10660000000.0,(-0.6565914750160395+0.05533308435737245j)
10680000000.0,(-0.6563497825794897+0.05480593628300176j)
10700000000.0,(-0.656124234007609+0.054291123189542j)
10720000000.0,(-0.6559133919835393+0.05378912576288455j)
10740000000.0,(-0.655715801553502+0.0533003135672021j)
10760000000.0,(-0.655529998384744+0.052824943669174076j)
10780000000.0,(-0.6553545172020201+0.05236315994308969j)
10800000000.0,(-0.6551879003353662+0.05191499308132959j)
10820000000.0,(-0.6550287063085952+0.05148036132675317j)
10840000000.0,(-0.6548755183956937+0.051059071935128104j)
10860000000.0,(-0.6547269530712188+0.050650823366973755j)
10880000000.0,(-0.6545816682808624+0.05025520819939963j)
10900000000.0,(-0.6544383714596734+0.04987171673968538j)
10920000000.0,(-0.6542958272279101+0.04949974131381218j)
10940000000.0,(-0.6541528646981095+0.04913858119500692j)
10960000000.0,(-0.6540083843316701+0.04878744812980263j)
10980000000.0,(-0.6538613642888764+0.04844547241226594j)
11000000000.0,(-0.6537108662227984+0.04811170945108533j)
11020000000.0,(-0.653556040474683+0.047785146769209134j)
11040000000.0,(-0.6533961306361555+0.04746471137175561j)
11060000000.0,(-0.6532304774516604+0.04714927741510772j)
11080000000.0,(-0.6530585220428271+0.046837674108377754j)
11100000000.0,(-0.6528798084447758+0.04652869377788352j)
11120000000.0,(-0.6526939854524976+0.04622110002580504j)
11140000000.0,(-0.6525008077833416+0.04591363591579351j)
11160000000.0,(-0.6523001365690314+0.045605032120874675j)
11180000000.0,(-0.6520919391974754+0.045294014972446464j)
11200000000.0,(-0.6518762885308127+0.044979314353367265j)
11220000000.0,(-0.6516533615315656+0.044659671383032576j)
11240000000.0,(-0.6514234373333079+0.04433384584766033j)
11260000000.0,(-0.6511868947960606+0.04400062333480505j)
11280000000.0,(-0.6509442095894331+0.04365882203708161j)
11300000000.0,(-0.650695950848537+0.0433072991961975j)
11320000000.0,(-0.6504427774488358+0.04294495716447445j)
11340000000.0,(-0.6501854339464289+0.042570749067022184j)
11360000000.0,(-0.6499247462298459+0.04218368405345426j)
11380000000.0,(-0.6496616169283057+0.041782832133456536j)
11400000000.0,(-0.6493970206196961+0.04136732859554288j)
11420000000.0,(-0.6491319988792575+0.040936378012928605j)
11440000000.0,(-0.6488676552072569+0.040489257844499776j)
11460000000.0,(-0.6486051498708868+0.04002532164242575j)
11480000000.0,(-0.6483456946922611+0.03954400188094642j)
11500000000.0,(-0.6480905478108744+0.039044812423311426j)
11520000000.0,(-0.6478410084452161+0.03852735064573462j)
11540000000.0,(-0.6475984116745467+0.03799129923859087j)
11560000000.0,(-0.6473641232581677+0.037436427705889765j)
11580000000.0,(-0.6471395345059435+0.03686259358448393j)
11600000000.0,(-0.6469260572102914+0.03626974340419j)
11620000000.0,(-0.6467251186467557+0.03565791340976771j)
11640000000.0,(-0.646538156646968+0.035027230064517675j)
11660000000.0,(-0.6463666147452279+0.03437791035412709j)
11680000000.0,(-0.646211937397204+0.033710261907963786j)
11700000000.0,(-0.646075565267127+0.03302468295307122j)
11720000000.0,(-0.6459589305778424+0.03232166211421089j)
11740000000.0,(-0.6458634525164875+0.03160177807111134j)
11760000000.0,(-0.6457905326872385+0.0308656990817625j)
11780000000.0,(-0.6457415506016395+0.030114182378176865j)
