f,s11
11800000000.0,(-0.6457178591962939+0.02934807343859177j)
11820000000.0,(-0.6457207803674992+0.028568305137516063j)
11840000000.0,(-0.6457516005122587+0.02777589677257736j)
11860000000.0,(-0.6458115660655572+0.026971952964546332j)
11880000000.0,(-0.6459018790243248+0.026157662424544613j)
11900000000.0,(-0.6460236924494869+0.025334296580018123j)
11920000000.0,(-0.646178105938723+0.02450320804883415j)
11940000000.0,(-0.646366161064088+0.023665828948703685j)
11960000000.0,(-0.6465888367704204+0.022823669027167363j)
11980000000.0,(-0.646847044732604+0.02197831359560462j)
12000000000.0,(-0.6471416246719913+0.02113142124911564j)
12020000000.0,(-0.6474733396349748+0.020284721352818086j)
12040000000.0,(-0.6478428712394079+0.01944001127400107j)
12060000000.0,(-0.6482508148976827+0.018599153338832972j)
12080000000.0,(-0.6486976750284136+0.01776407149182055j)
12100000000.0,(-0.6491838602721106+0.016936747636159866j)
12120000000.0,(-0.6497096787297115+0.016119217633403023j)
12140000000.0,(-0.6502753332464613+0.01531356694152912j)
12160000000.0,(-0.6508809167673388+0.014521925871702604j)
12180000000.0,(-0.6515264077939307+0.013746464445567883j)
12200000000.0,(-0.6522116659763104+0.012989386837060279j)
12220000000.0,(-0.6529364278771285+0.012252925385303067j)
12240000000.0,(-0.6537003029485766+0.011539334168292397j)
12260000000.0,(-0.6545027697660969+0.010850882130778667j)
12280000000.0,(-0.6553431725657551+0.01018984576388216j)
12300000000.0,(-0.6562207181347981+0.00955850133877065j)
12320000000.0,(-0.6571344731071037+0.008959116701924237j)
12340000000.0,(-0.6580833617169395+0.008393942645244564j)
12360000000.0,(-0.659066164065553+0.007865203870408722j)
12380000000.0,(-0.6600815149554962+0.007375089573410483j)
12400000000.0,(-0.6611279033473274+0.006925743682105997j)
12420000000.0,(-0.6622036724921395+0.006519254786677249j)
12440000000.0,(-0.6633070207913179+0.006157645810147824j)
12460000000.0,(-0.664436003431996+0.005842863473418414j)
12480000000.0,(-0.6655885348426677+0.005576767616438419j)
12500000000.0,(-0.6667623920084467+0.005361120444145571j)
12520000000.0,(-0.6679552186794497+0.005197575772396828j)
12540000000.0,(-0.6691645304987816+0.005087668355246625j)
12560000000.0,(-0.6703877210685708+0.005032803380401231j)
12580000000.0,(-0.6716220689636001+0.005034246224128832j)
12600000000.0,(-0.6728647456923381+0.005093112560953776j)
12620000000.0,(-0.6741128245946261+0.005210358925488719j)
12640000000.0,(-0.6753632906542514+0.005386773825476023j)
12660000000.0,(-0.6766130511930646+0.005622969504808863j)
12680000000.0,(-0.6778589474015221+0.005919374453836794j)
12700000000.0,(-0.6790977666486876+0.006276226761183835j)
12720000000.0,(-0.6803262555030214+0.006693568396644124j)
12740000000.0,(-0.6815411333839866+0.007171240508524947j)
12760000000.0,(-0.6827391067537651+0.00770887981098745j)
12780000000.0,(-0.683916883748582+0.008305916127683057j)
12800000000.0,(-0.6850711891402844+0.008961571147290952j)
12820000000.0,(-0.6861987795113679+0.009674858434664623j)
12840000000.0,(-0.6872964585206175+0.01044458472822106j)
12860000000.0,(-0.688361092132133+0.011269352540416834j)
12880000000.0,(-0.6893896236779413+0.01214756406351122j)
12900000000.0,(-0.6903790886236948+0.013077426367978102j)
12920000000.0,(-0.6913266289081544+0.014056957865823231j)
12940000000.0,(-0.6922295067303977+0.015083995996240879j)
12960000000.0,(-0.6930851176637802+0.01615620607656126j)
12980000000.0,(-0.6938910029826877+0.017271091247755898j)
13000000000.0,(-0.6946448610968163+0.018426003431061322j)
13020000000.0,(-0.6953445579980474+0.019618155200749943j)
13040000000.0,(-0.6959881366366778+0.02084463246807245j)
13060000000.0,(-0.6965738251566078+0.022102407862957328j)
13080000000.0,(-0.697100043932894+0.02338835469340873j)
13100000000.0,(-0.697565411369486+0.024699261357772197j)
13120000000.0,(-0.6979687484297472+0.026031846082176006j)
13140000000.0,(-0.6983090818872518+0.027382771854577246j)
13160000000.0,(-0.6985856462990395+0.02874866142780283j)
13180000000.0,(-0.6987978847177423+0.03012611226686802j)
13200000000.0,(-0.6989454481725138+0.0315117113203699j)
13220000000.0,(-0.699028193961377+0.03290204950194077j)
13240000000.0,(-0.6990461828090385+0.03429373577528213j)
13260000000.0,(-0.6989996749545093+0.03568341074506252j)
13280000000.0,(-0.6988891252417168+0.037067759665728j)
13300000000.0,(-0.6987151772936516+0.038443524790814455j)
13320000000.0,(-0.6984786568564625+0.039807516996412266j)
13340000000.0,(-0.6981805644041841+0.04115662662385733j)
13360000000.0,(-0.6978220670975983+0.04248783349821244j)
13380000000.0,(-0.6974044901919999+0.04379821609051698j)
13400000000.0,(-0.6969293079885611+0.045084959802890165j)
13420000000.0,(-0.6963981344225822+0.04634536436625009j)
13440000000.0,(-0.6958127133793289+0.047576850350445656j)
13460000000.0,(-0.6951749088245448+0.04877696479594137j)
13480000000.0,(-0.6944866948321162+0.04994338598473048j)
13500000000.0,(-0.6937501455861613+0.05107392737567811j)
13520000000.0,(-0.6929674254287633+0.05216654073633412j)
13540000000.0,(-0.692140779018239+0.05321931850870541j)
13560000000.0,(-0.6912725216560904+0.05423049545145875j)
13580000000.0,(-0.6903650298338392+0.05519844960457954j)
13600000000.0,(-0.6894207320439406+0.05612170262541169j)
13620000000.0,(-0.6884420998920378+0.05699891954690355j)
13640000000.0,(-0.6874316395409473+0.05782890800996745j)
13660000000.0,(-0.6863918835102164+0.058610617022117534j)
13680000000.0,(-0.6853253828487543+0.059343135294178034j)
13700000000.0,(-0.6842346996921301+0.06002568920576487j)
13720000000.0,(-0.6831224002105969+0.060657640448623415j)
13740000000.0,(-0.6819910479488198+0.06123848339479373j)
13760000000.0,(-0.6808431975536827+0.06176784223405459j)
13780000000.0,(-0.6796813888824371+0.062245467922205096j)
13800000000.0,(-0.6785081414798254+0.06267123497860541j)
13820000000.0,(-0.6773259494096969+0.06304513816803932j)
13840000000.0,(-0.676137276424005+0.06336728909842551j)
13860000000.0,(-0.6749445514498846+0.06363791276233605j)
13880000000.0,(-0.6737501643738687+0.06385734404655705j)
13900000000.0,(-0.6725564621009928+0.06402602423031264j)
13920000000.0,(-0.6713657448657424+0.06414449748913095j)
13940000000.0,(-0.6701802627713571+0.06421340741772408j)
13960000000.0,(-0.6690022125339274+0.06423349358184971j)
13980000000.0,(-0.6678337344080335+0.06420558810575516j)
14000000000.0,(-0.6666769092712841+0.06413061229858577j)
