f,s11
1645000000.0,(1.6372637053850931-0.00037764450201359986j)
1660000000.0,(1.6372562594921505-0.0003911628370144408j)
1675000000.0,(1.637250190440434-0.0004055001131016294j)
1690000000.0,(1.6372455956855363-0.00042046386171826975j)
1705000000.0,(1.637242545640358-0.0004358501292305541j)
1720000000.0,(1.6372410823701344-0.0004514472636683377j)
1735000000.0,(1.6372412188139407-0.00046703984289817686j)
1750000000.0,(1.6372429385478469-0.0004824126712844531j)
1765000000.0,(1.6372461960936815-0.0004973547705035358j)
1780000000.0,(1.6372509177669456-0.0005116632907601j)
1795000000.0,(1.637257003048859-0.0005251472696102887j)
1810000000.0,(1.6372643264562992-0.0005376311681254486j)
1825000000.0,(1.637272739875585-0.0005489581224248542j)
1840000000.0,(1.6372820753143436-0.0005589928395856253j)
1855000000.0,(1.6372921480249845-0.0005676241022533879j)
1870000000.0,(1.6373027599355958-0.0005747668154595904j)
1885000000.0,(1.6373137033304532-0.0005803635741407156j)
1900000000.0,(1.6373247647059908-0.0005843857095443434j)
1915000000.0,(1.6373357287353227-0.0005868338043044489j)
1930000000.0,(1.6373463822640488-0.0005877376616262798j)
1945000000.0,(1.637356518264398-0.0005871557309826457j)
1960000000.0,(1.6373659396738793-0.0005851740003177209j)
1975000000.0,(1.637374463046211-0.0005819043761118964j)
1990000000.0,(1.6373819219470285-0.0005774825814655489j)
2005000000.0,(1.6373881700307669-0.0005720656117720955j)
2020000000.0,(1.6373930837411634-0.0005658287945174924j)
2035000000.0,(1.6373965645853232-0.0005589625104698115j)
2050000000.0,(1.6373985409389114-0.0005516686353985776j)
2065000000.0,(1.6373989693487851-0.0005441567708015943j)
2080000000.0,(1.637397835309038-0.0005366403330516827j)
2095000000.0,(1.6373951534965856-0.0005293325749670675j)
2110000000.0,(1.6373909674618785-0.0005224426141830242j)
2125000000.0,(1.6373853487808685-0.000516171542185823j)
2140000000.0,(1.6373783956852999-0.00051070868745522j)
2155000000.0,(1.637370231196613-0.0005062281021670991j)
2170000000.0,(1.6373610007993602-0.0005028853375416245j)
2185000000.0,(1.6373508696981454-0.0005008145688884641j)
2200000000.0,(1.6373400197096812-0.0005001261225974647j)
2215000000.0,(1.6373286458487017-0.0005009044516325895j)
2230000000.0,(1.6373169526718383-0.0005032065963012476j)
2245000000.0,(1.637305150448373-0.0005070611591402348j)
2260000000.0,(1.637293451229247-0.0005124678111064935j)
2275000000.0,(1.6372820648881397-0.0005193973391100015j)
2290000000.0,(1.6372711952087236-0.0005277922324327104j)
2305000000.0,(1.637261036090615-0.0005375677954666925j)
2320000000.0,(1.637251767945128-0.0005486137677352665j)
2335000000.0,(1.637243554347734-0.0005607964176472386j)
2350000000.0,(1.637236539008972-0.000573961071732714j)
2365000000.0,(1.637230843120357-0.0005879350314465289j)
2380000000.0,(1.6372265631239193-0.0006025308220709941j)
2395000000.0,(1.6372237689468558-0.0006175497134347516j)
2410000000.0,(1.637222502732866-0.0006327854465827501j)
2425000000.0,(1.6372227780942683-0.000648028094999352j)
2440000000.0,(1.6372245798975749-0.0006630679907967875j)
2455000000.0,(1.6372278645860687-0.0006776996406764207j)
2470000000.0,(1.6372325610329082-0.0006917255592011244j)
2485000000.0,(1.6372385719084883-0.0007049599480128528j)
2500000000.0,(1.6372457755356007-0.0007172321527536044j)
2515000000.0,(1.6372540281980914-0.0007283898321867939j)
2530000000.0,(1.637263166858706-0.0007383017823703995j)
2545000000.0,(1.6372730122356394-0.0007468603613667941j)
2560000000.0,(1.6372833721796705-0.0007539834711384505j)
2575000000.0,(1.6372940452885099-0.000759616058354454j)
2590000000.0,(1.6373048246909758-0.0007637311082673216j)
2605000000.0,(1.637315501929153-0.0007663301109271821j)
2620000000.0,(1.6373258708665477-0.0007674429933466889j)
2635000000.0,(1.637335731548398-0.0007671275183815038j)
2650000000.0,(1.6373448939421476-0.0007654681619379629j)
2665000000.0,(1.637353181487378-0.0007625744902776252j)
2680000000.0,(1.6373604343890877-0.0007585790677965647j)
2695000000.0,(1.6373665125926429-0.0007536349354678975j)
2710000000.0,(1.6373712983840198-0.0007479127071128387j)
2725000000.0,(1.637374698567763-0.000741597338988899j)
2740000000.0,(1.637376646181066-0.00073488463371711j)
2755000000.0,(1.6373771017127101-0.0007279775438800603j)
2770000000.0,(1.6373760538038313-0.0007210823461260222j)
2785000000.0,(1.6373735194187433-0.0007144047575436399j)
2800000000.0,(1.63736954348206-0.0007081460674027507j)
2815000000.0,(1.637364197990381-0.0007024993570693761j)
2830000000.0,(1.6373575806155316-0.0006976458798696654j)
2845000000.0,(1.6373498128262305-0.0006937516686133788j)
2860000000.0,(1.63734103756481-0.0006909644332030433j)
2875000000.0,(1.6373314165222042-0.0006894108091456584j)
2890000000.0,(1.6373211270644377-0.0006891940052869079j)
2905000000.0,(1.6373103588680522-0.000690391896757566j)
2920000000.0,(1.6372993103283051-0.0006930555971513904j)
2935000000.0,(1.6372881848088878-0.0006972085368177121j)
2950000000.0,(1.6372771868027767-0.0007028460633354828j)
2965000000.0,(1.6372665180775985-0.0007099355714104568j)
2980000000.0,(1.6372563738775676-0.0007184171586629324j)
2995000000.0,(1.6372469392532725-0.0007282047946930481j)
3010000000.0,(1.6372383855885306-0.0007391879796730829j)
3025000000.0,(1.6372308673886198-0.0007512338622767745j)
3040000000.0,(1.637224519391144-0.0007641897750368166j)
3055000000.0,(1.6372194540513698-0.0007778861394949836j)
3070000000.0,(1.6372157594512298-0.0007921396865264953j)
3085000000.0,(1.6372134976690744-0.0008067569306275041j)
3100000000.0,(1.637212703640768-0.0008215378325825005j)
3115000000.0,(1.637213384533151-0.0008362795813262876j)
3130000000.0,(1.6372155196411542-0.0008507804249845469j)
3145000000.0,(1.6372190608100017-0.0008648434770606109j)
3160000000.0,(1.6372239333739795-0.0008782804286891334j)
3175000000.0,(1.6372300375941689-0.0008909150953157608j)
3190000000.0,(1.637237250567272-0.0009025867319112994j)
3205000000.0,(1.6372454285701274-0.000913153055159642j)
3220000000.0,(1.6372544097945714-0.0009224929144755141j)
3235000000.0,(1.6372640174218742-0.000930508563091406j)
3250000000.0,(1.6372740629785443-0.0009371274862522823j)
3265000000.0,(1.637284349909804-0.0009423037513135499j)
3280000000.0,(1.6372946773037829-0.0009460188558107709j)
3295000000.0,(1.6373048436957343-0.0009482820566894374j)
3310000000.0,(1.637314650880889-0.0009491301747477489j)
3325000000.0,(1.6373239076639576-0.0009486268787260077j)
3340000000.0,(1.6373324334735784-0.0009468614616047166j)
3355000000.0,(1.6373400617751745-0.0009439471332535176j)
3370000000.0,(1.6373466432156614-0.0009400188613109277j)
3385000000.0,(1.6373520484424673-0.0009352308016082223j)
3400000000.0,(1.6373561705421575-0.0009297533661255299j)
3415000000.0,(1.6373589270536029-0.0009237699855638434j)
3430000000.0,(1.6373602615170635-0.0009174736253386918j)
3445000000.0,(1.6373601445303665-0.0009110631246238534j)
3460000000.0,(1.6373585742920955-0.0009047394242930408j)
3475000000.0,(1.6373555766221934-0.0008987017576223294j)
3490000000.0,(1.6373512044588021-0.0008931438749747752j)
3505000000.0,(1.637345536842654-0.0008882503742737778j)
3520000000.0,(1.6373386774068945-0.0008841932063658694j)
3535000000.0,(1.6373307524026914-0.0008811284219263856j)
3550000000.0,(1.6373219082968362-0.0008791932208241905j)
3565000000.0,(1.6373123089885246-0.000878503359555365j)
3580000000.0,(1.6373021326974078-0.0008791509668000469j)
3595000000.0,(1.6372915685816396-0.0008812028055451872j)
3610000000.0,(1.6372808131515604-0.0008846990181085921j)
3625000000.0,(1.6372700665448616-0.0008896523732874542j)
3640000000.0,(1.6372595287358933-0.0008960480329396437j)
3655000000.0,(1.6372493957487027-0.0009038438395828775j)
3670000000.0,(1.637239855947085-0.0009129711221013532j)
3685000000.0,(1.6372310864698831-0.0009233359987165831j)
3700000000.0,(1.637223249881475-0.0009348211618422122j)
3715000000.0,(1.6372164910954519-0.0009472880979459124j)
3730000000.0,(1.637210934635874-0.0009605797124170406j)
3745000000.0,(1.6372066822820797-0.0009745233033835846j)
3760000000.0,(1.6372038111438718-0.000988933828270141j)
3775000000.0,(1.63720237220309-0.0010036174053060663j)
3790000000.0,(1.6372023893479486-0.0010183749797537255j)
3805000000.0,(1.6372038589195401-0.001033006088714554j)
3820000000.0,(1.6372067497775316-0.0010473126523506597j)
3835000000.0,(1.637211003885281-0.0010611027197531717j)
3850000000.0,(1.6372165374021168-0.0010741941009423594j)
3865000000.0,(1.6372232422632913-0.0010864178139039873j)
3880000000.0,(1.6372309882173939-0.001097621283558695j)
3895000000.0,(1.6372396252829682-0.0011076712326713142j)
3910000000.0,(1.6372489865790043-0.0011164562074086172j)
3925000000.0,(1.637258891474663-0.0011238886935014247j)
3940000000.0,(1.6372691490004132-0.0011299067801801826j)
3955000000.0,(1.6372795614555475-0.0011344753412985734j)
3970000000.0,(1.6372899281448532-0.0011375867112935112j)
3985000000.0,(1.6373000491726044-0.0011392608423460332j)
4000000000.0,(1.6373097292246517-0.0011395449397888463j)
