f,s11
10760000000.0,(-0.654142893770793+0.001236343781790869j)
10780000000.0,(-0.6541420319140515+0.0012386343145465537j)
10800000000.0,(-0.6541411732297956+0.0012409247919611705j)
10820000000.0,(-0.6541403176916094+0.0012432152139572926j)
10840000000.0,(-0.65413946527332+0.0012455055804578168j)
10860000000.0,(-0.6541386159489958+0.0012477958913850752j)
10880000000.0,(-0.6541377696929438+0.0012500861466615187j)
10900000000.0,(-0.6541369264797069+0.0012523763462092851j)
10920000000.0,(-0.6541360862840606+0.001254666489950628j)
10940000000.0,(-0.6541352490810123+0.0012569565778072832j)
10960000000.0,(-0.6541344148457959+0.0012592466097013056j)
10980000000.0,(-0.6541335835538724+0.0012615365855543033j)
11000000000.0,(-0.6541327551809255+0.0012638265052877975j)
11020000000.0,(-0.654131929702859+0.0012661163688233931j)
11040000000.0,(-0.6541311070957965+0.0012684061760822483j)
11060000000.0,(-0.6541302873360763+0.0012706959269856819j)
11080000000.0,(-0.6541294704002503+0.0012729856214547905j)
11100000000.0,(-0.6541286562650829+0.0012752752594104003j)
11120000000.0,(-0.6541278449075465+0.0012775648407734397j)
11140000000.0,(-0.6541270363048208+0.001279854365464639j)
11160000000.0,(-0.6541262304342901+0.0012821438334046048j)
11180000000.0,(-0.6541254272735413+0.0012844332445136398j)
11200000000.0,(-0.6541246268003604+0.0012867225987123752j)
11220000000.0,(-0.6541238289927326+0.0012890118959209846j)
11240000000.0,(-0.6541230338288391+0.001291301136059488j)
11260000000.0,(-0.6541222412870541+0.0012935903190479509j)
11280000000.0,(-0.6541214513459446+0.0012958794448064061j)
11300000000.0,(-0.6541206639842666+0.001298168513254528j)
11320000000.0,(-0.6541198791809644+0.0013004575243120815j)
11340000000.0,(-0.6541190969151679+0.0013027464778985203j)
11360000000.0,(-0.6541183171661902+0.0013050353739334367j)
11380000000.0,(-0.6541175399135275+0.0013073242123362084j)
11400000000.0,(-0.6541167651368555+0.0013096129930259734j)
11420000000.0,(-0.6541159928160273+0.0013119017159219785j)
11440000000.0,(-0.6541152229310728+0.0013141903809432266j)
11460000000.0,(-0.6541144554621963+0.0013164789880087287j)
11480000000.0,(-0.6541136903897747+0.0013187675370372714j)
11500000000.0,(-0.654112927694355+0.0013210560279476985j)
11520000000.0,(-0.6541121673566541+0.0013233444606585258j)
11540000000.0,(-0.6541114093575551+0.0013256328350882975j)
11560000000.0,(-0.654110653678108+0.0013279211511554772j)
11580000000.0,(-0.654109900299525+0.001330209408778454j)
11600000000.0,(-0.6541091492031809+0.0013324976078754854j)
11620000000.0,(-0.6541084003706112+0.0013347857483646736j)
11640000000.0,(-0.6541076537835103+0.0013370738301640103j)
11660000000.0,(-0.6541069094237291+0.0013393618531916311j)
11680000000.0,(-0.654106167273274+0.0013416498173652075j)
11700000000.0,(-0.6541054273143059+0.0013439377226026014j)
11720000000.0,(-0.6541046895291374+0.0013462255688216325j)
11740000000.0,(-0.6541039539002321+0.0013485133559396803j)
11760000000.0,(-0.6541032204102034+0.0013508010838743324j)
11780000000.0,(-0.6541024890418111+0.0013530887525429569j)
11800000000.0,(-0.6541017597779625+0.001355376361862949j)
11820000000.0,(-0.6541010326017088+0.0013576639117515092j)
11840000000.0,(-0.6541003074962447+0.001359951402125786j)
11860000000.0,(-0.6540995844449067+0.0013622388329028528j)
11880000000.0,(-0.6540988634311722+0.0013645262039995553j)
11900000000.0,(-0.6540981444386563+0.0013668135153329832j)
11920000000.0,(-0.6540974274511128+0.0013691007668198967j)
11940000000.0,(-0.6540967124524313+0.0013713879583769461j)
11960000000.0,(-0.6540959994266361+0.0013736750899206712j)
11980000000.0,(-0.6540952883578852+0.0013759621613678517j)
12000000000.0,(-0.6540945792304685+0.001378249172634853j)
12020000000.0,(-0.6540938720288069+0.0013805361236380997j)
12040000000.0,(-0.6540931667374503+0.0013828230142938478j)
12060000000.0,(-0.6540924633410777+0.0013851098445183112j)
12080000000.0,(-0.654091761824494+0.0013873966142277819j)
12100000000.0,(-0.6540910621726311+0.0013896833233381525j)
12120000000.0,(-0.6540903643705438+0.0013919699717655928j)
12140000000.0,(-0.6540896684034113+0.0013942565594259196j)
12160000000.0,(-0.6540889742565342+0.001396543086234995j)
12180000000.0,(-0.6540882819153343+0.0013988295521086274j)
12200000000.0,(-0.6540875913653522+0.0014011159569624909j)
12220000000.0,(-0.6540869025922482+0.0014034023007122264j)
12240000000.0,(-0.6540862155817988+0.0014056885832733114j)
12260000000.0,(-0.654085530319897+0.0014079748045613117j)
12280000000.0,(-0.6540848467925505+0.0014102609644916263j)
12300000000.0,(-0.654084164985882+0.0014125470629794612j)
12320000000.0,(-0.654083484886125+0.001414833099940204j)
12340000000.0,(-0.6540828064796265+0.001417119075288995j)
12360000000.0,(-0.654082129752843+0.0014194049889410508j)
12380000000.0,(-0.654081454692341+0.0014216908408113118j)
12400000000.0,(-0.6540807812847955+0.0014239766308146659j)
12420000000.0,(-0.6540801095169879+0.0014262623588662715j)
12440000000.0,(-0.6540794393758075+0.00142854802488078j)
12460000000.0,(-0.6540787708482477+0.0014308336287731321j)
12480000000.0,(-0.6540781039214072+0.00143311917045781j)
12500000000.0,(-0.6540774385824875+0.0014354046498497037j)
12520000000.0,(-0.6540767748187917+0.0014376900668632176j)
12540000000.0,(-0.6540761126177255+0.0014399754214130334j)
12560000000.0,(-0.6540754519667948+0.0014422607134134168j)
12580000000.0,(-0.6540747928536041+0.0014445459427789103j)
12600000000.0,(-0.6540741352658576+0.0014468311094237552j)
12620000000.0,(-0.6540734791913559+0.0014491162132621693j)
12640000000.0,(-0.6540728246179965+0.0014514012542085164j)
12660000000.0,(-0.6540721715337734+0.0014536862321767523j)
12680000000.0,(-0.6540715199267741+0.001455971147081103j)
12700000000.0,(-0.6540708697851814+0.0014582559988355072j)
12720000000.0,(-0.6540702210972699+0.001460540787353941j)
12740000000.0,(-0.6540695738514072+0.0014628255125502911j)
12760000000.0,(-0.6540689280360514+0.0014651101743383028j)
12780000000.0,(-0.654068283639752+0.0014673947726320026j)
12800000000.0,(-0.6540676406511472+0.0014696793073448685j)
12820000000.0,(-0.6540669990589646+0.0014719637783906809j)
12840000000.0,(-0.6540663588520188+0.001474248185682994j)
12860000000.0,(-0.6540657200192126+0.0014765325291354328j)
12880000000.0,(-0.6540650825495343+0.001478816808661393j)
12900000000.0,(-0.6540644464320581+0.0014811010241743599j)
12920000000.0,(-0.6540638116559425+0.0014833851755877354j)
12940000000.0,(-0.6540631782104301+0.0014856692628147582j)
12960000000.0,(-0.6540625460848468+0.0014879532857688003j)
12980000000.0,(-0.6540619152686002+0.0014902372443630922j)
13000000000.0,(-0.6540612857511807+0.0014925211385107202j)
13020000000.0,(-0.6540606575221581+0.0014948049681247466j)
13040000000.0,(-0.6540600305711832+0.0014970887331184097j)
13060000000.0,(-0.654059404887986+0.0014993724334045706j)
13080000000.0,(-0.654058780462375+0.0015016560688961614j)
13100000000.0,(-0.6540581572842368+0.001503939639506205j)
13120000000.0,(-0.6540575353435352+0.0015062231451474172j)
13140000000.0,(-0.6540569146303097+0.001508506585732751j)
13160000000.0,(-0.6540562951346769+0.0015107899611748446j)
13180000000.0,(-0.6540556768468275+0.0015130732713864693j)
13200000000.0,(-0.6540550597570277+0.0015153565162801532j)
13220000000.0,(-0.6540544438556161+0.0015176396957686496j)
13240000000.0,(-0.654053829133005+0.0015199228097644668j)
13260000000.0,(-0.6540532155796792+0.0015222058581800576j)
13280000000.0,(-0.6540526031861955+0.0015244888409278467j)
13300000000.0,(-0.6540519919431815+0.001526771757920327j)
13320000000.0,(-0.6540513818413352+0.0015290546090698067j)
13340000000.0,(-0.6540507728714242+0.0015313373942887818j)
13360000000.0,(-0.6540501650242865+0.0015336201134891596j)
13380000000.0,(-0.654049558290827+0.0015359027665835282j)
13400000000.0,(-0.6540489526620202+0.0015381853534838334j)
13420000000.0,(-0.6540483481289068+0.0015404678741022231j)
13440000000.0,(-0.6540477446825946+0.0015427503283509444j)
13460000000.0,(-0.6540471423142582+0.0015450327161418424j)
13480000000.0,(-0.6540465410151367+0.0015473150373871058j)
13500000000.0,(-0.6540459407765352+0.0015495972919984202j)
13520000000.0,(-0.6540453415898224+0.0015518794798880535j)
13540000000.0,(-0.6540447434464315+0.001554161600967642j)
13560000000.0,(-0.654044146337859+0.0015564436551490036j)
13580000000.0,(-0.6540435502556636+0.0015587256423439386j)
13600000000.0,(-0.6540429551914666+0.0015610075624642246j)
13620000000.0,(-0.6540423611369509+0.0015632894154215683j)
13640000000.0,(-0.65404176808386+0.0015655712011275987j)
13660000000.0,(-0.6540411760239989+0.00156785291949389j)
13680000000.0,(-0.6540405849492319+0.001570134570432087j)
13700000000.0,(-0.6540399948514828+0.0015724161538537467j)
13720000000.0,(-0.6540394057227348+0.0015746976696702423j)
13740000000.0,(-0.6540388175550292+0.0015769791177931058j)
13760000000.0,(-0.6540382303404656+0.001579260498133776j)
13780000000.0,(-0.6540376440712008+0.0015815418106035223j)
13800000000.0,(-0.6540370587394485+0.0015838230551137413j)
13820000000.0,(-0.6540364743374788+0.0015861042315758755j)
13840000000.0,(-0.6540358908576183+0.0015883853399009447j)
13860000000.0,(-0.6540353082922483+0.0015906663800002573j)
13880000000.0,(-0.654034726633806+0.0015929473517849895j)
13900000000.0,(-0.6540341458747824+0.0015952282551663307j)
13920000000.0,(-0.6540335660077226+0.0015975090900553302j)
13940000000.0,(-0.6540329870252258+0.0015997898563630195j)
13960000000.0,(-0.6540324089199439+0.001602070554000609j)
13980000000.0,(-0.6540318316845817+0.0016043511828788876j)
14000000000.0,(-0.6540312553118961+0.0016066317429088931j)
