f,s11
11400000000.0,(-0.6292548335218981+0.03208751732009429j)
11420000000.0,(-0.6295141322089689+0.030711537734341602j)
11440000000.0,(-0.6298205038020273+0.02935036798813809j)
11460000000.0,(-0.6301732493534311+0.02800570761075939j)
11480000000.0,(-0.6305716036485799+0.026679220727475392j)
11500000000.0,(-0.6310147372367361+0.025372533180409065j)
11520000000.0,(-0.631501758604056+0.024087229784125683j)
11540000000.0,(-0.6320317164785976+0.02282485172384127j)
11560000000.0,(-0.6326036022566235+0.021586894103271345j)
11580000000.0,(-0.6332163525391103+0.02037480364825172j)
11600000000.0,(-0.6338688517670836+0.019189976571352234j)
11620000000.0,(-0.6345599349441622+0.018033756601778316j)
11640000000.0,(-0.6352883904345507+0.01690743318393312j)
11660000000.0,(-0.6360529628246573+0.015812239847087527j)
11680000000.0,(-0.636852355836523+0.014749352747694004j)
11700000000.0,(-0.637685235281334+0.013719889384989399j)
11720000000.0,(-0.6385502320414513+0.01272490748965589j)
11740000000.0,(-0.6394459450696173+0.01176540408448038j)
11760000000.0,(-0.6403709443942883+0.010842314715139273j)
11780000000.0,(-0.6413237741203957+0.0099565128484793j)
11800000000.0,(-0.642302955415235+0.009108809434948385j)
11820000000.0,(-0.6433069894696493+0.008299952631155422j)
11840000000.0,(-0.6443343604251457+0.007530627677929832j)
11860000000.0,(-0.6453835382581459+0.006801456928680698j)
11880000000.0,(-0.646452981613106+0.006113000022354429j)
11900000000.0,(-0.6475411405768584+0.005465754194837427j)
11920000000.0,(-0.6486464593871198+0.004860154722257773j)
11940000000.0,(-0.6497673790687439+0.0042965754893086894j)
11960000000.0,(-0.6509023399919324+0.003775329675437124j)
11980000000.0,(-0.6520497843472514+0.003296670551521007j)
12000000000.0,(-0.6532081585329419+0.0028607923794957604j)
12020000000.0,(-0.6543759154506513+0.0024678314072739222j)
12040000000.0,(-0.655551516706316+0.0021178669512471777j)
12060000000.0,(-0.6567334347135663+0.0018109225586404232j)
12080000000.0,(-0.6579201546975865+0.0015469672420270059j)
12100000000.0,(-0.6591101765979551+0.0013259167783881843j)
12120000000.0,(-0.6603020168695299+0.0011476350652154957j)
12140000000.0,(-0.6614942101809743+0.0010119355263097838j)
12160000000.0,(-0.6626853110110106+0.000918582560114866j)
12180000000.0,(-0.6638738951429546+0.0008672930236428866j)
12200000000.0,(-0.6650585610585341+0.0008577377452873384j)
12220000000.0,(-0.6662379312323793+0.000889543060091202j)
12240000000.0,(-0.6674106533289706+0.000962292361319444j)
12260000000.0,(-0.6685754013041506+0.0010755276624914282j)
12280000000.0,(-0.6697308764136316+0.0012287511643448625j)
12300000000.0,(-0.6708758081312032+0.00142142682153029j)
12320000000.0,(-0.672008954979578+0.0016529819041739464j)
12340000000.0,(-0.6731291052770572+0.0019228085497844827j)
12360000000.0,(-0.6742350778033451+0.0022302653013272487j)
12380000000.0,(-0.6753257223880326+0.0025746786276339174j)
12400000000.0,(-0.6763999204253681+0.0029553444226584503j)
12420000000.0,(-0.6774565853190552+0.003371529480433014j)
12440000000.0,(-0.6784946628608819+0.0038224729429115895j)
12460000000.0,(-0.6795131315470324+0.004307387718219848j)
12480000000.0,(-0.6805110028359722+0.00482546186714989j)
12500000000.0,(-0.6814873213517976+0.005375859956050989j)
12520000000.0,(-0.6824411650369188+0.005957724374572403j)
12540000000.0,(-0.6833716452579329+0.006570176617000243j)
12560000000.0,(-0.6842779068684762+0.007212318526214788j)
12580000000.0,(-0.6851591282327925+0.007883233499561604j)
12600000000.0,(-0.6860145212136715+0.0085819876561799j)
12620000000.0,(-0.6868433311283199+0.009307630965581936j)
12640000000.0,(-0.687644836675627+0.01005919833749459j)
12660000000.0,(-0.6884183498381774+0.010835710673202478j)
12680000000.0,(-0.6891632157622328+0.011636175878821407j)
12700000000.0,(-0.6898788126187859+0.012459589841129694j)
12720000000.0,(-0.6905645514486447+0.013304937366755372j)
12740000000.0,(-0.6912198759943735+0.014171193085680479j)
12760000000.0,(-0.6918442625217556+0.015057322320176935j)
12780000000.0,(-0.6924372196333061+0.015962281920421352j)
12800000000.0,(-0.6929982880762017+0.01688502106816765j)
12820000000.0,(-0.6935270405468363+0.017824482049964105j)
12840000000.0,(-0.6940230814940518+0.01877960100151013j)
12860000000.0,(-0.6944860469229447+0.019749308624834833j)
12880000000.0,(-0.6949156042009635+0.020732530880062664j)
12900000000.0,(-0.6953114518678781+0.021728189653603562j)
12920000000.0,(-0.6956733194510151+0.022735203404660047j)
12940000000.0,(-0.6960009672870099+0.02375248779200301j)
12960000000.0,(-0.6962941863511531+0.024778956283003008j)
12980000000.0,(-0.6965527980952524+0.025813520746938688j)
13000000000.0,(-0.6967766542947728+0.026855092034631798j)
13020000000.0,(-0.6969656369058573+0.02790258054646715j)
13040000000.0,(-0.6971196579326724+0.028954896790872126j)
13060000000.0,(-0.6972386593053715+0.03001095193532033j)
13080000000.0,(-0.697322612768812+0.031069658351926755j)
13100000000.0,(-0.6973715197820098+0.032129930159675885j)
13120000000.0,(-0.6973854114281678+0.0331906837653087j)
13140000000.0,(-0.6973643483349651+0.03425083840486229j)
13160000000.0,(-0.6973084206046496+0.03530931668781277j)
13180000000.0,(-0.6972177477533317+0.03636504514573838j)
13200000000.0,(-0.6970924786587374+0.03741695478735432j)
13220000000.0,(-0.6969327915155421+0.03846398166172372j)
13240000000.0,(-0.6967388937972699+0.03950506743137398j)
13260000000.0,(-0.6965110222236109+0.0405391599569785j)
13280000000.0,(-0.6962494427318838+0.04156521389518257j)
13300000000.0,(-0.6959544504512382+0.042582191311062514j)
13320000000.0,(-0.6956263696780844+0.04358906230661293j)
13340000000.0,(-0.6952655538511022+0.04458480566655481j)
13360000000.0,(-0.6948723855240833+0.04556840952264497j)
13380000000.0,(-0.6944472763347499+0.04653887203755302j)
13400000000.0,(-0.6939906669675856+0.04749520210924196j)
13420000000.0,(-0.6935030271086231+0.0484364200966651j)
13440000000.0,(-0.6929848553900407+0.04936155856744005j)
13460000000.0,(-0.6924366793223395+0.0502696630680265j)
13480000000.0,(-0.6918590552117907+0.05115979291676914j)
13500000000.0,(-0.6912525680607828+0.05203102202001475j)
13520000000.0,(-0.6906178314486312+0.05288243971133785j)
13540000000.0,(-0.6899554873903685+0.053713151613737874j)
13560000000.0,(-0.6892662061709894+0.05452228052449101j)
13580000000.0,(-0.6885506861525957+0.055308967322147885j)
13600000000.0,(-0.6878096535518687+0.05607237189498154j)
13620000000.0,(-0.68704386218529+0.05681167408998799j)
13640000000.0,(-0.6862540931795369+0.057526074681343305j)
13660000000.0,(-0.6854411546444926+0.058214796357011926j)
13680000000.0,(-0.6846058813063599+0.05887708472199414j)
13700000000.0,(-0.6837491340983931+0.0595122093164903j)
13720000000.0,(-0.6828717997068474+0.060119464647042126j)
13740000000.0,(-0.6819747900698033+0.0606981712285067j)
13760000000.0,(-0.6810590418266379+0.06124767663449742j)
13780000000.0,(-0.6801255157160122+0.06176735655372291j)
13800000000.0,(-0.6791751959203769+0.06225661584944447j)
13820000000.0,(-0.678209089355145+0.06271488961907111j)
13840000000.0,(-0.6772282249008469+0.06314164425071242j)
13860000000.0,(-0.6762336525767536+0.06353637847332365j)
13880000000.0,(-0.6752264426546635+0.06389862439689194j)
13900000000.0,(-0.6742076847117581+0.06422794853894558j)
13920000000.0,(-0.6731784866216625+0.06452395283350915j)
13940000000.0,(-0.6721399734831026+0.06478627561847905j)
13960000000.0,(-0.6710932864858059+0.06501459259726934j)
13980000000.0,(-0.67003958171358+0.06520861777046143j)
14000000000.0,(-0.6689800288847991+0.06536810433309456j)
