f,s11
10000000000.0,(-0.6960929357622392+0.06433859289085982j)
10020000000.0,(-0.6952714748072382+0.06531077429123158j)
10040000000.0,(-0.6944069737884817+0.0662601920674938j)
10060000000.0,(-0.6935001315602324+0.06718470257634852j)
10080000000.0,(-0.6925517674414913+0.06808218555103078j)
10100000000.0,(-0.6915628202691212+0.06895055179736236j)
10120000000.0,(-0.6905343468848476+0.06978775084079133j)
10140000000.0,(-0.6894675200591924+0.07059177847601576j)
10160000000.0,(-0.6883636258601638+0.07136068417101504j)
10180000000.0,(-0.6872240604792934+0.07209257827806315j)
10200000000.0,(-0.6860503265322786+0.0727856390055908j)
10220000000.0,(-0.6848440288560118+0.07343811910656677j)
10240000000.0,(-0.6836068698280786+0.07404835224138209j)
10260000000.0,(-0.6823406442388253+0.07461475897599576j)
10280000000.0,(-0.6810472337497874+0.07513585237931186j)
10300000000.0,(-0.6797286009755723+0.07561024318735465j)
10320000000.0,(-0.6783867832291519+0.07603664450574214j)
10340000000.0,(-0.6770238859729334+0.07641387602616652j)
10360000000.0,(-0.6756420760198796+0.07674086773702125j)
10380000000.0,(-0.6742435745303443+0.0770166631128923j)
10400000000.0,(-0.6728306498511555+0.07724042177230447j)
10420000000.0,(-0.6714056102438176+0.07741142159780041j)
10440000000.0,(-0.66997079654853+0.07752906031708379j)
10460000000.0,(-0.6685285748300219+0.07759285654849893j)
10480000000.0,(-0.6670813290500531+0.07760245031850076j)
10500000000.0,(-0.6656314538097905+0.07755760306293778j)
10520000000.0,(-0.664181347203261+0.07745819712785888j)
10540000000.0,(-0.6627334038206617+0.07730423478915413j)
10560000000.0,(-0.6612900079375772+0.07709583681357697j)
10580000000.0,(-0.6598535269231603+0.07683324058656917j)
10600000000.0,(-0.6584263048970843+0.07651679783478686j)
10620000000.0,(-0.6570106566616796+0.0761469719732926j)
10640000000.0,(-0.6556088619321496+0.07572433510902843j)
10660000000.0,(-0.6542231598841536+0.07524956473342402j)
10680000000.0,(-0.6528557440344493+0.07472344013781426j)
